Strategy,Initial_Capital,Final_Equity,Total_Return,CAGR,Trades,Win_Rate,Average_PnL,Median_PnL,Profit_Factor,Expectancy,Max_Drawdown,Sharpe
SCORE_4,10000.0,12909.782675059892,0.2909782675059893,0.0364161680066708,843,0.4139976275207592,0.0016269419767862094,-0.0199999999999999,1.1475082606159963,3.253883953572419,-0.10638200273846299,0.49076588927676174
