Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Position_Value,PnL,Return,Hold_Sessions,ATR_Pct,Return_10D,Hold_Period,Year
COP,2022-02-03,2022-02-03,78.38716128316608,76.7734603881836,24.390281122929288,1911.8849001248193,-39.35861847694542,-0.020586290772198645,1,0.0359660688852994,0.0564847502389733,1,2022
GOOGL,2022-02-03,2022-02-03,144.33209690892662,141.74124145507812,13.246429180137364,1911.8849001248193,-34.31958328537668,-0.017950653453634224,1,0.0342010362826057,0.0953511178440063,1,2022
MA,2022-02-03,2022-02-03,378.1885587280321,379.67779541015625,5.055374775363627,1911.8849001248193,7.5286495573566885,0.003937815271654266,1,0.0393320511553653,0.0998528093339827,1,2022
MS,2022-02-03,2022-02-03,89.64187103961474,88.4486083984375,21.32803429861381,1911.8849001248193,-25.449946538282717,-0.013311442826198006,1,0.0360679927954729,0.0931178951321198,1,2022
AVGO,2022-02-04,2022-02-04,53.195329671643,54.46711349487305,35.41761337929916,1884.0516198946127,45.043547753208685,0.02390780978481266,1,0.0405919700959751,0.060486851166839,1,2022
COP,2022-02-04,2022-02-04,77.72815522209078,77.61832427978516,24.23898540382642,1884.0516198946127,-2.6621906074344426,-0.0014130136241082836,1,0.0379191888533488,0.0611935910255629,1,2022
GOOGL,2022-02-04,2022-02-04,142.09241348974794,141.9423370361328,13.259339986019368,1884.0516198946127,-1.9899147223790477,-0.0010561890668846496,1,0.0366567728420101,0.0733829815286204,1,2022
MA,2022-02-04,2022-02-04,377.24432210210176,372.0173950195313,4.994247784555632,1884.0516198946127,-26.104569002161327,-0.01385554871560346,1,0.0399854602626802,0.0716209154368916,1,2022
UPS,2022-02-04,2022-02-04,180.31545741945556,178.33213806152344,10.448641768475078,1884.0516198946127,-20.722993483514696,-0.01099916438843318,1,0.034113615456605,0.1305057997422167,1,2022
AMZN,2022-02-07,2022-02-07,158.52000427246094,157.9355010986328,11.877140708664754,1882.7643958821566,-6.942226440217775,-0.003687251817275361,1,0.0499901932361151,0.1051330237995296,1,2022
AVGO,2022-02-07,2022-02-07,54.46710957366001,54.23361206054688,34.566996681473455,1882.7643958821566,-8.071307760913825,-0.004286945184733049,1,0.0414052150597951,0.1067644026880971,1,2022
COP,2022-02-07,2022-02-07,76.39328189837401,78.5223617553711,24.64568021029386,1882.7643958821566,52.472621297728224,0.02786998809436403,1,0.0381361934756692,0.1106141734896581,1,2022
GOOGL,2022-02-07,2022-02-07,142.89030508807886,137.88890075683594,13.176292084488194,1882.7643958821566,-65.89996430108111,-0.03500170517628898,1,0.0369121523098424,0.0992815928447863,1,2022
GS,2022-02-07,2022-02-07,325.4880604212231,327.85693359375,5.784434591688614,1882.7643958821566,13.702591922487688,0.007277911114347058,1,0.0361631281934703,0.0688842087809948,1,2022
AMD,2022-02-08,2022-02-08,122.37999725341795,128.22999572753906,15.360490121054122,1879.816738825757,89.85884376991896,0.047801917024129725,1,0.0625512535644719,0.0612717709125811,1,2022
AMZN,2022-02-08,2022-02-08,156.75050354003906,161.4134979248047,11.99241276022818,1879.816738825757,55.92055336073564,0.029747874995339707,1,0.0503340658656929,0.0926464893934615,1,2022
AVGO,2022-02-08,2022-02-08,54.30282828833304,55.39556503295898,34.617289708087554,1879.816738825757,37.82758446338859,0.020123017144223265,1,0.0412236767757795,0.085028945138901,1,2022
COP,2022-02-08,2022-02-08,77.68592553710721,77.162109375,24.197648748200212,1879.816738825757,-12.675119499300557,-0.006742742118158951,1,0.0386654949480455,0.1194892898849107,1,2022
GOOGL,2022-02-08,2022-02-08,137.7160660257319,138.08505249023438,13.649945086831904,1879.816738825757,5.0366449782431575,0.002679327656901931,1,0.038668403017743,0.0641954541488043,1,2022
AMD,2022-02-09,2022-02-09,129.60000610351562,132.85000610351562,14.776314429420436,1915.0104402403545,48.02302189561642,0.02507715931281762,1,0.0603881373956416,0.1538738315193755,1,2022
AMZN,2022-02-09,2022-02-09,162.87350463867188,161.1894989013672,11.757654779325378,1915.0104402403545,-19.799958105631816,-0.010339347342224747,1,0.0506841538815671,0.1530689258329025,1,2022
AVGO,2022-02-09,2022-02-09,56.0536233926108,56.42186737060547,34.16390099935624,1915.0104402403545,12.580650807818895,0.006569494632227668,1,0.0395807016351222,0.1237126525103904,1,2022
GE,2022-02-09,2022-02-09,61.08189810212595,60.47260284423828,31.35152147758327,1915.0104402403545,-19.102333363854804,-0.009975054423962959,1,0.035825761520529,0.0900012918849013,1,2022
GOOGL,2022-02-09,2022-02-09,139.63473906232326,140.25730895996094,13.714427033702743,1915.0104402403545,8.538189434531676,0.004458560253833399,1,0.0386349912150977,0.0981921446891016,1,2022
AMD,2022-02-10,2022-02-10,128.83999633789062,125.7699966430664,14.910419194176004,1921.0583543740504,-45.77498237582151,-0.023828002034189444,1,0.0573256615130647,0.1999819998386049,1,2022
AMZN,2022-02-10,2022-02-10,158.35000610351562,159.0034942626953,12.13172264179281,1921.0583543740504,7.92793709686372,0.004126859071621913,1,0.0493966036434287,0.1607013752550776,1,2022
AVGO,2022-02-10,2022-02-10,54.94149009576506,54.57786178588867,34.965530622223284,1921.0583543740504,-12.714456804090203,-0.006618464647438094,1,0.0374738715305334,0.0973221626573519,1,2022
BA,2022-02-10,2022-02-10,213.7100067138672,218.75,8.989089392272229,1921.0583543740504,45.30495018549972,0.02358332847221689,1,0.0377228575461847,0.1111339674837859,1,2022
COP,2022-02-10,2022-02-10,77.93093277810587,77.65213012695312,24.650780965806145,1921.0583543740504,-6.872703086252373,-0.0035775608120408586,1,0.0387766112112261,0.0676547521225641,1,2022
AMD,2022-02-11,2022-02-11,126.13999938964844,113.18000030517578,15.210341784215522,1918.63250337729,-197.12601559794936,-0.10274297722516246,1,0.0614670849709225,0.2258284455509958,1,2022
AMZN,2022-02-11,2022-02-11,158.13450622558594,153.2935028076172,12.132914878428084,1918.63250337729,-58.735482396394254,-0.030613200961103648,1,0.0473096035268332,0.1386876572388811,1,2022
AVGO,2022-02-11,2022-02-11,54.57786485702675,52.922142028808594,35.15404108246773,1918.63250337729,-58.20534832436084,-0.03033689266803541,1,0.0389827716493814,0.0904464232907273,1,2022
BA,2022-02-11,2022-02-11,217.8699951171875,212.3000030517578,8.806318200655852,1918.63250337729,-49.05112250330214,-0.025565668473227388,1,0.0371950982541454,0.1528326745718049,1,2022
GE,2022-02-11,2022-02-11,60.33245751047198,58.99810028076172,31.801000366084384,1918.63250337729,-42.43389475050345,-0.022116739227449167,1,0.0343658230618198,0.0988877727570416,1,2022
AMD,2022-02-14,2022-02-14,115.51000213623048,114.2699966430664,15.907904914551438,1837.522130662788,-19.725889478775596,-0.01073504865580066,1,0.070860584741964,0.0754466229815433,1,2022
AMZN,2022-02-14,2022-02-14,151.75100708007812,155.16700744628906,12.108796943226467,1837.522130662788,41.36365479243549,0.022510561425192588,1,0.0475232098492654,0.0647009000458045,1,2022
BA,2022-02-14,2022-02-14,213.0,210.0399932861328,8.626864463205576,1837.522130662788,-25.53557673071076,-0.013896745135526745,1,0.0377262542067811,0.1140263152247751,1,2022
COP,2022-02-14,2022-02-14,78.54370009538617,77.7370376586914,23.39490154437896,1837.522130662788,-18.871788286022852,-0.010270237278293792,1,0.0362512548665906,0.053468021169762,1,2022
GE,2022-02-14,2022-02-14,58.924992924526,58.85797119140625,31.18408742138288,1837.5221306627866,-2.090011584738939,-0.001137407571785265,1,0.0342573871658812,0.0513571659116054,1,2022
UPS,2022-02-15,2022-02-15,171.33501087230337,172.3583984375,10.695713614370572,1832.5502084052252,10.945860313851131,0.005973020691955044,1,0.0367207002213848,0.0582566401016626,1,2022
NVDA,2022-02-16,2022-02-16,26.17630779823109,26.427513122558597,70.09160323947526,1834.7393804679957,17.60738392440737,0.009596667576795559,1,0.0579192860489205,0.0753713928436328,1,2022
BA,2022-02-17,2022-02-17,218.47000122070312,213.5800018310547,8.414248395576408,1838.260857252877,-41.145669518718975,-0.022382932953382673,1,0.0324500212934645,0.0549825952602607,1,2022
AMZN,2022-02-18,2022-02-18,155.49949645996094,152.60150146484375,11.768730864156478,1830.0317233491332,-34.105723143206646,-0.01863668411211472,1,0.0445244785195152,0.1138459009125787,1,2022
AMD,2022-03-01,2022-03-01,122.33000183105467,113.83000183105467,14.90403459029175,1823.210578720492,-126.68429401747989,-0.06948418109025312,1,0.060981272114844,0.0897684750425842,1,2022
COP,2022-03-02,2022-03-02,83.52806007931999,83.24784851074219,21.524188616492445,1797.8737199169964,-6.031326654591726,-0.0033546998255640226,1,0.0352655152385769,0.0590934532412863,1,2022
COP,2022-03-03,2022-03-03,82.53456187765703,82.71288299560547,21.768667740059268,1796.6674545860778,3.8818131676555643,0.0021605629677028393,1,0.0350474952316479,0.0932204765321722,1,2022
COP,2022-03-04,2022-03-04,82.88270642118606,85.14136505126953,21.68659657523147,1797.443817219609,48.98261851178527,0.027251265403974934,1,0.0349333597477998,0.0798138567776469,1,2022
COP,2022-03-07,2022-03-07,86.17730145908214,85.99049377441406,20.971187427817775,1807.240340921966,-3.917578968131032,-0.0021677133247991476,1,0.0343572448901664,0.0999340215956563,1,2022
COP,2022-03-08,2022-03-08,86.19429862314844,83.89318084716797,20.957961883608803,1806.4568251283397,-48.2267386386934,-0.026696867574051875,1,0.034963117762956,0.1298671810756415,1,2022
CAT,2022-03-09,2022-03-09,197.0820889628412,194.495361328125,9.117071403375373,1796.8114774006008,-23.583380546791865,-0.013125127952159588,1,0.0335339917394457,0.0982689617264902,1,2022
COP,2022-03-09,2022-03-09,80.9721875788694,81.69393920898438,22.19047713945546,1796.8114774006008,16.016013048431176,0.00891357454572872,1,0.0392784915099042,0.1249004488841016,1,2022
XOM,2022-03-09,2022-03-09,72.2602865449943,71.1939697265625,24.865822754270155,1796.8114774006008,-26.514845007022437,-0.014756609327418513,1,0.032923249633177,0.1480510523190774,1,2022
AVGO,2022-03-10,2022-03-10,54.04257061158789,54.24284362792969,33.12194469364695,1789.9950348995242,6.6334317709028365,0.003705838084224089,1,0.0380221655007454,0.0563173115204296,1,2022
CAT,2022-03-10,2022-03-10,194.1337724567605,196.35890197753903,9.220420600945209,1789.9950348995242,20.516630073157636,0.011461836302975703,1,0.0348391975156523,0.1238015284256865,1,2022
COP,2022-03-10,2022-03-10,82.60249705918697,84.67435455322266,21.669986969243112,1789.9950348995242,44.897124897881945,0.025082262253538712,1,0.0431422612966411,0.0904450861736503,1,2022
CRM,2022-03-10,2022-03-10,195.71405390537905,196.7461853027344,9.145970865050522,1789.9950348995242,9.43984368911598,0.005273670320345758,1,0.0473061410655708,0.0662328968615302,1,2022
CVX,2022-03-10,2022-03-10,141.15257630745774,142.89251708984375,12.681277818128986,1789.9950348995228,22.06467244852976,0.012326666844507894,1,0.0350291114383503,0.2266323278744602,1,2022
CAT,2022-03-11,2022-03-11,196.83175174316784,199.1774139404297,9.199254487345648,1810.7053754754415,21.57834349395808,0.01191709252439388,1,0.0345557768731018,0.1467323914117266,1,2022
COP,2022-03-11,2022-03-11,83.9186257069946,83.56199645996094,21.576918833222976,1810.7053754754415,-7.694960316798843,-0.004249703138357486,1,0.0430061624894409,0.1366693233652853,1,2022
CVX,2022-03-11,2022-03-11,138.768520098444,142.9594268798828,13.04838715719463,1810.7053754754415,54.68457422392627,0.03020070242491424,1,0.0367554948854262,0.2667406723397134,1,2022
XOM,2022-03-11,2022-03-11,72.29469176679196,73.025634765625,25.046173255934345,1810.7053754754415,18.307324988984625,0.01011060398723207,1,0.0390112579263519,0.1261217079128074,1,2022
CAT,2022-03-14,2022-03-14,200.54032167180037,199.74298095703125,9.115774906082226,1828.0804319534554,-7.268378479290014,-0.003975962081451234,1,0.0345788221978389,0.1484551761418044,1,2022
COP,2022-03-14,2022-03-14,82.68742409256379,81.98265838623047,22.108324839180202,1828.0804319534554,-15.581189171131298,-0.008523251438385282,1,0.0438980084464886,0.0782291806437633,1,2022
CVX,2022-03-14,2022-03-14,139.03618402359692,139.46279907226562,13.148235078454093,1828.0804319534554,5.6092349479023085,0.0030683742628918598,1,0.0389283740759529,0.2174098519225586,1,2022
XOM,2022-03-14,2022-03-14,71.42615327166602,70.41143035888672,25.593992511404572,1828.0804319534554,-25.970810630824175,-0.014206601731999391,1,0.0399872247258235,0.090955884154803,1,2022
CAT,2022-03-15,2022-03-15,200.3734061928599,200.6886444091797,9.08023793105345,1819.4382032867868,2.862438009144537,0.0015732537680992476,1,0.0348787744061737,0.1485235731781327,1,2022
CVX,2022-03-15,2022-03-15,133.09699897234617,132.40269470214844,13.670016734673448,1819.4382032867868,-9.49115099255825,-0.005216528363212736,1,0.039955813800862,0.1577775435719883,1,2022
PFE,2022-03-15,2022-03-15,41.051224499228205,40.73136520385742,44.32116765045568,1819.4382032867868,-14.176537454685098,-0.007791711435472415,1,0.0324812097217548,0.113123161794195,1,2022
CAT,2022-03-16,2022-03-16,201.65287081388703,200.3363342285156,9.00199013221366,1815.2771531991668,-11.851449350211949,-0.006528727213541696,1,0.0350180081753212,0.1839412386727481,1,2022
CVX,2022-03-16,2022-03-16,132.8293222414622,131.9259033203125,13.666238166142916,1815.2771531991668,-12.346338140231602,-0.00680135158340589,1,0.045597302089813,0.0571732843787038,1,2022
ORCL,2022-03-16,2022-03-16,76.26593039255602,75.28671264648438,23.801940707411184,1815.2771531991668,-23.307282731642,-0.012839517475646156,1,0.03620168168442,0.0603866145387039,1,2022
PFE,2022-03-16,2022-03-16,40.98881395554018,41.2852668762207,44.28713539182092,1815.2771531991668,13.129050635479045,0.007232532295325278,1,0.0329986084568803,0.1412019946243983,1,2022
CAT,2022-03-17,2022-03-17,199.63168869251297,205.5468292236328,9.05869183958703,1808.4019492818459,53.58343525926584,0.029630268470206556,1,0.0351357892876291,0.1218525221350095,1,2022
AMZN,2022-03-18,2022-03-18,156.81300354003906,161.25050354003906,11.600559872378334,1819.1186363336988,51.47748443367885,0.028298035876004102,1,0.0366734524450116,0.0631547985303542,1,2022
CAT,2022-03-18,2022-03-18,203.4886055570948,204.81442260742188,8.939658470573631,1819.1186363336988,11.852351624387508,0.0065154363149591,1,0.0354146527000428,0.1377982823961314,1,2022
MS,2022-03-18,2022-03-18,80.83070587793493,81.9893798828125,22.50529197506711,1819.1186363336988,26.07629678369,0.014334577340290977,1,0.0379440437788962,0.0692643316509906,1,2022
AMZN,2022-03-21,2022-03-21,161.12100219726562,161.4915008544922,11.401368150956213,1836.9998629020502,4.224191590474972,0.00229950566452497,1,0.0366395129336742,0.1071778989220122,1,2022
BA,2022-03-21,2022-03-21,184.3999938964844,185.8999938964844,9.962038631808614,1836.9998629020502,14.943057947712921,0.008134490507857972,1,0.0434876049371685,0.0663017348814878,1,2022
BLK,2022-03-21,2022-03-21,666.1766869760937,660.7293701171875,2.757526492319255,1836.9998629020502,-15.02112055049121,-0.008176985123320102,1,0.0339276662042767,0.0602938099635754,1,2022
CAT,2022-03-21,2022-03-21,204.8978459195888,207.410400390625,8.965442533851586,1836.9998629020502,22.52616272324689,0.012262473818403397,1,0.0350886181078018,0.1290505001429531,1,2022
CRM,2022-03-21,2022-03-21,214.47940182246336,210.08541870117188,8.564924404361394,1836.9998629020502,-37.63413326790148,-0.020486737113005526,1,0.0405262449361862,0.0777794931000841,1,2022
AMD,2022-03-22,2022-03-22,115.43000030517578,114.77999877929688,15.89541271540989,1834.8074945906585,-10.332042519491397,-0.00563113163094886,1,0.0540089242028893,0.1259835027214595,1,2022
AMZN,2022-03-22,2022-03-22,161.8054962158203,164.88900756835938,11.339586957808562,1834.8074945906585,34.96574511750659,0.019056901184779207,1,0.0363234376981899,0.174885214672984,1,2022
AVGO,2022-03-22,2022-03-22,55.90954601073152,56.80339813232422,32.81742789037274,1834.8074945906585,29.333927545025155,0.015987468784331327,1,0.0358794676400176,0.0607255594186166,1,2022
BA,2022-03-22,2022-03-22,185.2400054931641,191.0399932861328,9.905028288602423,1834.8074945906585,57.449043162903926,0.03131066519636194,1,0.0450357375555735,0.0988945788769903,1,2022
BAC,2022-03-22,2022-03-22,39.14822111311559,39.46984100341797,46.86822140114955,1834.8074945906585,15.073752225705352,0.008215440731600188,1,0.0357556465901039,0.1173707628713689,1,2022
ADBE,2022-03-23,2022-03-23,437.510009765625,422.8999938964844,4.25157262274628,1860.1055796969886,-62.11554348712698,-0.03339355795989041,1,0.0389905312747429,0.0809214041353216,1,2022
AMD,2022-03-23,2022-03-23,114.29000091552734,113.91999816894533,16.275313367718034,1860.1055796969886,-6.02191064753869,-0.0032374026040605797,1,0.0532820526396892,0.0876528011655268,1,2022
AMZN,2022-03-23,2022-03-23,163.7050018310547,163.4080047607422,11.362545792074437,1860.1055796969886,-3.3746428115377327,-0.0018142211110874218,1,0.0357595442665392,0.2122899587899545,1,2022
AVGO,2022-03-23,2022-03-23,56.49305690227564,55.69211959838867,32.9262688495453,1860.1055796969886,-26.371876999412283,-0.01417762372591147,1,0.0345765732446324,0.0686239570261697,1,2022
BA,2022-03-23,2022-03-23,189.6699981689453,186.0399932861328,9.80706278090503,1860.1055796969886,-35.59968578073399,-0.01913852964546947,1,0.0449943170342384,0.0991944184790429,1,2022
AMZN,2022-03-24,2022-03-24,163.74949645996094,163.64950561523438,11.19642433953996,1833.408847751719,-1.1195399276276452,-0.0006106329905631869,1,0.0346018113368369,0.17324217288546,1,2022
COP,2022-03-24,2022-03-24,89.13225035337149,88.76712799072266,20.569533928325967,1833.408847751719,-7.510396826495711,-0.0040964113572952154,1,0.0375792042748341,0.0848146227773654,1,2022
META,2022-03-24,2022-03-24,213.12840537772053,217.65863037109372,8.602367406176704,1833.408847751719,38.97065982564065,0.02125584801962188,1,0.0405328600999161,0.0753653305288737,1,2022
MS,2022-03-24,2022-03-24,80.02657132907399,79.66339874267578,22.910001232123683,1833.408847751719,-8.320284401856465,-0.004538150021507481,1,0.0348250529816165,0.0569790819604938,1,2022
NVDA,2022-03-24,2022-03-24,26.088038001343623,28.066125869750977,70.27775901190006,1833.408847751718,139.01558252029506,0.07582355822639775,1,0.0537985436234949,0.1138435536837934,1,2022
AMD,2022-03-25,2022-03-25,119.91999816894533,119.66999816894533,15.557172118710328,1865.6160519897098,-3.889293029677582,-0.002084723180597381,1,0.0500053369862843,0.1321623127542968,1,2022
AMZN,2022-03-25,2022-03-25,164.0,164.77349853515625,11.375707634083597,1865.6160519897098,8.799093191329431,0.004716454482660115,1,0.0345407120587275,0.1146457348247194,1,2022
AVGO,2022-03-25,2022-03-25,58.2658958381328,58.43221664428711,32.01900571772786,1865.6160519897098,5.325426843231965,0.00285451384144797,1,0.0330234268240832,0.0730539523508526,1,2022
BA,2022-03-25,2022-03-25,187.75999450683597,188.9499969482422,9.936174406533583,1865.6160519897098,11.824071802012979,0.006337891330535195,1,0.0419956897654569,0.0597567335533493,1,2022
BAC,2022-03-25,2022-03-25,38.84446711887613,39.067813873291016,48.02784515695235,1865.6160519897098,10.7268633373459,0.005749770069733984,1,0.0338319790656253,0.0590114978297602,1,2022
AMD,2022-03-28,2022-03-28,117.6999969482422,120.23999786376952,15.906315488196947,1872.1732844185583,40.40205590268656,0.02158029720803012,1,0.048836686946326,0.1474733638738332,1,2022
BA,2022-03-28,2022-03-28,188.42999267578125,188.16000366210935,9.935643778535194,1872.1732844185583,-2.6825146639621007,-0.0014328346025913596,1,0.038657239692455,0.0721784118996911,1,2022
COP,2022-03-28,2022-03-28,89.20866778071358,87.88404083251953,20.98645043125856,1872.1732844185583,-27.799217788183764,-0.014848635016612488,1,0.0353023171464944,0.0923689799662876,1,2022
CRM,2022-03-28,2022-03-28,206.8022479480977,211.6189117431641,9.05296389664211,1872.1732844185583,43.60508343899932,0.023291157822787678,1,0.0398961609670769,0.066346647021741,1,2022
META,2022-03-28,2022-03-28,220.19633368710996,221.64361572265625,8.502290901350067,1872.1732844185583,12.305212882512663,0.006572689069395787,1,0.0367865900123779,0.1823463837126751,1,2022
ADBE,2022-03-29,2022-03-29,459.1600036621094,466.3299865722656,4.106061924680114,1885.339408372969,29.4403938279997,0.01561543438664259,1,0.0423133326802393,0.0935844708763669,1,2022
AMD,2022-03-29,2022-03-29,122.27999877929688,123.2300033569336,15.418215793212571,1885.339408372969,14.647375582542695,0.007769092141973077,1,0.0449695926907774,0.1759412994011691,1,2022
BA,2022-03-29,2022-03-29,191.6199951171875,193.8000030517578,9.838949255895592,1885.339408372969,21.448987445687063,0.011376724716212872,1,0.035611781946218,0.0720145800021021,1,2022
COP,2022-03-29,2022-03-29,84.90362762589034,85.49801635742188,22.20564021928855,1885.339408372969,13.198782322788624,0.0070007460005194755,1,0.033844027286626,0.07198330186473,1,2022
CRM,2022-03-29,2022-03-29,214.90208094691408,217.52667236328125,8.773016064179911,1885.339408372969,23.025582657697864,0.012212964177929608,1,0.0384714905634376,0.1147474796189236,1,2022
ADBE,2022-03-30,2022-03-30,461.5199890136719,460.05999755859375,4.12916380244553,1905.6916327403123,-6.028543868188373,-0.0031634414322948556,1,0.0402519865697634,0.1059383923592427,1,2022
AMD,2022-03-30,2022-03-30,123.04000091552734,119.22000122070312,15.488390918077592,1905.6916327403123,-59.1656485803746,-0.031046811332899993,1,0.042684418591481,0.1271380343280179,1,2022
BA,2022-03-30,2022-03-30,192.32000732421875,194.91000366210935,9.908961939293404,1905.6916327403123,25.664175135067218,0.013467118548536217,1,0.0342547492699013,0.077325052583828,1,2022
COP,2022-03-30,2022-03-30,86.30706497268842,86.10266876220703,22.080366576517946,1905.6916327403123,-4.5131432542802425,-0.002368244251453433,1,0.0345189433427362,0.0593373372966488,1,2022
CRM,2022-03-30,2022-03-30,215.9735365132757,211.2846527099609,8.823727496924937,1905.6916327403123,-41.37343294519461,-0.021710455266942152,1,0.0354028046240157,0.1282246416066821,1,2022
COP,2022-03-31,2022-03-31,85.16585540771484,85.16585540771484,22.17565132172249,1888.6083140377182,0.0,0.0,1,0.0334009938510491,0.0694165405582629,1,2022
META,2022-03-31,2022-03-31,226.4613295729708,220.42434692382807,8.33965038357318,1888.6083140377182,-50.346324665547904,-0.02665789634162463,1,0.0324931950059499,0.1189412504083853,1,2022
NFLX,2022-03-31,2022-03-31,38.35900115966797,37.45899963378906,49.23507539146949,1888.6083140377182,-44.31164297908553,-0.023462590230978186,1,0.0387205157527818,0.0669594472471077,1,2022
NVDA,2022-03-31,2022-03-31,27.69923069159201,27.204708099365234,68.18269918994528,1888.6083140377182,-33.71788514843024,-0.017853297000659518,1,0.0483593698663572,0.1303886582226285,1,2022
TSLA,2022-03-31,2022-03-31,364.8566589355469,359.20001220703125,5.176302166301827,1888.6083140377182,-29.280512714819572,-0.015503750829212293,1,0.0438120903700944,0.3020125628272114,1,2022
META,2022-04-01,2022-04-01,222.59526293695757,222.8926544189453,8.342841695881438,1857.0770409361417,2.4810900559273326,0.0013360189164131064,1,0.0325534049246986,0.0698615782389968,1,2022
NVDA,2022-04-01,2022-04-01,27.29343862106805,26.632413864135746,68.04115328666016,1857.0770409361417,-44.976886812708095,-0.02421918198398243,1,0.0487586244083016,0.1017523553718018,1,2022
TSLA,2022-04-01,2022-04-01,360.3833312988281,361.5299987792969,5.153060310095925,1857.0770409361417,5.90884668248121,0.003181799436550392,1,0.0429187715165364,0.2363470247881451,1,2022
TSLA,2022-04-04,2022-04-04,363.1266784667969,381.8166809082031,5.093978935206266,1849.7596509212822,95.20647873547712,0.051469648334073526,1,0.0415522251956119,0.1979257727034131,1,2022
TSLA,2022-04-05,2022-04-05,378.76666259765625,363.7533264160156,4.933910851213181,1868.8009466683777,-74.07446229950814,-0.03963742764127187,1,0.0411142058075339,0.2434864738184792,1,2022
TSLA,2022-04-06,2022-04-06,357.8233337402344,348.586669921875,5.181288863499318,1853.9860542084762,-47.85782337795251,-0.025813475386892493,1,0.0448223586374287,0.0978691731129441,1,2022
ADBE,2022-04-07,2022-04-07,444.0899963378906,452.7200012207031,4.153244848437304,1844.4144895328857,35.8425233215298,0.01943300897110567,1,0.0392565255608064,0.050673901596288,1,2022
