Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Allocation,PnL,Return_pct,Holding_Days,Exit_Reason,Exit_Year
NVDA,2022-06-06,2022-06-13,19.081980946985432,15.603680610656738,107.9171568851819,2059.2731315358787,-375.3682830893646,-18.228193110517676,7,TIME,2022
AMD,2022-06-06,2022-06-13,108.2699966430664,86.98999786376953,18.94963451089249,2051.676864881665,-403.24819925991414,-19.654566767421844,7,TIME,2022
NFLX,2022-06-06,2022-06-13,20.208999633789062,16.9689998626709,101.03158552636604,2041.7472749034598,-327.3423139811312,-16.032459942752165,7,TIME,2022
CRM,2022-06-06,2022-06-13,185.71702657326975,163.20645141601562,10.940004839661016,2031.7451695190248,-246.26580116391315,-12.120900044871853,7,TIME,2022
BA,2022-06-24,2022-06-29,135.00999450683594,138.4499969482422,12.966757566086711,1750.6418677688403,44.60567768446125,2.5479613223982955,5,TIME,2022
TSLA,2022-06-27,2022-07-05,249.36666870117188,233.0666656494141,7.058935456220506,1760.2632192942945,-115.06066947855547,-6.536560453991891,8,TIME,2022
NFLX,2022-06-28,2022-07-05,18.920000076293945,18.58799934387207,91.78804314653637,1736.62978333534,-30.473697552220738,-1.7547607351115158,7,TIME,2022
PLD,2022-06-28,2022-07-05,107.57592449277683,107.36371612548828,15.979471884149696,1719.006460843738,-3.3909776386687565,-0.19726380999198767,7,TIME,2022
ORCL,2022-06-28,2022-07-05,66.70545422341407,68.04768371582031,25.65530618858745,1711.3488525504918,34.43530860303458,2.012173529185146,7,TIME,2022
BA,2022-06-29,2022-07-05,138.61000061035156,137.6999969482422,12.22205864392736,1694.099556094524,-11.12211812448944,-0.6565209278567852,6,TIME,2022
TSLA,2022-07-05,2022-07-11,223.0,234.3433380126953,7.777760414652701,1734.4405724675523,88.22576536516684,5.0866986604014786,6,TIME,2022
NFLX,2022-07-05,2022-07-11,17.628000259399414,17.733999252319336,99.27954217345183,1750.0997951866639,10.523531487936806,0.6013103662362518,6,TIME,2022
AMZN,2022-07-05,2022-07-11,107.5999984741211,111.75,16.442021135630785,1769.1614491053392,68.23441280140099,3.8568787962176554,6,TIME,2022
CRM,2022-07-05,2022-07-11,163.27523278812495,171.39474487304688,10.954282584818172,1788.5630390630902,88.9434298290809,4.9728987956539905,6,TIME,2022
GOOGL,2022-07-05,2022-07-11,106.09097773944876,114.58612823486328,15.363587377977765,1629.9380065151151,130.5159869253721,8.007420307010428,6,TIME,2022
BA,2022-07-12,2022-07-18,136.86000061035156,147.72000122070312,13.23782836233826,1811.7291977493435,143.76282409472273,7.935116587695057,6,TIME,2022
TSLA,2022-07-15,2022-07-20,240.0,247.5,7.66889468830566,1840.5347251933586,57.516710162292455,3.125,5,TIME,2022
AMD,2022-07-15,2022-07-20,79.36000061035156,89.43000030517578,23.193510098363152,1840.636975562295,233.55863961241937,12.689011614637892,5,TIME,2022
NFLX,2022-07-15,2022-07-20,17.558000564575195,21.643999099731445,105.2941476620491,1848.754704096722,430.2317331076585,23.27143412559236,5,TIME,2022
AMZN,2022-07-15,2022-07-20,112.5,122.7699966430664,15.262136765733315,1716.990386144998,156.74209335010153,9.128885904947914,5,TIME,2022
NVDA,2022-07-18,2022-07-25,16.25686691896844,16.976871490478516,116.07849280687931,1887.0726097158724,83.57704547495237,4.4289257893227685,7,TIME,2022
TSLA,2022-07-20,2022-07-25,246.7833404541016,268.4333190917969,8.310668303872252,2050.934485435617,179.92579124380555,8.772868783548171,5,TIME,2022
NFLX,2022-07-20,2022-07-25,20.816999435424805,21.85099983215332,98.57932098984529,2052.12566939017,101.93105701272772,4.96709624235725,5,TIME,2022
COP,2022-07-20,2022-07-25,75.6511105432918,79.35823822021484,27.34170942909997,2068.4306824634054,101.35920775900445,4.900295118340159,5,TIME,2022
AMD,2022-07-20,2022-07-25,85.38999938964844,87.54000091552734,23.678352927988847,2021.8945420688478,50.90849492547529,2.5178610390522493,5,TIME,2022
NVDA,2022-07-25,2022-08-01,16.971884267154362,18.38994598388672,124.8907831171164,2119.6319170979755,177.10283831110652,8.35535815829671,7,TIME,2022
NFLX,2022-07-25,2022-08-01,22.131000518798828,22.621000289916992,95.78222579420613,2119.7564887432823,46.93326871634931,2.2140877485495647,7,TIME,2022
