Ticker,Entry_Date,Exit_Date,Raw_Entry_Price,Entry_Price,Raw_Exit_Price,Exit_Price,Shares,Allocation,Buy_Fee,Sell_Fee,Slippage_Cost,Total_Costs,Entry_Cost,Net_Proceeds,PnL,Return_pct,Holding_Days,Exit_Reason,Exit_Year
TSLA,2022-01-03,2022-01-06,382.5833435058594,382.7746351776123,354.8999938964844,354.72254389953616,5.222394109454088,2000.0,1.0,0.9262504618757534,1.925714318535145,3.8519647804108983,2000.0,1851.5746732896312,-148.42532671036884,-7.4212663355184425,3,TIME,2022
NVDA,2022-01-03,2022-01-06,29.72110791823675,29.735968472195868,28.089256286621094,28.075211658477784,67.8204268893008,2017.7149332177223,1.0088574666088612,0.952036419842719,1.960361789499598,3.921255675951178,2017.7149332177223,1903.1208032655954,-114.59412995212688,-5.67940138944105,3,TIME,2022
AMD,2022-01-03,2022-01-06,145.13999938964844,145.21256938934326,136.22999572753906,136.1618807296753,13.913660585075831,2021.4491277339614,1.0107245638669806,0.9472550965491398,1.9574433054425018,3.915422965858622,2021.4491277339614,1893.5629380017303,-127.88618973223106,-6.326460952079022,3,TIME,2022
TSLA,2022-01-06,2022-01-10,359.0,359.17949999999996,352.7066650390625,352.530311706543,5.347905326683997,1921.818870721055,0.9609094353605275,0.9426493658964955,1.9030699324991416,3.8066287337561646,1921.818870721055,1884.3560824270946,-37.46278829396033,-1.9493402247582527,4,TIME,2022
COP,2022-01-21,2022-01-24,71.73801876249225,71.77388777187349,70.1412353515625,70.10616473388673,26.65829049120475,1914.326313062263,0.9571631565311315,0.9344552523501032,1.8911291854236416,3.782747594304876,1914.326313062263,1867.9760494478562,-46.350263614406686,-2.4212310773842014,3,TIME,2022
COP,2022-01-25,2022-01-28,70.22571326253696,70.26082611916821,75.37940979003906,75.34172008514405,27.10050304531993,1905.0562603393819,0.952528130169691,1.020899257303544,1.972986040349873,3.9464134278231078,1905.0562603393819,2040.7776153497844,135.72135501040248,7.124270176998553,3,TIME,2022
V,2022-01-28,2022-01-31,212.8116854164778,212.918091259186,218.1455078125,218.03643505859375,9.07031628761359,1932.2005313414622,0.9661002656707312,0.9888297141025828,1.9544590245043851,3.909389004277699,1932.2005313414622,1976.670598491063,44.47006714960071,2.3015244240061685,3,TIME,2022
COP,2022-01-28,2022-01-31,74.33177130278283,74.36893718843422,74.87249755859375,74.83506130981446,26.13617736943667,1944.692079172998,0.972346039586499,0.9779512179229892,1.949814617618729,3.9001118751282173,1944.692079172998,1954.9244846280556,10.23240545505746,0.5261709843241046,3,TIME,2022
V,2022-01-31,2022-02-03,217.5475100640139,217.65628381904588,223.3249664306641,223.21330394744876,8.923103074589543,1943.141025862394,0.971570512931197,0.9958776593713852,1.966975275255582,3.934423447558164,1943.141025862394,1990.7594410833988,47.61841522100485,2.450589771263314,3,TIME,2022
MA,2022-02-01,2022-02-04,375.48260239896206,375.67034370016154,372.0173950195313,371.83138632202156,5.200030897366382,1954.4746317809786,0.9772373158904893,0.9667673487425439,1.9435115411786372,3.8875162058116706,1954.4746317809786,1932.5679301363452,-21.90670164463336,-1.1208486049609805,3,TIME,2022
MS,2022-02-01,2022-02-04,89.0279437165657,89.07245768842398,90.02233123779297,89.97732007217408,21.998732489170962,1960.4613995404086,0.9802306997702043,0.9896934971801352,1.9694395504164617,3.939363747366801,1960.4613995404086,1978.3973008630903,17.93590132268173,0.9148816358682934,3,TIME,2022
UPS,2022-02-01,2022-02-04,178.50667879587238,178.5959321352703,178.33213806152344,178.2429719924927,10.990473879035566,1963.8358449571751,0.9819179224785876,0.9794873639025794,1.9609138478480839,3.9223191342292507,1963.8358449571751,1957.9952404412563,-5.8406045159188125,-0.29740797994478896,3,TIME,2022
AVGO,2022-02-02,2022-02-07,55.28296703945002,55.310608522969744,54.23361206054688,54.20649525451661,34.222102804588644,1893.792227171013,0.9468961135855066,0.9275301266382571,1.8739438143833365,3.7483700546071,1893.792227171013,1854.1327231498758,-39.65950402113731,-2.0941845389439324,5,TIME,2022
COP,2022-02-03,2022-02-07,78.38716128316608,78.42635486380766,78.5223617553711,78.4831005744934,24.824603884786644,1947.8771321878294,0.9739385660939147,0.974155941705835,1.9476083775912274,3.895702885390977,1947.8771321878294,1947.337727469964,-0.5394047178654091,-0.027691927224360244,4,TIME,2022
AMZN,2022-02-04,2022-02-07,155.60650634765625,155.68430960083006,157.9355010986328,157.8565333480835,12.45830717827938,1940.5332184547178,0.970266609227359,0.9833125912743635,1.9531013210298374,3.90668052153156,1940.5332184547178,1965.6418699574526,25.1086515027348,1.293904750712244,3,TIME,2022
MA,2022-02-04,2022-02-07,377.24432210210176,377.4329442631528,366.109130859375,365.92607629394536,5.151214941479166,1945.2108273084805,0.9726054136542402,0.9424819358411084,1.9145867068474491,3.829674056342798,1945.2108273084805,1884.0213897463755,-61.18943756210501,-3.1456455363643374,3,TIME,2022
GOOGL,2022-02-04,2022-02-07,142.09241348974794,142.1634596964928,137.88890075683594,137.81995630645753,13.63548172111814,1939.4369745897377,0.9697184872948689,0.9396207475110011,1.9088400463315751,3.818179281137445,1939.4369745897377,1878.3018742744912,-61.13510031524652,-3.1522086624227037,3,TIME,2022
NVDA,2022-02-07,2022-02-10,24.29524762592509,24.30739524973805,25.742673873901367,25.729802536964417,79.08119481467493,1923.2194689162968,0.9616097344581485,1.0173717634844002,1.9785293091244132,3.957510807066962,1923.2194689162968,2033.726155205316,110.50668628901917,5.745921777262785,3,TIME,2022
AMD,2022-02-07,2022-02-10,123.55999755859376,123.62177755737305,125.7699966430664,125.70711164474488,15.591780791984917,1928.4478807304463,0.9642239403652232,0.9799988643792185,1.9437493072292373,3.8879721119736788,1928.4478807304463,1959.0177298940575,30.569849163611252,1.5852048411094306,3,TIME,2022
AMZN,2022-02-07,2022-02-10,158.52000427246094,158.59926427459715,159.0034942626953,158.92399251556398,12.152901282970568,1928.4054049834315,0.9642027024917158,0.9656937962686012,1.929415866360146,3.859312365120463,1928.4054049834315,1930.4218987409338,2.016493757502303,0.10456793744153753,3,TIME,2022
MA,2022-02-07,2022-02-10,372.0174207509835,372.20342946135895,364.4154968261719,364.2332890777588,5.173611478920852,1926.5992347723802,0.9632996173861901,0.9422007626888949,1.9050088979159678,3.810509277991053,1926.5992347723802,1883.459324615101,-43.139910157279246,-2.2391740523231363,3,TIME,2022
AVGO,2022-02-07,2022-02-10,54.46710957366001,54.494343128446836,54.57786178588867,54.55057285499573,35.02144503334861,1909.425355178929,0.9547126775894645,0.9552199443894559,1.90945623531556,3.8193888572944803,1909.425355178929,1909.4846688345224,0.05931365559331425,0.0031063615779709838,3,TIME,2022
TSLA,2022-02-10,2022-02-14,302.7900085449219,302.9414035491943,291.9200134277344,291.77405342102054,6.411307010944304,1943.221955457986,0.9716109777289931,0.9353265171549134,1.906434266675757,3.8133717615596634,1943.221955457986,1869.717707792672,-73.5042476653141,-3.7825966024550364,4,TIME,2022
NFLX,2022-02-10,2022-02-14,40.209999084472656,40.23010408401489,39.65700149536133,39.63717299461365,48.228315256376234,1941.2007429321654,0.9706003714660827,0.9558170375278747,1.9259254412724753,3.8523428502664325,1941.2007429321654,1910.6782580182216,-30.5224849139438,-1.572350774389251,4,TIME,2022
AMD,2022-02-10,2022-02-14,128.83999633789062,128.90441633605957,114.2699966430664,114.21286164474488,15.079875261968114,1944.8349365328497,0.9724174682664248,0.8611578534575876,1.8330341845453175,3.66660950626933,1944.8349365328497,1721.4545490617174,-223.38038747113228,-11.485827577190854,4,TIME,2022
NVDA,2022-02-10,2022-02-14,25.91313678658992,25.926093354983212,24.190580368041992,24.17848507785797,74.60512856283856,1935.1871214413977,0.9675935607206989,0.9019194938441337,1.8689971298985326,3.7385101844633652,1935.1871214413977,1802.9370681944233,-132.2500532469744,-6.8339672056348615,4,TIME,2022
AMZN,2022-02-10,2022-02-14,158.35000610351562,158.42918110656737,155.16700744628906,155.08942394256593,12.190245850218687,1932.2567959358455,0.9661283979679228,0.9452891033143356,1.9109247366989348,3.8223422379811933,1932.2567959358455,1889.6329175253568,-42.623878410488715,-2.2059116831748438,4,TIME,2022
UPS,2022-02-14,2022-02-17,169.52623566648103,169.61099878431426,167.16212463378906,167.07854357147218,10.859227145911907,1842.7657451164152,0.9213828725582076,0.907171927925378,1.8280876909424095,3.656642491425995,1842.7657451164152,1813.4366839228305,-29.32906119358472,-1.591578380014432,3,TIME,2022
NVDA,2022-02-15,2022-02-18,24.870431043038703,24.88286625856022,23.567546844482425,23.555763071060184,74.25286550689195,1848.5483959208123,0.9242741979604061,0.8745414536138221,1.7983293287537876,3.5971449803280158,1848.5483959208123,1748.2083657740302,-100.34003014678206,-5.428044533115941,3,TIME,2022
BA,2022-02-16,2022-02-22,216.1000061035156,216.20805610656734,198.7400054931641,198.6406354904175,8.635240930341585,1867.9426268744573,0.9339713134372287,0.8576548730079583,1.7911217238413952,3.5827479102865825,1867.9426268744573,1714.4520911429086,-153.4905357315488,-8.217090478221884,6,TIME,2022
AMZN,2022-02-17,2022-02-22,158.14599609375,158.22506909179685,150.19749450683594,150.12239575958253,11.530087524045042,1825.2615258894364,0.9126307629447182,0.8654621812136575,1.777613717046783,3.555706661205159,1825.2615258894364,1730.0589002461013,-95.20262564333507,-5.215834788219926,5,TIME,2022
AMD,2022-02-28,2022-03-03,120.30999755859376,120.37015255737306,111.9800033569336,111.92401335525513,14.673153688031052,1767.0932945733655,0.8835466472866828,0.8211391246714493,1.704213441813195,3.4088992137713268,1767.0932945733655,1641.4571102182272,-125.63618435513831,-7.109765213922733,3,TIME,2022
COP,2022-03-01,2022-03-04,81.38826264410004,81.42895677542208,85.14136505126953,85.0987943687439,21.452439835164217,1747.7236578938766,0.8738618289469383,0.9127883831202449,1.7862334094534398,3.572883621520623,1747.7236578938766,1824.6639778573697,76.94031996349304,4.402316099343259,3,TIME,2022
COP,2022-03-04,2022-03-07,82.88270642118606,82.92414777439664,85.99049377441406,85.94749852752686,21.1817123452731,1757.3541216950362,0.8786770608475181,0.9102575953029287,1.7885117746842152,3.577446430834662,1757.3541216950362,1819.6049330105545,62.250811315518376,3.542303201558207,3,TIME,2022
COP,2022-03-07,2022-03-10,86.17730145908214,86.22039010981167,84.67435455322266,84.63201737594605,20.51625351686807,1769.8042839581399,0.8849021419790699,0.8681659620644464,1.7526179442622811,3.5056860483057974,1769.8042839581399,1735.4637581668283,-34.34052579131162,-1.9403572532048325,3,TIME,2022
CAT,2022-03-08,2022-03-11,189.0159401939916,189.1104481640886,199.1774139404297,199.0778252334595,9.302490467735703,1760.0781804859039,0.880039090242952,0.9259597857859057,1.8055824882367424,3.6115813642656,1760.0781804859039,1850.9936117860254,90.91543130012155,5.165420053955931,3,TIME,2022
XOM,2022-03-08,2022-03-11,76.57715135317999,76.61543992885657,73.025634765625,72.98912194824219,23.094758596242908,1770.3002400219034,0.8851501200109517,0.8428330757731941,1.7275201153695852,3.455503311153731,1770.3002400219034,1684.823318470615,-85.47692155128834,-4.828385582223655,3,TIME,2022
TSLA,2022-03-09,2022-03-14,279.82666015625,279.9665734863281,255.4566650390625,255.32893670654298,6.196491079984113,1735.6782144089532,0.8678391072044767,0.7910717393819608,1.6584391749183944,3.317350021504832,1735.6782144089532,1581.3524070245396,-154.32580738441357,-8.891383558499397,5,TIME,2022
CRM,2022-03-09,2022-03-14,194.9768045779972,195.07429298028617,189.8357391357422,189.74082126617432,8.932550006072187,1743.3825682296979,0.871691284114849,0.8474346870766537,1.7186786448431373,3.43780461603464,1743.3825682296979,1694.0219394662306,-49.360628763467275,-2.8313136578846305,5,TIME,2022
COP,2022-03-10,2022-03-14,82.60249705918697,82.64379830771657,81.98265838623047,81.94166705703736,21.32443009648073,1763.213506673891,0.8816067533369456,0.8736796755734455,1.7548423211068607,3.5101287500172518,1763.213506673891,1746.4856714713176,-16.727835202573488,-0.948712968636947,4,TIME,2022
XOM,2022-03-11,2022-03-14,72.29469176679196,72.33083911267535,70.41143035888672,70.37622464370727,24.15530839203092,1748.047748895493,0.8740238744477465,0.8499797048677978,1.7235551946882361,3.4475587740037805,1748.047748895493,1699.109430030728,-48.93831886476505,-2.799598517585507,3,TIME,2022
CVX,2022-03-11,2022-03-14,138.768520098444,138.8379043584932,139.46279907226562,139.3930676727295,12.607176246926906,1751.2295447738923,0.8756147723869462,0.8786764858749552,1.753855639099907,3.5081468973618084,1751.2295447738923,1756.4742952640354,5.244750490143133,0.29948960750432646,3,TIME,2022
CVX,2022-03-14,2022-03-17,139.03618402359692,139.10570211560872,134.20956420898438,134.1424594268799,12.29530267728912,1711.2023128046292,0.8556011564023146,0.8246610702647318,1.6798195899008843,3.3600818165679307,1711.2023128046292,1648.4974794591988,-62.704833345430416,-3.6643728725832743,3,TIME,2022
CAT,2022-03-14,2022-03-17,200.54032167180037,200.64059183263626,205.5468292236328,205.444055809021,8.527952122351504,1711.9093156067956,0.8559546578033979,0.8760085358805207,1.7315458901691212,3.46350908385304,1711.9093156067956,1751.141063225161,39.23174761836526,2.2916954339055837,3,TIME,2022
PFE,2022-03-14,2022-03-17,39.568952432588524,39.58873690880482,42.3150634765625,42.29390594482422,43.177736852641296,1710.207168160903,0.8551035840804515,0.9130775706779908,1.7677832456814642,3.5359644004399065,1710.207168160903,1825.2420637853033,115.0348956244004,6.726371972122237,3,TIME,2022
ORCL,2022-03-15,2022-03-18,73.48834501161325,73.52508918411905,76.90618896484375,76.86773587036133,23.1662824225102,1704.1550587089064,0.8520775293544532,0.8903698391758543,1.742041124450155,3.4844884929804625,1704.1550587089064,1779.8493085125326,75.69424980362624,4.44174662492117,3,TIME,2022
MS,2022-03-17,2022-03-21,77.99455277298165,78.03355004936813,80.07846069335938,80.0384214630127,22.29077272314379,1740.2982780695656,0.8701491390347829,0.892059130975605,1.7617848084201078,3.523993078430496,1740.2982780695656,1783.2262028202342,42.92792475066858,2.466699260214553,4,TIME,2022
AMZN,2022-03-17,2022-03-21,152.6405029296875,152.71682318115234,161.4915008544922,161.41075510406495,11.47995529399081,1754.0593324261413,0.8770296662130707,0.9264941262819824,1.803110679926911,3.606634472421964,1754.0593324261413,1852.0617584376826,98.00242601154127,5.587178506441308,4,TIME,2022
CAT,2022-03-17,2022-03-21,199.63168869251297,199.7315045368592,207.410400390625,207.3066951904297,8.828775766149196,1764.2668003917368,0.8821334001958684,0.9151321633288719,1.7968416659496456,3.594107229474386,1764.2668003917368,1829.3491944944149,65.08239410267811,3.6889201841936408,4,TIME,2022
NVDA,2022-03-18,2022-03-21,24.72511412706269,24.737476684126218,26.654346466064453,26.641019292831423,72.3370723125578,1790.331805632667,0.8951659028163336,0.963566669532897,1.8583198781523007,3.717052450501531,1790.331805632667,1926.1697723962611,135.83796676359407,7.587306796216565,3,TIME,2022
TSLA,2022-03-18,2022-03-21,291.4966735839844,291.64242192077637,307.0533447265625,306.8998180541992,5.738102984054172,1674.3114072039948,0.8371557036019974,0.8805113808912415,1.717270823086756,3.434937907579995,1674.3114072039948,1760.1422504015918,85.830843197597,5.12633688263103,3,TIME,2022
