Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Allocation,PnL,Return_pct,Holding_Days,Exit_Reason,Exit_Year
TSLA,2022-01-03,2022-01-04,382.5833435058594,383.1966552734375,5.227619116066848,2000.0,3.206160320300154,0.16030801601500944,1,TIME,2022
NVDA,2022-01-03,2022-01-04,29.72110791823675,29.1977596282959,67.90234276140727,2018.1328571128875,-35.53657496716009,-1.7608640006980592,1,TIME,2022
AMD,2022-01-03,2022-01-04,145.13999938964844,144.4199981689453,13.933274072682199,2022.2753904048986,-10.031974340722385,-0.49607360047603244,1,TIME,2022
TSLA,2022-01-04,2022-01-05,396.51666259765625,362.7066650390625,5.02255695676345,1991.5275222024839,-169.81263844607028,-8.526753286254863,1,TIME,2022
AMD,2022-01-04,2022-01-05,151.00999450683594,136.14999389648438,13.099447023838264,1978.1474231124048,-194.65779076950457,-9.840408682141156,1,TIME,2022
NVDA,2022-01-04,2022-01-05,30.18165084016446,27.51706886291504,64.96935412558177,1960.8823615293074,-173.1161700765604,-8.828483211075744,1,TIME,2022
TSLA,2022-01-05,2022-01-06,382.2166748046875,354.8999938964844,4.929167999556233,1884.0102023440568,-134.64850938680354,-7.146909778900135,1,TIME,2022
TSLA,2022-01-06,2022-01-07,359.0,342.32000732421875,5.172926185144,1857.080500466696,-86.28437088055897,-4.646237514145191,1,TIME,2022
COP,2022-01-21,2022-01-24,71.73801876249225,70.1412353515625,25.646423723825,1839.8236262905841,-40.95178395187883,-2.2258537919987997,3,TIME,2022
COP,2022-01-25,2022-01-26,70.22571326253696,73.55448913574219,26.082088517245758,1831.6332695002084,86.82142697901088,4.740109738381282,1,TIME,2022
COP,2022-01-27,2022-01-28,75.15130297472625,75.37940979003906,24.603665960626625,1848.9975548960106,5.6122638872988055,0.3035300870159574,1,TIME,2022
V,2022-01-28,2022-01-31,212.8116854164778,218.1455078125,8.693695574341886,1850.1200076734706,46.37062815862395,2.5063578560471367,3,TIME,2022
COP,2022-01-28,2022-01-31,74.33177130278283,74.87249755859375,25.056083740939044,1862.4630863748562,13.548482346522935,0.7274497113869849,3,TIME,2022
V,2022-01-31,2022-02-01,217.5475100640139,224.11587524414065,8.559527200410482,1862.1038297745,56.22210042152411,3.019278491486288,1,TIME,2022
MA,2022-02-01,2022-02-02,375.48260239896206,386.1798095703125,4.989174565985119,1873.3482498588048,53.37023394637525,2.8489221878739146,1,TIME,2022
MS,2022-02-01,2022-02-02,89.0279437165657,89.8580322265625,21.110979749389482,1879.4671169302053,17.5239817247433,0.9323909722541934,1,TIME,2022
V,2022-02-01,2022-02-02,218.84958939329303,227.06727600097656,8.604455115606482,1883.0814690034983,70.70871556993345,3.7549472358915814,1,TIME,2022
UPS,2022-02-01,2022-02-02,178.50667879587238,184.1393585205078,10.599850861676357,1892.1441730494125,59.70556503272389,3.155444806116514,1,TIME,2022
AVGO,2022-02-02,2022-02-03,55.28296703945002,53.60786437988281,34.6148199272301,1913.6099491135597,-57.98337692054316,-3.030052020131002,1,TIME,2022
MA,2022-02-02,2022-02-03,378.9185667737952,379.67779541015625,5.05765771138837,1916.4404112317143,3.8399185673983833,0.20036723004241974,1,TIME,2022
MS,2022-02-02,2022-02-03,89.75427428490303,88.4486083984375,21.433913901971295,1923.7853873565277,-27.985530195243268,-1.4547116523064063,1,TIME,2022
COP,2022-02-02,2022-02-03,76.4186108650295,76.7734603881836,25.180125015786228,1924.2301751141626,8.935155354812037,0.46434961213941417,1,TIME,2022
GOOGL,2022-02-02,2022-02-03,149.82433100004454,141.74124145507812,12.614665522860049,1889.983822751834,-101.96547100107833,-5.395044643959734,1,TIME,2022
AVGO,2022-02-03,2022-02-04,54.97563535906677,54.46711349487305,34.17110281681914,1878.5780882746287,-17.376752905964302,-0.924994974359783,1,TIME,2022
MA,2022-02-03,2022-02-04,378.1885587280321,372.0173950195313,4.942588548975493,1869.2304397227174,-30.501523079489118,-1.6317690120653983,1,TIME,2022
COP,2022-02-03,2022-02-04,78.38716128316608,77.61832427978516,23.864910349276983,1870.702576557074,-18.348226158892505,-0.9808200613408813,1,TIME,2022
GOOGL,2022-02-03,2022-02-04,144.33209690892662,141.9423370361328,12.907734668988867,1863.000411119213,-30.846386360619,-1.6557369593970028,1,TIME,2022
UPS,2022-02-03,2022-02-04,182.3384236373136,178.33213806152344,10.18058596282908,1856.311996166417,-40.78633469597405,-2.197170237557289,1,TIME,2022
AMZN,2022-02-04,2022-02-07,155.60650634765625,157.9355010986328,11.895429613328126,1851.0062436344413,27.704393130052367,1.496720674245533,3,TIME,2022
AVGO,2022-02-04,2022-02-07,53.195329671643,54.23361206054688,34.88732773713337,1855.8429003394647,36.22289798538344,1.95182997325678,3,TIME,2022
MA,2022-02-04,2022-02-07,377.24432210210176,366.109130859375,4.942994815029021,1864.7167281498268,-55.041192577154945,-2.951718711279372,3,TIME,2022
COP,2022-02-04,2022-02-07,77.72815522209078,78.5223617553711,23.923755660262945,1859.549393456291,19.00040304598279,1.021774582210333,3,TIME,2022
GOOGL,2022-02-04,2022-02-07,142.09241348974794,137.88890075683594,12.836124799328418,1823.9159525921814,-53.95681403522454,-2.958294978370035,3,TIME,2022
NVDA,2022-02-07,2022-02-08,24.29524762592509,25.028928756713867,75.97338415989768,1845.7921811442488,55.74023840028395,3.0198545085248663,1,TIME,2022
AMD,2022-02-07,2022-02-08,123.55999755859376,128.22999572753906,14.9820694510221,1851.184464790973,69.9662369032845,3.77953889706959,1,TIME,2022
AMZN,2022-02-07,2022-02-08,158.52000427246094,161.4134979248047,11.680002663672761,1851.5140721477612,33.79601356669523,1.825317672443716,1,TIME,2022
MA,2022-02-07,2022-02-08,372.0174207509835,364.3960571289063,4.973285037801345,1850.148672422314,-37.90321366931992,-2.0486577232571856,1,TIME,2022
AVGO,2022-02-07,2022-02-08,54.46710957366001,55.39556503295898,33.60416092468914,1830.3215152159476,31.199966665688635,1.7046167247838806,1,TIME,2022
NFLX,2022-02-08,2022-02-09,39.81800079345703,41.28900146484375,47.12321041055133,1876.3520295175754,69.31827415181863,3.6943107189561175,1,TIME,2022
NVDA,2022-02-08,2022-02-09,24.28228698772841,26.62090110778809,77.48010772396448,1881.394211593418,181.1960739470085,9.630946711244913,1,TIME,2022
AMD,2022-02-08,2022-02-09,122.37999725341795,132.85000610351562,15.46792148239724,1892.964188531859,161.949274813315,8.555326920311114,1,TIME,2022
AMZN,2022-02-08,2022-02-09,156.75050354003906,161.1894989013672,12.191741709191277,1911.061651945829,54.119084893610705,2.831885870270434,1,TIME,2022
MA,2022-02-08,2022-02-09,367.48161529109416,371.2095031738281,4.952596239562962,1819.988065999196,18.462723509540577,1.014442009508687,1,TIME,2022
