Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,PnL,Return_pct,Holding_Days,Exit_Reason,Exit_Year
NFLX,2023-01-04,2023-01-09,29.823999404907227,31.517000198364254,67.0600871749924,113.53278079655959,5.67663903982798,5,TIME,2023
AMD,2023-01-10,2023-01-13,66.66999816894531,71.0,30.339082221566386,131.36828157190118,6.494678191054137,2,TIME,2023
TSLA,2023-01-11,2023-01-17,122.08999633789062,131.49000549316406,16.567340624381405,155.73315354771876,7.699245996583048,6,TIME,2023
NVDA,2023-01-11,2023-01-17,15.804882316459198,17.66275405883789,127.97985556987453,237.77015725697626,11.755049516843963,6,TIME,2023
TSLA,2023-01-17,2023-01-20,125.6999969482422,133.4199981689453,16.92665812482651,130.67382138608488,6.141608121026354,3,TIME,2023
NVDA,2023-01-17,2023-01-20,16.861534824609727,17.799448013305664,126.18548054885497,118.35102642870571,5.562442556101321,3,TIME,2023
TSLA,2023-01-20,2023-01-23,128.67999267578125,143.75,16.92171252825547,255.0103317391341,11.711227993452521,3,TIME,2023
NVDA,2023-01-20,2023-01-23,16.973282837444028,19.150453567504883,128.28902134323312,279.30710225663944,12.82704560403538,3,TIME,2023
AMD,2023-01-20,2023-01-23,68.01000213623047,76.52999877929688,32.01714124101745,272.78593589405165,12.527564145638536,3,TIME,2023
TSLA,2023-01-23,2023-01-26,135.8699951171875,160.27000427246094,17.214297506658877,420.0290167640773,17.95834991693972,3,TIME,2023
NVDA,2023-01-23,2023-01-26,18.023954731552497,19.758100509643555,129.76655528773026,225.0341239896373,9.621338956512604,3,TIME,2023
AMD,2023-01-23,2023-01-26,72.22000122070312,75.16000366210938,32.38585542290279,95.21449401036405,4.070897800765261,3,TIME,2023
TSLA,2023-01-26,2023-01-30,159.97000122070312,166.66000366210938,15.546427618620976,104.00563872371988,4.182035625652314,4,TIME,2023
NVDA,2023-01-26,2023-01-30,19.65732458647775,19.119518280029297,126.515794872673,-68.04099234786229,-2.735907951677252,4,TIME,2023
AMD,2023-01-26,2023-01-30,76.5,72.44999694824219,32.509307779455824,-131.66279571733008,-5.294121636284721,4,TIME,2023
TSLA,2023-01-30,2023-02-02,178.0500030517578,188.2700042724609,13.860277298297481,141.65205090788368,5.73996127241414,1,TIME,2023
NVDA,2023-01-30,2023-02-02,19.905771381530464,21.66086769104004,123.9752214551123,217.58845364649991,8.817022339250013,1,TIME,2023
AMD,2023-02-01,2023-02-06,78.47000122070312,83.68000030517578,31.449246551164553,163.85054573892216,6.639478786063879,3,TIME,2023
TSLA,2023-02-02,2023-02-06,187.3300018310547,194.75999450683597,13.557201149559473,100.72990524532041,3.9662587963256835,3,TIME,2023
NVDA,2023-02-02,2023-02-06,20.95344001037449,21.04224395751953,121.20542091959642,10.763519793036398,0.4238155983030678,3,TIME,2023
META,2023-02-02,2023-02-06,181.7836458587308,184.44032287597656,13.970841569238866,37.116013708578514,1.4614499586559804,3,TIME,2023
AMZN,2023-02-03,2023-02-06,105.26000213623048,102.18000030517578,24.127593241771354,-74.31303136359881,-2.9260894628032386,3,TIME,2023
TSLA,2023-02-06,2023-02-09,193.00999450683597,207.32000732421875,13.405004820637762,191.82579080040438,7.414130472334657,2,TIME,2023
NVDA,2023-02-06,2023-02-09,20.759870457178742,22.2874755859375,124.62986761561022,190.38522496613118,7.358452124784409,2,TIME,2023
AMD,2023-02-06,2023-02-09,84.62999725341797,83.20999908447266,30.571901107924358,-43.41204359442976,-1.677889891326878,2,TIME,2023
