Factor,Bucket,Observations,Return_1D,WinRate_1D,Return_3D,WinRate_3D,Return_5D,WinRate_5D
ATR_Pct,Q1,16873,0.00011398158923326285,0.515557399395484,0.0008676528768955979,0.5360042671724056,0.0017007496317327788,0.5511764357257156
ATR_Pct,Q2,16873,7.194286962306163e-05,0.5128904166419724,0.0009417775560225905,0.5277662537782256,0.001817789372144948,0.5368932614235761
ATR_Pct,Q3,16873,-6.108171126643391e-06,0.5102234338884608,0.0010433063603650847,0.5288330468796302,0.0022701881839199294,0.5441830142831743
ATR_Pct,Q4,16873,0.00027882050458971625,0.5149647365613702,0.0021423823186945755,0.5315000296331417,0.004094042302157309,0.5496355123570201
ATR_Pct,Q5,16873,0.0009607870557705107,0.5122977538078587,0.004445077153616064,0.5427606234813015,0.007733161215221212,0.5642742843596278
