Hold_Days,Trades,Win_Rate_pct,PnL,Final_Equity,Return_pct,Avg_Trade_pct,Median_Trade_pct,Profit_Factor,Max_Drawdown_pct
1,1009,58.67195242814668,51160.814769648045,61160.814769647935,511.6081476964793,0.9263201647747449,0.7505174478763754,1.695022516077692,-14.583306738342106
3,489,58.077709611451944,23313.25092769789,33313.250927697896,233.13250927697896,1.2926373728230778,0.8105693827475724,1.7531276847143138,-15.198928573065729
5,322,62.422360248447205,27645.36742060096,37645.36742060096,276.4536742060096,2.1574584443915836,1.7395164479046432,2.210039757477229,-16.96757369465911
