Ticker,Entry_Date,Exit_Date,Raw_Entry_Price,Entry_Price,Raw_Exit_Price,Exit_Price,Shares,Allocation,Buy_Fee,Sell_Fee,Slippage_Cost,Total_Costs,Entry_Cost,Net_Proceeds,PnL,Return_pct,Holding_Days,Exit_Reason,Exit_Year
MA,2022-02-07,2022-02-14,372.0174207509835,372.20342946135895,364.1916809082031,364.0095850677491,5.21641345016222,1942.5382447611184,0.9712691223805593,0.9494122477676875,1.9201855300130004,3.840866900161247,1942.5382447611184,1897.8750832876074,-44.66316147351108,-2.2992165839701904,7,TIME,2022
AVGO,2022-02-07,2022-02-14,54.46710957366001,54.494343128446836,53.39836883544922,53.371669651031496,35.31118207472793,1925.2222833929816,0.9626111416964908,0.9423083723399021,1.9044287738406076,3.8093482878770004,1925.2222833929816,1883.674436307464,-41.54784708551756,-2.1580805210863385,7,TIME,2022
UPS,2022-02-14,2022-02-22,169.52623566648103,169.61099878431426,166.98631286621094,166.90281970977784,11.081607651996674,1880.5027933877493,0.9402513966938747,0.9247757820178477,1.8645500164061746,3.729577195117897,1880.5027933877493,1848.6267882536777,-31.876005134071647,-1.6950788505156447,8,TIME,2022
NVDA,2022-02-15,2022-02-22,24.870431043038703,24.88286625856022,23.316341400146484,23.30468322944641,75.77345160273424,1886.403864112378,0.943201932056189,0.8829381434017549,1.8256390348076648,3.6517791102656085,1886.403864112378,1764.993348660108,-121.41051545226992,-6.436082843235587,7,TIME,2022
BA,2022-02-16,2022-02-22,216.1000061035156,216.20805610656734,198.7400054931641,198.6406354904175,8.812077570965332,1906.1952595084504,0.9530976297542252,0.8752183443437042,1.8278011808649295,3.6561171549628586,1906.1952595084504,1749.5614703430647,-156.63378916538568,-8.217090478221877,6,TIME,2022
AMZN,2022-02-17,2022-02-22,158.14599609375,158.22506909179685,150.19749450683594,150.12239575958253,11.768545984035294,1863.0105066873164,0.9315052533436582,0.883361158865096,1.8143772740050923,3.6292436862138464,1863.0105066873164,1765.8389565713271,-97.17155011598925,-5.2158347882199205,5,TIME,2022
AMD,2022-02-28,2022-03-07,120.30999755859376,120.37015255737306,102.9499969482422,102.89852194976808,14.938793720863773,1799.0844214142062,0.8995422107071032,0.7685898967946793,1.6676175020293784,3.335749609531161,1799.0844214142062,1536.4112036925637,-262.67321772164246,-14.600383094594468,7,TIME,2022
COP,2022-03-01,2022-03-07,81.38826264410004,81.42895677542208,85.99049377441406,85.94749852752686,21.84081079776126,1779.3641204512992,0.8896820602256497,0.9385815269402894,1.8278438752503638,3.656107462416303,1779.3641204512992,1876.2244723536385,96.86035190233929,5.4435374294145396,6,TIME,2022
COP,2022-03-07,2022-03-14,86.17730145908214,86.22039010981167,81.98265838623047,81.94166705703736,20.471246825469454,1765.9218482503454,0.8829609241251727,0.8387240458075255,1.721222022076769,3.4429069920094673,1765.9218482503454,1676.6093675692434,-89.31248068110199,-5.0575556766338075,7,TIME,2022
CAT,2022-03-08,2022-03-14,189.0159401939916,189.1104481640886,199.74298095703125,199.64310946655274,9.282083510033813,1756.2170810195007,0.8781085405097504,0.9265520071356823,1.8042463856971578,3.6089069333425905,1756.2170810195007,1852.177462264229,95.9603812447283,5.464038716046559,6,TIME,2022
XOM,2022-03-08,2022-03-14,76.57715135317999,76.61543992885657,70.41143035888672,70.37622464370727,23.04409541486761,1766.4167163307939,0.883208358165397,0.8108782178138738,1.693609450934451,3.387696026913722,1766.4167163307939,1620.9455574099336,-145.47115892086026,-8.235381695381223,6,TIME,2022
TSLA,2022-03-09,2022-03-14,279.82666015625,279.9665734863281,255.4566650390625,255.32893670654298,6.182897781306952,1731.8706413694126,0.8659353206847064,0.7893363581331739,1.654801041860253,3.310072720678133,1731.8706413694126,1577.8833799082147,-153.98726146119793,-8.891383558499392,5,TIME,2022
CRM,2022-03-09,2022-03-14,194.9768045779972,195.07429298028617,189.8357391357422,189.74082126617432,8.91295459011598,1739.5580940793109,0.8697790470396555,0.8455756619183622,1.7149083639135192,3.430263072871537,1739.5580940793109,1690.3057481748058,-49.25234590450509,-2.83131365788463,5,TIME,2022
CVX,2022-03-14,2022-03-21,139.03618402359692,139.10570211560872,137.722900390625,137.6540389404297,12.1969156883169,1697.5092751057582,0.8487546375528792,0.8394773535563562,1.6878036092879443,3.37603560039718,1697.5092751057582,1678.1152297591561,-19.39404534660207,-1.142500110663241,7,TIME,2022
CAT,2022-03-14,2022-03-21,200.54032167180037,200.64059183263626,207.410400390625,207.3066951904297,8.459711465456802,1698.2106204728277,0.8491053102364139,0.8768774130842184,1.725572700386193,3.451555423706825,1698.2106204728277,1752.8779487553525,54.66732828252475,3.21911355537889,7,TIME,2022
PFE,2022-03-14,2022-03-21,39.568952432588524,39.58873690880482,42.27605056762695,42.25491254234314,42.83222868329683,1696.5220936076055,0.8482610468038028,0.9049360385031745,1.7528019425450796,3.5059990278520567,1696.5220936076055,1808.9671409678458,112.44504736024032,6.627974241180034,7,TIME,2022
ORCL,2022-03-15,2022-03-21,73.48834501161325,73.52508918411905,76.22825622558594,76.19014209747314,22.980905873997823,1690.5184131240976,0.8452592065620488,0.8754592420342747,1.7203115604035024,3.441030008999826,1690.5184131240976,1750.043024826515,59.52461170241736,3.5210862679936854,6,TIME,2022
MS,2022-03-17,2022-03-22,77.99455277298165,78.03355004936813,81.4705810546875,81.42984576416016,21.83591005604505,1704.7859732185016,0.8523929866092508,0.8890473939919112,1.7410331596677433,3.4824735402689053,1704.7859732185016,1777.2057405898306,72.41976737132904,4.248026937634068,5,TIME,2022
AMD,2022-03-21,2022-03-28,113.7300033569336,113.78686835861205,120.23999786376952,120.17987786483764,15.351894714606281,1747.7178818871207,0.8738589409435604,0.9224944158976147,1.795941412558117,3.592294769399292,1747.7178818871207,1844.0663373793318,96.34845549221109,5.51281511110807,7,TIME,2022
NVDA,2022-03-21,2022-03-28,26.428023517702798,26.44123752946165,28.134923934936523,28.120856472969056,66.30610911021597,1754.092626951097,0.8770463134755485,0.9322922887847046,1.8089283735847945,3.6182669758450476,1754.092626951097,1863.6522852806245,109.55965832952757,6.245944863240225,7,TIME,2022
TSLA,2022-03-21,2022-03-28,304.99334716796875,305.14584384155273,363.9466552734375,363.7646819458008,5.754182684622772,1756.7433025689513,0.8783716512844757,1.0465842170649184,1.9246014895497128,3.8495573578991067,1756.7433025689513,2092.121849912772,335.37854734382086,19.090925057370892,7,TIME,2022
BA,2022-03-21,2022-03-28,184.3999938964844,184.49219389343264,188.16000366210935,188.06592366027832,9.380254912762748,1731.4495329016997,0.8657247664508498,0.8820531521687948,1.7473538736986844,3.495131792318329,1731.4495329016997,1763.2242511854208,31.774718283721086,1.8351512810466097,7,TIME,2022
NFLX,2022-03-22,2022-03-28,37.11399841308594,37.132555412292476,37.85100173950195,37.832076238632204,47.83719078842331,1777.2057405898306,0.8886028702949154,0.9048901244748124,1.7930575073764248,3.5865505021461526,1777.2057405898306,1808.87535882515,31.669618235319376,1.7819894181080382,6,TIME,2022
NVDA,2022-03-28,2022-04-04,27.673304055239864,27.68714070726748,27.278488159179688,27.2648489151001,67.66501612846746,1874.3880165166602,0.9371940082583301,0.9224382207902384,1.8591569532381391,3.7187891822867076,1874.3880165166602,1843.9540033596866,-30.434013156973606,-1.6236773223471521,7,TIME,2022
AMD,2022-03-28,2022-04-04,117.6999969482422,117.75884694671632,110.52999877929688,110.47473377990724,15.95905826264614,1880.260429579465,0.9401302147897325,0.8815363564719306,1.8211678995493492,3.642834470811012,1880.260429579465,1762.1911765873892,-118.06925299207569,-6.279409550648407,7,TIME,2022
TSLA,2022-03-28,2022-04-04,355.0333251953125,355.2108418579101,381.8166809082031,381.62577256774904,5.312472345129367,1887.991769945241,0.9439958849726205,1.0136881814773981,1.9572476399663472,3.914931706416366,1887.991769945241,2026.362674773319,138.37090482807798,7.32899936486965,7,TIME,2022
ADBE,2022-03-28,2022-04-04,433.4200134277344,433.63672343444824,468.80999755859375,468.5755925598145,4.372637462124948,1897.0847242046862,0.9485423621023431,1.0244555949322205,1.9725623727459896,3.945560329780553,1897.0847242046862,2047.8867342695087,150.80201006482253,7.949144713504726,7,TIME,2022
NFLX,2022-03-28,2022-04-04,37.52299880981445,37.541760309219356,39.150001525878906,39.13042652511597,48.78031876188703,1832.2151423372475,0.9161075711686237,0.9543973395918783,1.870066698402228,3.74057160916273,1832.2151423372475,1907.8402818441648,75.62513950691732,4.127525079311748,7,TIME,2022
TSLA,2022-04-04,2022-04-11,363.1266784667969,363.30824180603025,325.3099975585937,325.14734255981443,5.2756528207335505,1917.6469741668138,0.9588234870834069,0.8576822474648514,1.8159764458845884,3.632482180432847,1917.6469741668138,1714.506812682238,-203.14016148457586,-10.593199072672745,7,TIME,2022
ADBE,2022-04-06,2022-04-11,448.239990234375,448.4641102294922,434.4400024414063,434.22278244018565,4.238847712997253,1901.922029022142,0.950961014511071,0.9203021241389424,1.8707730341308313,3.7420361727808444,1901.922029022142,1839.6839461537459,-62.23808286839608,-3.272378253087236,5,TIME,2022
META,2022-05-04,2022-05-09,208.8162478551521,208.92065597907967,194.50196838378903,194.40471739959716,8.920319682608058,1864.5713252962196,0.9322856626481099,0.8670761135057419,1.7988637113349308,3.5982254874887825,1864.5713252962196,1733.285150897978,-131.28617439824166,-7.0410915697947125,5,TIME,2022
AMD,2022-05-04,2022-05-09,98.18000030517578,98.22909030532837,86.36000061035156,86.31682061004639,19.198199959557467,1886.7651000771607,0.9433825500385804,0.8285637909724609,1.771417919056521,3.5433642600675626,1886.7651000771607,1656.2990181539492,-230.4660819232115,-12.21487942053764,5,TIME,2022
COP,2022-05-06,2022-05-11,88.71727644212284,88.7616350803439,84.34828186035156,84.30610771942139,20.727750327290675,1840.7493852800937,0.9203746926400469,0.8737379759369198,1.7936298413732201,3.587742509950187,1840.7493852800937,1746.6022138979029,-94.14717138219089,-5.114611045645694,5,TIME,2022
XOM,2022-05-06,2022-05-11,78.23682899879181,78.2759474132912,74.63369750976562,74.59638066101074,23.658387793190496,1852.8091233447021,0.9264045616723511,0.882415050823324,1.8083350991444167,3.617154711640092,1852.8091233447021,1763.9476865958247,-88.8614367488774,-4.7960383845943175,5,TIME,2022
META,2022-05-10,2022-05-16,197.77323719295447,197.87212381155092,198.2986297607422,198.19948044586184,8.81668061591277,1745.4480424600224,0.8727240212300112,0.8737307586655061,1.7460195759391153,3.4924743558346325,1745.4480424600224,1746.5877865723467,1.1397441123242515,0.06529808304794361,6,TIME,2022
COP,2022-05-11,2022-05-16,84.91889165313943,84.96135109896599,90.25341796875,90.20829125976563,20.427832162473546,1736.4444427680487,0.8682222213840244,0.9213799167590109,1.7891952702342167,3.578797408377252,1736.4444427680487,1841.8384536012627,105.394010833214,6.069529680155298,5,TIME,2022
AMD,2022-05-13,2022-05-18,88.30000305175781,88.34415305328369,96.27999877929688,96.23185877990723,19.96305819790559,1764.5017197072348,0.8822508598536174,0.96054109865796,1.8423906593613983,3.6851826178729756,1764.5017197072348,1920.121656217262,155.61993651002717,8.819483414039832,5,TIME,2022
XOM,2022-05-13,2022-05-18,75.89338819946808,75.93133489356781,78.75154876708984,78.7121729927063,23.58029025955538,1791.378605888779,0.8956893029443895,0.9280279430641752,1.8232862504209253,3.64700349642949,1791.378605888779,1855.1278581852864,63.74925229650739,3.5586699588208317,5,TIME,2022
AVGO,2022-05-13,2022-05-18,53.617300116059255,53.644108766117284,53.01520156860352,52.98869396781922,32.42579343265302,1740.3229512044927,0.8701614756022463,0.8591002224332868,1.7288217364168674,3.4580834344524005,1740.3229512044927,1717.3413446441402,-22.981606560352475,-1.3205368891128342,5,TIME,2022
COP,2022-05-16,2022-05-23,88.18315155903028,88.22724313480978,93.26470947265624,93.21807711791992,20.59192977379303,1817.6780337842583,0.9088390168921292,0.9597700488301151,1.8681808059842726,3.7367898717065167,1817.6780337842583,1918.5803276114,100.90229382714165,5.551164284968073,7,TIME,2022
CVX,2022-05-16,2022-05-23,141.37005938148323,141.44074441117397,144.82711791992188,144.7547043609619,12.513104619564881,1770.7482063893513,0.8853741031946757,0.9056653799214506,1.79060761069831,3.5816470938144365,1770.7482063893513,1810.4250944629798,39.67688807362856,2.2406849223657734,7,TIME,2022
AMD,2022-05-23,2022-05-31,91.66000366210938,91.70583366394042,101.86000061035156,101.80907061004639,20.101197742242896,1844.3192562242139,0.9221596281121069,1.023242130143256,1.9449919364800352,3.890393694735398,1844.3192562242139,2045.4610181563687,201.14176193215485,10.906016474823492,8,TIME,2022
NFLX,2022-05-23,2022-05-31,18.614999771118164,18.624307271003723,19.74399948120117,19.73412748146057,99.6939494617037,1857.6595776234976,0.9288297888117488,0.983686553903774,1.9120800664310107,3.824596409146533,1857.6595776234976,1966.3894212536443,108.72984363014666,5.853055368155486,8,TIME,2022
COP,2022-05-23,2022-05-31,90.71537499901255,90.76073268651206,96.12201690673828,96.07395589828492,20.48165924081526,1859.8603294966117,0.9299301647483059,0.9838770133128926,1.91336989722787,3.8271770752890686,1859.8603294966117,1966.7701496124723,106.90982011586061,5.74827143846854,8,TIME,2022
ADBE,2022-05-23,2022-05-31,404.010009765625,404.2120147705078,416.4800109863281,416.27177098083496,4.623802433604731,1869.9314633198055,0.9349657316599028,0.9623792138510681,1.8968918773504937,3.7942368228614645,1869.9314633198055,1923.796048488285,53.86458516847938,2.8805646744319837,8,TIME,2022
MA,2022-05-23,2022-05-31,330.45554060032543,330.62076837062557,348.8191223144531,348.6447127532959,5.410823858543337,1789.8256544569394,0.8949128272284698,0.943227564960261,1.8377177763015178,3.6758581684902483,1789.8256544569394,1885.5119023555615,95.68624789862201,5.3461211520992915,8,TIME,2022
AMD,2022-05-31,2022-06-06,102.43000030517578,102.48121530532836,105.6500015258789,105.59717652511597,19.09234691733353,1957.5857079732662,0.9787928539866331,1.0080489638542112,1.9863677907587636,3.973209608599608,1957.5857079732662,2015.0898787445683,57.50417077130214,2.9375046281287753,6,TIME,2022
NVDA,2022-05-31,2022-06-06,18.923452187686586,18.93291391378043,18.73003196716309,18.72066695117951,103.2086428997507,1955.0178601091404,0.9775089300545702,0.9660673151047254,1.9430825000344,3.886658745193696,1955.0178601091404,1931.168562894346,-23.849297214794433,-1.219901756471065,6,TIME,2022
BA,2022-05-31,2022-06-06,131.02999877929688,131.09551377868652,139.24000549316406,139.1703854904175,14.85416371845587,1948.2883686080008,0.9741441843040004,1.0336298454176382,2.0073174458253495,4.015091475546988,1948.2883686080008,2066.226060989859,117.93769238185814,6.053400219502487,6,TIME,2022
NFLX,2022-05-31,2022-06-06,19.618000030517575,19.62780903053283,19.714000701904297,19.704143701553345,99.24814314195397,1948.9980992748967,0.9744990496374484,0.9777998372906986,1.9518140193750781,3.904112906303225,1948.9980992748967,1954.6218747441067,5.6237754692099315,0.28854699608492157,6,TIME,2022
AMZN,2022-05-31,2022-06-06,116.27999877929688,116.33813877868651,124.79000091552734,124.72760591506959,16.7626369345853,1951.1095367609012,0.9755547683804506,1.0453817868371726,2.020484440352151,4.041420995569775,1951.1095367609012,2089.718191887508,138.6086551266069,7.104093979096403,6,TIME,2022
TSLA,2022-06-06,2022-06-13,244.35333251953125,244.475509185791,215.73666381835935,215.62879548645017,8.245170809296011,2016.750707280103,1.0083753536400515,0.8889481250942692,1.8967603037269436,3.7940837824612643,2016.750707280103,1777.0073020634443,-239.74340521665863,-11.88760734538129,7,TIME,2022
NVDA,2022-06-06,2022-06-13,19.081980946985432,19.091521937458925,15.603680610656738,15.59587877035141,105.03768448927919,2006.332423898912,1.003166211949456,0.8190774968066095,1.8216507874967642,3.6438944962528295,2006.332423898912,1637.3359161164124,-368.99650778249975,-18.39159370536552,7,TIME,2022
AMD,2022-06-06,2022-06-13,108.2699966430664,108.32413164138794,86.98999786376953,86.94650286483765,18.44038329789605,1998.5377767673272,0.9992688883836636,0.8016634196196117,1.8003345707253544,3.6012668787286297,1998.5377767673272,1602.5251758196039,-396.0126009477233,-19.81511710968412,7,TIME,2022
NFLX,2022-06-06,2022-06-13,20.208999633789062,20.219104133605956,16.9689998626709,16.960515362739564,98.29719829473206,1988.4755261259643,0.9942377630629822,0.8335855708960301,1.8272465943523386,3.655069928311351,1988.4755261259643,1666.3375562211643,-322.1379699048,-16.200248163597138,7,TIME,2022
CRM,2022-06-06,2022-06-13,185.71702657326975,185.80988508655636,163.20645141601562,163.12484819030763,10.64183132076692,1978.3466281362862,0.9891733140681431,0.8679735593334824,1.8565923983082895,3.713739271709915,1978.3466281362862,1735.0791451076313,-243.26748302865485,-12.296504544192365,7,TIME,2022
BA,2022-06-24,2022-06-29,135.00999450683594,135.07749950408936,138.4499969482422,138.38077194976808,12.599194985065303,1702.7191139040356,0.8513595569520178,0.8717431639894917,1.7226878764783589,3.4457905974198684,1702.7191139040356,1742.6145848149938,39.89547091095824,2.343044756189113,5,TIME,2022
TSLA,2022-06-27,2022-07-05,249.36666870117188,249.49135203552245,233.0666656494141,232.9501323165894,6.8574380724079385,1711.7273598648558,0.855863679932428,0.7987205531601235,1.6541283571871195,3.308712590279671,1711.7273598648558,1596.6423857670868,-115.08497409776896,-6.723323865481425,8,TIME,2022
NFLX,2022-06-28,2022-07-05,18.920000076293945,18.92946007633209,18.58799934387207,18.578705344200134,89.15109759650748,1688.4263558922205,0.8442131779461103,0.8281559866787707,1.6719396584783996,3.3443088231032805,1688.4263558922205,1655.4838173708627,-32.94253852135785,-1.951079382668717,7,TIME,2022
PLD,2022-06-28,2022-07-05,107.57592449277683,107.62971245502322,107.36371612548828,107.31003426742555,15.517428105634155,1670.971810956378,0.835485905478189,0.8325878708789568,1.6676552101721944,3.3357289865293405,1670.971810956378,1664.3431538870345,-6.62865706934349,-0.39669472733651856,7,TIME,2022
ORCL,2022-06-28,2022-07-05,66.70545422341407,66.73880695052577,68.04768371582031,68.01365987396241,24.90859619686408,1663.2015937880064,0.8316007968940032,0.8470623948356937,1.6782557495941,3.356918941323797,1663.2015937880064,1693.2777272765516,30.07613348854511,1.8083276014692569,7,TIME,2022
BA,2022-06-29,2022-07-05,138.61000061035156,138.67930561065674,137.6999969482422,137.63114694976807,11.861504456617093,1645.7680855841609,0.8228840427920805,0.816256231456998,1.6387261337245884,3.277866407973667,1645.7680855841609,1631.696206682539,-14.071878901621858,-0.8550341342065266,6,TIME,2022
TSLA,2022-07-05,2022-07-11,223.0,223.11149999999998,234.3433380126953,234.226166343689,7.539397750243197,1682.9678250659179,0.841483912532959,0.8829621157898488,1.7240466668504784,3.448492695173286,1682.9678250659179,1765.0412694639076,82.07344439798976,4.876709059769169,6,TIME,2022
NFLX,2022-07-05,2022-07-11,17.628000259399414,17.636814259529114,17.733999252319336,17.72513225269318,96.21702585585459,1697.8107189835093,0.8489053594917547,0.8527297541279109,1.7012132106666642,3.40284832428633,1697.8107189835093,1704.6067785016937,6.796059518184393,0.40028369724590024,6,TIME,2022
AMZN,2022-07-05,2022-07-11,107.5999984741211,107.65379847335815,111.75,111.694125,15.931504783994226,1715.9449778823969,0.8579724889411985,0.8897277433907745,1.7472877750297462,3.4949880073617194,1715.9449778823969,1778.5657590381584,62.620781155761506,3.649346684358154,6,TIME,2022
CRM,2022-07-05,2022-07-11,163.27523278812495,163.35687040451901,171.39474487304688,171.30904750061035,10.611943875022838,1734.4011409025866,0.8672005704512933,0.9089609986800492,1.775749509797787,3.5519110789291295,1734.4011409025866,1817.0130363614185,82.6118954588319,4.7631365957151335,6,TIME,2022
GOOGL,2022-07-05,2022-07-11,106.09097773944876,106.14402322831847,114.58612823486328,114.52883517074585,14.912969728488846,1583.714462495178,0.791857231247589,0.8539825259702107,1.6454755005825494,3.291315257800349,1583.714462495178,1707.1110694144513,123.39660691927338,7.791594371428498,6,TIME,2022
BA,2022-07-12,2022-07-18,136.86000061035156,136.92843061065673,147.72000122070312,147.64614122009277,12.806619786294194,1754.4675825559261,0.8772337912779631,0.9454239967596134,1.8222539411165533,3.6449117291541295,1754.4675825559261,1889.902569522467,135.43498696654092,7.719435133092506,6,TIME,2022
TSLA,2022-07-15,2022-07-20,240.0,240.11999999999998,247.5,247.37625000000003,7.417512450104759,1781.9840815599346,0.8909920407799673,0.9174582071176138,1.8080186597126557,3.616468907610237,1781.9840815599346,1833.9989560281101,52.01487446817555,2.9189303656765633,5,TIME,2022
AMD,2022-07-15,2022-07-20,79.36000061035156,79.39968061065673,89.43000030517578,89.3852853050232,22.42875392486287,1781.7267615098806,0.8908633807549403,1.0024002843050133,1.8928746977554858,3.7861383628154393,1781.7267615098806,2003.7981683257217,222.0714068158411,12.463830684546274,5,TIME,2022
NFLX,2022-07-15,2022-07-20,17.558000564575195,17.56677956485748,21.643999099731445,21.63317710018158,101.80158754672493,1789.2206581149148,0.8946103290574574,1.10114588623897,1.9954129004159613,3.9911691157123887,1789.2206581149148,2201.190626591701,411.9699684767861,23.02510685914106,5,TIME,2022
AMZN,2022-07-15,2022-07-20,112.5,112.55624999999999,122.7699966430664,122.70861164474488,14.784664197896207,1664.9388290389743,0.8324694145194872,0.9071028086788047,1.7391939481037624,3.478766171302054,1664.9388290389743,1813.2985145489306,148.3596855099563,8.910818999614031,5,TIME,2022
NVDA,2022-07-18,2022-07-25,16.25686691896844,16.264995352427924,16.976871490478516,16.968383054733277,112.16074636033895,1825.2066215865534,0.9126033107932767,0.9515932539735062,1.863760452173695,3.727957016940478,1825.2066215865534,1902.234914693039,77.02829310648553,4.220250583987528,7,TIME,2022
TSLA,2022-07-20,2022-07-25,246.7833404541016,246.90673212432864,268.4333190917969,268.299102432251,8.022255740498458,1981.7398190616414,0.9908699095308207,1.0761820073288548,2.0665999023210375,4.133651819180713,1981.7398190616414,2151.2878326503806,169.5480135887392,8.555513289782944,5,TIME,2022
NFLX,2022-07-20,2022-07-25,20.816999435424805,20.827407935142517,21.85099983215332,21.840074332237243,95.1391682449046,1982.4935144039869,0.9912467572019934,1.0389232531879706,2.0296989804958177,4.059868990885782,1982.4935144039869,2076.8075831227534,94.31406871876652,4.757345637376318,5,TIME,2022
COP,2022-07-20,2022-07-25,75.6511105432918,75.68893609856343,79.35823822021484,79.31855910110474,26.38211622737456,1997.8332258915723,0.9989166129457862,1.0462957225966119,2.044737327703955,4.089949663246353,1997.8332258915723,2091.5451494706267,93.71192357905443,4.690677998772077,5,TIME,2022
AMD,2022-07-20,2022-07-25,85.38999938964844,85.43269438934325,87.54000091552734,87.49623091506959,22.871082437613858,1954.9156540731772,0.9774578270365886,1.0005667551195274,1.9775481464577631,3.955572728613879,1954.9156540731772,2000.1329434839352,45.217289410757985,2.3130046207643384,5,TIME,2022
NVDA,2022-07-25,2022-08-01,16.971884267154362,16.980370209287937,18.38994598388672,18.380751010894777,120.3377463893052,2044.401684684147,1.0222008423420736,1.1059490767970104,2.127681480305302,4.255831399444386,2044.401684684147,2210.7922045172236,166.3905198330765,8.138836955555691,7,TIME,2022
NFLX,2022-07-25,2022-08-01,22.131000518798828,22.142066019058227,22.621000289916992,22.609689789772034,92.27192171906273,2044.1130389283237,1.022056519464162,1.0431197631870686,2.06467655769654,4.129852840347771,2044.1130389283237,2085.19640661095,41.0833676826262,2.0098383455430215,7,TIME,2022
TSLA,2022-07-25,2022-08-01,272.2166748046875,272.35278314208983,297.27667236328125,297.1280340270996,7.481171619563112,2038.5371803418,1.0192685901709,1.11143290777006,2.1302387331814847,4.2609402311224445,2038.5371803418,2221.75438263235,183.21720229054995,8.987680188390287,7,TIME,2022
