Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Position_Value,PnL,Return,Exit_Reason,Hold_Days,ATR_Pct,Return_10D
COP,2022-02-04,2022-02-07,77.72815522209078,76.17359211764897,23.740607866702245,1845.3136533298216,-36.906273066596334,-0.019999999999999907,SL,3,0.0379191888533488,0.0611935910255629
GOOGL,2022-02-07,2022-02-07,142.89030508807886,140.03249898631728,13.255036814678865,1894.01625440318,-37.88032508806367,-0.020000000000000018,SL,0,0.0369121523098424,0.0992815928447863
AMD,2022-02-08,2022-02-08,122.37999725341795,127.27519714355468,15.565244054296077,1904.874524613534,76.19498098454144,0.040000000000000036,TP,0,0.0625512535644719,0.0612717709125811
COP,2022-02-08,2022-02-08,77.68592553710721,76.13220702636507,24.565630388623692,1908.4037331427182,-38.16807466285435,-0.020000000000000018,SL,0,0.0386654949480455,0.1194892898849107
AMZN,2022-02-07,2022-02-10,158.52000427246094,159.0034942626953,12.052498642285904,1910.5621362689913,5.82726245085863,0.003050025089599284,TIME,3,0.0499901932361151,0.1051330237995296
AVGO,2022-02-08,2022-02-10,54.30282828833304,56.47494141986636,35.15268763339439,1908.890360429624,76.355614417185,0.040000000000000036,TP,2,0.0412236767757795,0.085028945138901
AMD,2022-02-09,2022-02-10,129.60000610351562,127.00800598144531,14.888607197528396,1929.5635836725266,-38.591271673450606,-0.020000000000000018,SL,1,0.0603881373956416,0.1538738315193755
GE,2022-02-09,2022-02-10,61.08189810212595,59.860260140083426,31.461720085914077,1921.7415804054128,-38.43483160810834,-0.020000000000000018,SL,1,0.035825761520529,0.0900012918849013
GOOGL,2022-02-08,2022-02-11,137.7160660257319,134.96174470521726,13.786965073247252,1898.686592321778,-37.97373184643551,-0.020000000000000018,SL,3,0.038668403017743,0.0641954541488043
AMD,2022-02-11,2022-02-11,126.13999938964844,123.61719940185547,15.172108614458299,1913.8097713674497,-38.27619542734893,-0.020000000000000018,SL,0,0.0614670849709225,0.2258284455509958
AMZN,2022-02-11,2022-02-11,158.13450622558594,154.9718161010742,12.095317288101297,1912.6870269956917,-38.253740539913935,-0.020000000000000018,SL,0,0.0473096035268332,0.1386876572388811
AVGO,2022-02-11,2022-02-11,54.57786485702675,53.48630755988622,35.08362170666425,1914.789164201372,-38.29578328402735,-0.019999999999999907,SL,0,0.0389827716493814,0.0904464232907273
BA,2022-02-11,2022-02-11,217.8699951171875,213.51259521484374,8.788677585557936,1914.7891426520428,-38.295782853040926,-0.020000000000000018,SL,0,0.0371950982541454,0.1528326745718049
AMZN,2022-02-14,2022-02-14,151.75100708007812,157.82104736328125,12.317084713956204,1869.1300096334899,74.76520038533963,0.040000000000000036,TP,0,0.0475232098492654,0.0647009000458045
COP,2022-02-14,2022-02-14,78.54370009538617,76.97282609347845,23.83003078734998,1871.698791425436,-37.433975828508764,-0.020000000000000018,SL,0,0.0362512548665906,0.053468021169762
AMD,2022-02-14,2022-02-15,115.51000213623048,120.1304022216797,16.247087904417672,1876.70115854681,75.06804634187239,0.040000000000000036,TP,1,0.070860584741964,0.0754466229815433
