Date,Equity,Cash,Open_Positions,Peak,Drawdown_pct
2022-01-03,10182.436734837129,3959.5917524822144,3,10182.436734837129,0.0
2022-01-04,9957.637611012418,3959.5917524822144,3,10182.436734837129,-2.207714417273088
2022-01-05,9621.172669837903,3959.5917524822144,3,10182.436734837129,-5.512080061140723
2022-01-06,9598.355875202995,7696.263936437416,1,10182.436734837129,-5.736159966855681
2022-01-07,9530.933244996175,7696.263936437416,1,10182.436734837129,-6.398306287648891
2022-01-10,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-11,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-12,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-13,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-14,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-18,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-19,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-20,9586.600695686197,9586.600695686197,0,10182.436734837129,-5.851605609415678
2022-01-21,9537.149092758735,7669.280556548957,1,10182.436734837129,-6.337261491354762
2022-01-24,9543.923952664454,9543.923952664454,0,10182.436734837129,-6.2707267307454355
2022-01-25,9635.551081934913,7635.139162131563,1,10182.436734837129,-5.370872092248391
2022-01-26,9634.402446405245,7635.139162131563,1,10182.436734837129,-5.382152648755434
2022-01-27,9694.109719849697,7635.139162131563,1,10182.436734837129,-4.795777550148883
2022-01-28,9776.091500531335,5797.4816807714415,2,10182.436734837129,-3.9906482592282355
2022-01-31,9752.08989232381,7797.385200770244,1,10182.436734837129,-4.226364019930273
2022-02-01,9906.296276208808,1897.437802858751,4,10182.436734837129,-2.7119290383957106
2022-02-02,9982.48580685621,0.0,5,10182.436734837129,-1.963684461665527
2022-02-03,9742.078838785254,44.644448104103276,5,10182.436734837129,-4.324680894360789
2022-02-04,9749.58654817876,89.81180462308612,5,10182.436734837129,-4.250948942088295
2022-02-07,9665.374792593828,0.0,5,10182.436734837129,-5.07797844178377
2022-02-08,9841.87306606931,0.0,5,10182.436734837129,-3.3446185587645116
2022-02-09,10110.34609866582,0.0,5,10182.436734837129,-0.7079900229054803
2022-02-10,9762.34142396874,15.685164284807115,5,10182.436734837129,-4.125685450429739
2022-02-11,9190.278855559878,15.685164284807115,5,10182.436734837129,-9.743815798852795
2022-02-14,9316.111975405376,7450.797519892405,1,10182.436734837129,-8.508029875283185
2022-02-15,9460.426358862114,5581.874362441063,2,10182.436734837129,-7.090742567589969
2022-02-16,9469.364002988788,3692.9489319989557,3,10182.436734837129,-7.002967466605591
2022-02-17,9191.593949336282,3683.1955740614767,3,10182.436734837129,-9.730900483878091
2022-02-18,9063.078730151254,5454.211684950358,2,10182.436734837129,-10.993026854330656
2022-02-22,8945.065485711953,8945.065485711953,0,10182.436734837129,-12.152015095677072
2022-02-23,8945.065485711953,8945.065485711953,0,10182.436734837129,-12.152015095677072
2022-02-24,8945.065485711953,8945.065485711953,0,10182.436734837129,-12.152015095677072
2022-02-25,8945.065485711953,8945.065485711953,0,10182.436734837129,-12.152015095677072
2022-02-28,8990.121654031194,7156.052388569563,1,10182.436734837129,-11.709526038366358
2022-03-01,8869.202435521414,5386.310835706521,2,10182.436734837129,-12.897053362705913
2022-03-02,8955.314984589459,5386.310835706521,2,10182.436734837129,-12.051356489643815
2022-03-03,8850.001351534303,7051.456681346123,1,10182.436734837129,-13.08562398177412
2022-03-04,8951.32986775627,7122.245851809015,1,10182.436734837129,-12.09049365235806
2022-03-07,8965.682929049764,7175.657296827116,1,10182.436734837129,-11.949534649446825
2022-03-08,8950.076272803934,3596.1168849856213,3,10182.436734837129,-12.102804997716564
2022-03-09,8885.535137307794,67.23156051903038,5,10182.436734837129,-12.736652643195423
2022-03-10,8991.677055954606,40.50053551675296,5,10182.436734837129,-11.694250697464014
2022-03-11,8946.855774600928,79.0483885791864,5,10182.436734837129,-12.134432969359022
2022-03-14,8751.147823682571,3479.349365022482,3,10182.436734837129,-14.05644786633139
2022-03-15,8726.277849960512,1745.4237176202907,4,10182.436734837129,-14.300691698821622
2022-03-16,8727.387521401784,1745.4237176202907,4,10182.436734837129,-14.289793802078732
2022-03-17,9039.683767456572,1714.1779817437919,4,10182.436734837129,-11.222784851398693
2022-03-18,9304.80340231194,0.0,5,10182.436734837129,-8.619089471212183
2022-03-21,9402.320980016626,0.0,5,10182.436734837129,-7.661385728540749
2022-03-22,9611.13297706178,0.0,5,10182.436734837129,-5.610678196710516
2022-03-23,9452.617739895555,0.0,5,10182.436734837129,-7.167429702211137
2022-03-24,10069.305879812942,0.0,5,10182.436734837129,-1.1110391153929977
2022-03-25,10003.501795799119,0.0,5,10182.436734837129,-1.7572899660237562
2022-03-28,10455.411141472361,0.0,5,10455.411141472361,0.0
2022-03-29,10703.572465300724,0.0,5,10703.572465300724,0.0
2022-03-30,10466.58926380225,0.0,5,10703.572465300724,-2.214057056807295
2022-03-31,10053.301660568499,4090.8030305010698,3,10703.572465300724,-6.075268858507743
2022-04-01,10046.238380952009,4090.8030305010698,3,10703.572465300724,-6.141258785136339
2022-04-04,10392.327170578073,8229.151430420146,1,10703.572465300724,-2.9078636663754875
2022-04-05,10289.989551041836,8229.151430420146,1,10703.572465300724,-3.863970796663063
2022-04-06,10186.261086567009,6188.338805731204,2,10703.572465300724,-4.833072139332506
2022-04-07,10246.178113797385,8184.968239467993,1,10703.572465300724,-4.273286820695976
