allocation,trades,win_rate,pnl,return_pct,avg_trade_pct,median_trade_pct,profit_factor,max_drawdown_pct,max_positions,cash_blocked_signals
0.1,706,0.5920679886685553,13696.988481572815,136.96988481572782,1.2518194021794307,1.1686035807364197,1.884351095332224,-8.54425781632151,5,0
0.15,706,0.5920679886685553,25911.73959970587,259.1173959970588,1.25181940217943,1.168603580736416,1.8912061880531021,-12.667720029656026,5,0
0.2,706,0.5920679886685553,43586.58499017461,435.86584990174606,1.2518194021794296,1.1686035807364208,1.8930838470634026,-16.623757767466618,5,0
0.25,688,0.5828488372093024,48834.59654513285,488.3459654513291,1.156847459215046,1.0371832145474977,1.8074448390890334,-19.515302246953848,5,53
