Window,Train_Start,Train_End,Test_Start,Test_End,Signal,Horizon,Observations,Coverage_pct,Avg_Return_pct,Win_Rate_pct,Excess_vs_Baseline_pp,ATR_Q80,Return10_Q80,Score_Q80,Score_Q90,Score_Q95
W2,2019-01-02,2022-12-30,2023-01-01,2023-12-31,SCORE_TOP10,3,699,5.948936170212766,1.188045958477745,58.941344778254646,0.892501782374721,0.033575298654529,0.0521360871522922,0.668904086457278,0.7959673674434313,0.8751081771361027
W2,2019-01-02,2022-12-30,2023-01-01,2023-12-31,SCORE_TOP10,5,699,5.948936170212766,2.037545051362818,62.517882689556515,1.541679723510906,0.033575298654529,0.0521360871522922,0.668904086457278,0.7959673674434313,0.8751081771361027
W2,2019-01-02,2022-12-30,2023-01-01,2023-12-31,SCORE_TOP5,1,334,2.842553191489362,0.42005016902813525,55.688622754491014,0.3346618219266498,0.033575298654529,0.0521360871522922,0.668904086457278,0.7959673674434313,0.8751081771361027
W2,2019-01-02,2022-12-30,2023-01-01,2023-12-31,SCORE_TOP5,3,334,2.842553191489362,1.6171816744560679,62.27544910179641,1.321637498353044,0.033575298654529,0.0521360871522922,0.668904086457278,0.7959673674434313,0.8751081771361027
W2,2019-01-02,2022-12-30,2023-01-01,2023-12-31,SCORE_TOP5,5,334,2.842553191489362,2.7970068293588906,64.67065868263472,2.3011415015069785,0.033575298654529,0.0521360871522922,0.668904086457278,0.7959673674434313,0.8751081771361027
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,ATR_Q80,1,1090,9.202971968929416,-0.01089451697559421,50.825688073394495,-0.011836852690682045,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,ATR_Q80,3,1090,9.202971968929416,0.4247885367976816,53.11926605504587,0.23925789834188696,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,ATR_Q80,5,1090,9.202971968929416,0.8848739507111295,55.96330275229357,0.5231552023685341,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,COMBO_Q80,1,327,2.7608915906788245,-0.08072887101559971,48.01223241590214,-0.08167120673068755,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,COMBO_Q80,3,327,2.7608915906788245,0.2346609007370154,47.706422018348626,0.04913026228122079,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,COMBO_Q80,5,327,2.7608915906788245,0.6091896275647216,53.51681957186545,0.2474708792221262,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP20,1,1290,10.891590678824722,-0.06855185782457615,49.37984496124031,-0.06949419353966399,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP20,3,1290,10.891590678824722,0.24385767624429278,51.55038759689923,0.05832703778849819,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP20,5,1290,10.891590678824722,0.6261037249954013,54.88372093023256,0.26438497665280597,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP10,1,553,4.66903073286052,-0.09555841769840928,49.36708860759494,-0.09650075341349712,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP10,3,553,4.66903073286052,0.25318024289893837,48.64376130198915,0.06764960444314376,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP10,5,553,4.66903073286052,0.6497064355914253,53.8878842676311,0.2879876872488299,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP5,1,290,2.448497129348193,-0.04837981945475716,49.310344827586206,-0.04932215516984499,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP5,3,290,2.448497129348193,0.251668112423687,47.241379310344826,0.06613747396789238,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W3,2020-01-02,2023-12-29,2024-01-01,2024-12-31,SCORE_TOP5,5,290,2.448497129348193,0.5044816003232089,52.06896551724138,0.14276285198061345,0.03381765756147774,0.053488893821379585,0.6721902626792438,0.7949526246774671,0.8752051520663254
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,ATR_Q80,1,2417,22.07104374029769,0.17020665635305635,52.66859743483657,0.12772095759094518,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,ATR_Q80,3,2417,22.07104374029769,0.6512344808058892,57.92304509722796,0.45749732633402235,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,ATR_Q80,5,2417,22.07104374029769,1.0388163863798654,60.81919735208937,0.6806793334799798,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,COMBO_Q80,1,646,5.899004657108939,0.1325702749861305,54.024767801857585,0.09008457622401932,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,COMBO_Q80,3,646,5.899004657108939,0.4742920966343502,57.73993808049536,0.28055494216248333,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,COMBO_Q80,5,646,5.899004657108939,0.7217843812023036,60.216718266253864,0.36364732830241786,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP20,1,2297,20.975253401515843,0.031108950006100446,51.76316935132782,-0.011376748756010744,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP20,3,2297,20.975253401515843,0.34325422875520595,55.420113191118844,0.14951707428333905,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP20,5,2297,20.975253401515843,0.5540132876147678,57.42272529386155,0.195876234714882,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP10,1,1180,10.775271664688155,0.06666955169012749,52.20338983050847,0.024183852928016294,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP10,3,1180,10.775271664688155,0.31240890819064204,54.57627118644067,0.11867175371877517,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP10,5,1180,10.775271664688155,0.5798536221696675,56.69491525423729,0.22171656926978173,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP5,1,628,5.734636106291663,0.12542015252485805,53.503184713375795,0.08293445376274686,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP5,3,628,5.734636106291663,0.4676835436214762,57.80254777070064,0.27394638914960934,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
W4,2021-01-04,2024-12-31,2025-01-01,2025-12-31,SCORE_TOP5,5,628,5.734636106291663,0.7851676433827195,60.828025477707,0.42703059048283376,0.03057970522665621,0.04928391110128499,0.6705726685720335,0.7903482587064676,0.8681835503334391
