Hold_Days,Trades,Win_Rate_pct,PnL,Final_Equity,Return_pct,Avg_Trade_pct,Median_Trade_pct,Profit_Factor,Max_Drawdown_pct,Avg_Open_Positions,Max_Open_Positions,Total_Fees,Total_Slippage,Accounting_Difference
1,1816,57.32378854625551,103829.57757168029,113943.49257838601,1039.43492578386,0.6996806734802381,0.6421927418741258,1.5223237293977052,-21.45720850212135,1.841784989858012,5,17043.004244267482,17038.792018444758,113.91500670571986
3,872,57.3394495412844,53123.601524534955,63186.73149832063,531.8673149832063,1.1235916410705238,0.8317112325438303,1.6835233191750127,-23.94380642110967,2.1004056795131847,5,5121.733911335564,5120.476281609237,63.12997378567525
5,547,61.425959780621575,39599.29470228556,49648.43432622236,396.4843432622236,1.5700909934673304,1.7688247452848804,1.9721521116215937,-21.17446387794496,2.292089249492901,5,2335.110951718141,2334.543338347756,49.13962393680413
