Date,Equity,Cash,Open_Positions,Peak,Drawdown_pct
2022-01-03,10182.436734837129,3959.5917524822144,3,10182.436734837129,0.0
2022-01-04,9957.637611012418,3959.5917524822144,3,10182.436734837129,-2.207714417273088
2022-01-05,9621.172669837903,3959.5917524822144,3,10182.436734837129,-5.512080061140723
2022-01-06,9620.32992054677,3959.5917524822144,3,10182.436734837129,-5.52035656030373
2022-01-07,9432.611109115634,3959.5917524822144,3,10182.436734837129,-7.36391146095825
2022-01-10,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-11,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-12,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-13,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-14,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-18,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-19,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-20,9497.265141817832,9497.265141817832,0,10182.436734837129,-6.728955070991227
2022-01-21,9448.274368174643,7597.812113454265,1,10182.436734837129,-7.210085225972474
2022-01-24,9454.986094558766,7597.812113454265,1,10182.436734837129,-7.144170489069069
2022-01-25,9546.479904208814,7597.812113454265,1,10182.436734837129,-6.245625160159529
2022-01-26,9545.360980132316,9545.360980132316,0,10182.436734837129,-6.2566139254780495
2022-01-27,9560.599362627425,7636.288784105853,1,10182.436734837129,-6.106960331825229
2022-01-28,9614.876138989377,5726.05766637983,2,10182.436734837129,-5.573917232463222
2022-01-31,9586.155700305637,5726.05766637983,2,10182.436734837129,-5.855975834266058
2022-02-01,9802.065199820367,1852.8470202258245,4,10182.436734837129,-3.7355649234274035
2022-02-02,9915.80829199635,0.0,5,10182.436734837129,-2.6185131298539055
2022-02-03,9718.952609493408,0.0,5,10182.436734837129,-4.551799705840587
2022-02-04,9731.839349533373,0.0,5,10182.436734837129,-4.425241197542906
2022-02-07,9721.93864957705,0.0,5,10182.436734837129,-4.522474307987379
2022-02-08,9899.469828999056,0.0,5,10182.436734837129,-2.7789704292486284
2022-02-09,10169.514023660722,0.0,5,10182.436734837129,-0.12691177478367788
2022-02-10,9859.203379564002,0.0,5,10182.436734837129,-3.1744204623167516
2022-02-11,9357.651983162252,0.0,5,10182.436734837129,-8.100072439959726
2022-02-14,9465.353608440473,7570.157312069464,1,10182.436734837129,-7.042352877512137
2022-02-15,9611.979869890347,5671.294503316001,2,10182.436734837129,-5.602361004562695
2022-02-16,9621.060692695904,3752.108990484917,3,10182.436734837129,-5.513179769834375
2022-02-17,9338.840836751973,1876.0522747802443,4,10182.436734837129,-8.284813547615421
2022-02-18,9209.782903846972,1876.0522747802443,4,10182.436734837129,-9.552269818308034
2022-02-22,9067.220753490592,9067.220753490592,0,10182.436734837129,-10.952348739187867
2022-02-23,9067.220753490592,9067.220753490592,0,10182.436734837129,-10.952348739187867
2022-02-24,9067.220753490592,9067.220753490592,0,10182.436734837129,-10.952348739187867
2022-02-25,9067.220753490592,9067.220753490592,0,10182.436734837129,-10.952348739187867
2022-02-28,9112.892216165688,7253.776602792474,1,10182.436734837129,-10.503816979409386
2022-03-01,8990.321705159477,5459.867171713864,2,10182.436734837129,-11.70756136985437
2022-03-02,9077.610221190236,5459.867171713864,2,10182.436734837129,-10.850315522874343
2022-03-03,8970.858408049407,5459.867171713864,2,10182.436734837129,-11.89870713993787
2022-03-04,8970.574549741112,5459.867171713864,2,10182.436734837129,-11.901494864680851
2022-03-07,8903.129750119493,7125.593048695346,1,10182.436734837129,-12.563858907571191
2022-03-08,8887.631980833909,3571.0269342545052,3,10182.436734837129,-12.716059895302955
2022-03-09,8823.541146026404,66.76248885229961,5,10182.436734837129,-13.345485213392394
2022-03-10,8884.374475025907,66.76248885229961,5,10182.436734837129,-12.74805131241491
2022-03-11,8769.637566874011,66.76248885229961,5,10182.436734837129,-13.874863205675647
2022-03-14,8628.955436956372,3430.7671662375606,3,10182.436734837129,-15.2564787617667
2022-03-15,8604.43272298905,1721.0523443785596,4,10182.436734837129,-15.497312214563141
2022-03-16,8605.526900074081,1721.0523443785596,4,10182.436734837129,-15.486566485289055
2022-03-17,8806.8133431098,0.0,5,10182.436734837129,-13.509766154705527
2022-03-18,8864.965847126432,0.0,5,10182.436734837129,-12.93866018536839
2022-03-21,8924.059184899479,0.0,5,10182.436734837129,-12.358314445817943
2022-03-22,9170.59189465247,0.0,5,10182.436734837129,-9.937158133502933
2022-03-23,9019.100733149326,0.0,5,10182.436734837129,-11.424927372322246
2022-03-24,9353.950083255377,0.0,5,10182.436734837129,-8.136428176835652
2022-03-25,9293.532006211324,0.0,5,10182.436734837129,-8.729783958142345
2022-03-28,9721.70196897871,0.0,5,10182.436734837129,-4.524798708369171
2022-03-29,9952.44855539624,0.0,5,10182.436734837129,-2.2586752604514704
2022-03-30,9732.095665830373,0.0,5,10182.436734837129,-4.422723958264385
2022-03-31,9460.929268511953,0.0,5,10182.436734837129,-7.08580357643358
2022-04-01,9421.403919867305,0.0,5,10182.436734837129,-7.473975383182152
2022-04-04,9850.07053304248,7799.7661819395,1,10182.436734837129,-3.264112613216885
2022-04-05,9753.072742839198,7799.7661819395,1,10182.436734837129,-4.216711610188051
2022-04-06,9654.756679979488,5865.440215487902,2,10182.436734837129,-5.182257141380431
2022-04-07,9711.547323178282,5865.440215487902,2,10182.436734837129,-4.624525778272648
2022-04-08,9622.832773000504,5865.440215487902,2,10182.436734837129,-5.495776466963498
