Date,Equity,Cash,Open_Positions,Peak,Drawdown_pct
2022-01-03,10176.18495366766,3960.8359390483165,3,10176.18495366766,0.0
2022-01-04,9951.655252733024,3960.8359390483165,3,10176.18495366766,-2.2064231532438083
2022-01-05,9615.597250769068,3960.8359390483165,3,10176.18495366766,-5.508819910909224
2022-01-06,9585.247050683347,7687.27548288422,1,10176.18495366766,-5.807067242536013
2022-01-07,9517.970473483914,7687.27548288422,1,10176.18495366766,-6.4681851124032015
2022-01-10,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-11,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-12,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-13,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-14,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-18,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-19,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-20,9571.631565311314,9571.631565311314,0,10176.18495366766,-5.940864784876531
2022-01-21,9520.393159356794,7657.305252249052,1,10176.18495366766,-6.444377704382309
2022-01-24,9525.281301696908,9525.281301696908,0,10176.18495366766,-6.396342587465997
2022-01-25,9614.733944197924,7620.225041357527,1,10176.18495366766,-5.517303508397619
2022-01-26,9613.58869817766,7620.225041357527,1,10176.18495366766,-5.528557686908309
2022-01-27,9673.11978138626,7620.225041357527,1,10176.18495366766,-4.943553744078589
2022-01-28,9748.897940967905,5784.110046192851,2,10176.18495366766,-4.19889196830836
2022-01-31,9719.09895491919,7772.564103449576,1,10176.18495366766,-4.491722593777425
2022-02-01,9866.740633400561,1893.792227171013,4,10176.18495366766,-3.0408676893747932
2022-02-02,9940.72440229664,0.0,5,10176.18495366766,-2.31383914937745
2022-02-03,9697.379271752332,42.882308895569395,5,10176.18495366766,-4.705158997161885
2022-02-04,9693.20004046793,86.66175998332506,5,10176.18495366766,-4.746227740540965
2022-02-07,9590.417449600785,0.0,5,10176.18495366766,-5.756258428221228
2022-02-08,9765.570241301057,0.0,5,10176.18495366766,-4.035055516739705
2022-02-09,10031.969981530037,0.0,5,10176.18495366766,-1.41718112233844
2022-02-10,9667.318869849474,19.408224989685777,5,10176.18495366766,-5.000558521047537
2022-02-11,9101.055746843425,19.408224989685777,5,10176.18495366766,-10.565150021538683
2022-02-14,9214.57138533063,7371.062980465661,1,10176.18495366766,-9.449647119379934
2022-02-15,9355.327883793412,5522.514584544849,2,10176.18495366766,-8.066451952393006
2022-02-16,9362.28374113112,3654.5719576703914,3,10176.18495366766,-7.99809767847427
2022-02-17,9084.20292214568,3642.7471157037853,3,10176.18495366766,-10.730760461742717
2022-02-18,8955.488550796388,5390.955481477816,2,10176.18495366766,-11.995619266248825
2022-02-22,8835.466472866827,8835.466472866827,0,10176.18495366766,-13.175060073152633
2022-02-23,8835.466472866827,8835.466472866827,0,10176.18495366766,-13.175060073152633
2022-02-24,8835.466472866827,8835.466472866827,0,10176.18495366766,-13.175060073152633
2022-02-25,8835.466472866827,8835.466472866827,0,10176.18495366766,-13.175060073152633
2022-02-28,8878.159900440518,7068.373178293461,1,10176.18495366766,-12.75551750618794
