Date,Ticker,Episode_ID,Rebound_Date,Prior_Close,Prior_Prior_Close,SMA20,Open,High,Low,Close,SMA50,Prior_Distance_SMA50,Prior_Return_10D,Session,Entry_Date,Entry_Open,Future_Return_1D,Future_Return_3D,Future_Return_5D,Exit_Date_1D,Exit_Date_3D,Exit_Date_5D
2022-04-29,COP,COP:2022-04-28,2022-04-28,97.5500030517578,93.05999755859376,98.54000091552734,97.75,98.80999755859376,94.91999816894533,95.5199966430664,97.99360076904297,-0.0034467946160002816,-0.02673850359589358,1089,2022-05-02,94.2699966430664,0.0175029339623962,0.1017291217649629,0.1423571260870189,2022-05-02,2022-05-04,2022-05-06
2024-02-16,COP,COP:2024-02-15,2024-02-15,111.0,110.12000274658205,111.04799995422363,111.4800033569336,111.8000030517578,110.4000015258789,110.56999969482422,112.68579986572266,-0.01540928692376875,-0.0034117190051042856,1541,2024-02-20,110.5500030517578,-0.0091361565657994,0.0151062697679298,0.0169153782502564,2024-02-20,2024-02-22,2024-02-26
2024-08-01,COP,COP:2024-07-31,2024-07-31,111.1999969482422,109.91000366210938,112.35950050354003,112.4499969482422,112.68000030517578,107.91999816894533,108.38999938964844,113.27840042114258,-0.02050943609055511,-0.0420400138338638,1655,2024-08-02,107.72000122070312,-0.0181025302222326,-0.0178239709170769,0.0051057873758877,2024-08-02,2024-08-06,2024-08-08
2025-05-09,COP,COP:2025-05-08,2025-05-08,88.81999969482422,87.70999908447266,89.05050048828124,90.88999938964844,91.06999969482422,88.30000305175781,88.58999633789062,93.45000015258789,-0.05132784806213897,-0.03246190912709912,1848,2025-05-12,93.38999938964844,-0.011992748194687,-0.0087803801283149,-0.0102794634409116,2025-05-12,2025-05-14,2025-05-16
2025-06-04,COP,COP:2025-06-03,2025-06-03,87.91000366210938,86.72000122070312,88.4875,87.94999694824219,88.87000274658203,85.80000305175781,85.94999694824219,90.75520034790038,-0.034804532056675996,-0.0276518073082187,1865,2025-06-05,86.83999633789062,-0.0171579678328407,0.0138185701087267,0.0749654814689344,2025-06-05,2025-06-09,2025-06-11
2018-03-27,COST,COST:2018-03-26,2018-03-26,187.22000122070312,180.83999633789065,186.90449981689454,187.44000244140625,187.66000366210935,182.05999755859375,183.1499938964844,188.78499969482422,-0.009201998135615508,-0.011353403136298845,58,2018-03-28,183.61000061035156,0.0,-0.0046838440580184,0.0104025034353258,2018-03-28,2018-04-02,2018-04-04
2022-06-22,COST,COST:2022-06-21,2022-06-21,463.1099853515625,446.69000244140625,461.7799957275391,459.3900146484375,464.7200012207031,458.5,459.9599914550781,501.48939819335936,-0.08166120898985929,-0.019810815173360252,1125,2022-06-23,466.3699951171875,0.0185046314582137,0.0329781183263042,0.0074404469777933,2022-06-23,2022-06-27,2022-06-29
2022-10-19,COST,COST:2022-10-18,2022-10-18,473.2699890136719,464.1700134277344,474.1374984741211,467.80999755859375,474.8699951171875,466.9500122070313,471.4299926757813,507.607001953125,-0.07000427804565057,-0.026453861600747475,1208,2022-10-20,471.0,-0.0135456579252919,0.0551380068380109,0.0604034229448646,2022-10-20,2022-10-24,2022-10-26
2024-08-07,COST,COST:2024-08-06,2024-08-06,816.8800048828125,801.8300170898438,829.6120056152344,824.1099853515625,833.8300170898438,809.260009765625,810.2999877929688,841.3088024902344,-0.029023502738643514,-0.04134440515236404,1659,2024-08-08,821.5,0.0218259192644934,0.0512112079418365,0.0501643602832091,2024-08-08,2024-08-12,2024-08-14
2025-10-10,COST,COST:2025-10-09,2025-10-09,942.8900146484376,914.7999877929688,933.777001953125,944.4199829101562,945.4500122070312,929.0,930.010009765625,952.2324011230469,-0.010011272866676912,-0.000445222579261384,1954,2025-10-13,929.0,0.0070613536690997,0.0279763081101991,0.007890222916947,2025-10-13,2025-10-15,2025-10-17
2025-12-01,COST,COST:2025-11-28,2025-11-28,913.5900268554688,908.260009765625,912.3220031738281,913.2000122070312,918.5800170898438,906.2100219726562,911.9600219726562,922.656201171875,-0.010666823187641561,-0.0124205366261404,1989,2025-12-02,911.9600219726562,0.0110421587367792,-0.0176543228136994,-0.0267994230586339,2025-12-02,2025-12-04,2025-12-08
2018-11-02,CRM,CRM:2018-11-01,2018-11-01,139.58999633789062,137.24000549316406,140.53199996948243,140.13999938964844,140.5500030517578,136.10000610351562,136.7899932861328,149.20039947509767,-0.06579523743215321,-0.022752730910970187,212,2018-11-05,137.33999633789062,-0.0138342358172918,0.032401318384297,-0.0030580907248024,2018-11-05,2018-11-07,2018-11-09
2018-12-19,CRM,CRM:2018-12-18,2018-12-18,132.32000732421875,130.8300018310547,134.5699993133545,131.97999572753906,136.5,129.5,131.16000366210938,136.4283999633789,-0.03259432023090936,-0.08206720134002132,243,2018-12-20,129.25,-0.0117601287664712,-0.0612765815779134,0.0460347926363031,2018-12-20,2018-12-24,2018-12-27
2020-03-25,CRM,CRM:2020-03-24,2020-03-24,153.63999938964844,140.52000427246094,153.2765007019043,152.6699981689453,158.02000427246094,146.9600067138672,147.05999755859375,172.63860015869142,-0.11382534504762942,-0.04772528277561294,560,2020-03-26,148.3000030517578,0.0433580077104727,0.0104518072816008,-0.0960216129476018,2020-03-26,2020-03-30,2020-04-01
2021-03-30,CRM,CRM:2021-03-29,2021-03-29,210.77000427246097,209.08999633789065,210.92699966430663,208.63999938964844,211.2899932861328,207.36000061035156,210.0,223.7895993041992,-0.05844205852118922,-0.009539467811018332,815,2021-03-31,210.44000244140625,0.006795251184144,0.0468066466947942,0.0491826208166308,2021-03-31,2021-04-05,2021-04-07
2021-12-28,CRM,CRM:2021-12-27,2021-12-27,258.29998779296875,253.13999938964844,259.26350021362305,259.7300109863281,260.7799987792969,254.94000244140625,255.4499969482422,283.2004006958008,-0.09025147156038471,-0.029056914715625992,1004,2021-12-29,256.0,-0.0057031512260437,-0.0073046684265136,-0.0303515791893005,2021-12-29,2021-12-31,2022-01-04
2022-03-03,CRM,CRM:2022-03-02,2022-03-02,210.38999938964844,208.88999938964844,208.79399795532225,210.38999938964844,211.6300048828125,204.22000122070312,204.75,224.62099914550782,-0.06688333952028735,-0.018016338904791374,1049,2022-03-04,204.6999969482422,-0.0082559964172034,-0.0616511739390911,-0.0222276654596544,2022-03-04,2022-03-08,2022-03-10
2022-05-31,CRM,CRM:2022-05-27,2022-05-27,165.10000610351562,162.4600067138672,164.51600036621093,166.9600067138672,167.27999877929688,159.35000610351562,160.24000549316406,184.1770004272461,-0.10924408347943182,-0.010844152650418049,1110,2022-06-01,178.00999450683594,-0.0108981924750449,0.0387619199382003,0.051345428187727,2022-06-01,2022-06-03,2022-06-07
2023-09-20,CRM,CRM:2023-09-19,2023-09-19,215.6999969482422,215.0,216.81549987792968,215.1999969482422,217.17999267578125,212.9199981689453,213.02999877929688,218.00399963378905,-0.01130695723464159,-0.013672346516915734,1438,2023-09-21,209.8000030517578,-0.0056720801911174,-0.0164919288061859,-0.0336987951447959,2023-09-21,2023-09-25,2023-09-27
2025-09-23,CRM,CRM:2025-09-22,2025-09-22,249.69000244140625,247.08999633789065,247.71800079345704,249.7400054931641,251.36000061035156,244.1300048828125,244.55999755859375,250.39060028076173,-0.004000900467769908,-0.010227144675782451,1941,2025-09-24,245.6699981689453,0.0008955152128582,-0.0091179448441385,-0.0352912371619061,2025-09-24,2025-09-26,2025-09-30
2025-10-07,CRM,CRM:2025-10-06,2025-10-06,245.77999877929688,240.36000061035156,242.704500579834,246.47999572753903,247.36000061035156,237.5500030517578,239.7400054931641,245.88820037841796,-0.0029144265783271894,-0.015659432191430733,1951,2025-10-08,239.7400054931641,0.0028780644314987,0.0080920461256621,0.0001251304688809,2025-10-08,2025-10-10,2025-10-14
2018-07-05,CVX,CVX:2018-07-03,2018-07-03,124.7300033569336,124.25,125.39850082397462,126.11000061035156,126.25,123.81999969482422,123.9800033569336,125.85200073242187,-0.008688360498865455,-0.006452107317880151,127,2018-07-06,123.5199966430664,0.005019452424158,0.0329501279585136,0.0059909772771646,2018-07-06,2018-07-10,2018-07-12
2018-07-13,CVX,CVX:2018-07-12,2018-07-12,124.26000213623048,123.5199966430664,124.79450035095215,124.1999969482422,124.87999725341795,123.62999725341795,124.04000091552734,125.86240051269532,-0.012958774861322686,-0.01380950685531368,133,2018-07-16,123.01000213623048,-0.0002438726833258,-0.0120315692320249,-0.0060158156272895,2018-07-16,2018-07-18,2018-07-20
2018-08-28,CVX,CVX:2018-08-27,2018-08-27,120.3499984741211,119.01000213623048,121.1390007019043,120.5999984741211,121.33999633789062,119.75,119.86000061035156,123.06240036010742,-0.023011008597065064,-0.01706961716441746,165,2018-08-29,120.0,0.0018333435058592,-0.0128333409627278,-0.009000015258789,2018-08-29,2018-08-31,2018-09-05
2019-01-03,CVX,CVX:2019-01-02,2019-01-02,110.69000244140624,108.79000091552734,110.90250053405762,111.05999755859376,111.29000091552734,108.06999969482422,108.56999969482422,113.8968002319336,-0.029785707704191422,-0.015651352197421975,252,2019-01-04,110.27999877929688,0.0048966351242716,0.0135110435279515,0.0287449964094523,2019-01-04,2019-01-08,2019-01-10
2020-08-25,CVX,CVX:2020-08-24,2020-08-24,87.19999694824219,85.08000183105469,87.56499938964843,88.01000213623047,88.04000091552734,85.76000213623047,86.12999725341797,88.29979965209961,-0.013594777809929681,-0.02819576857283057,666,2020-08-26,85.70999908447266,-0.0108505462035906,-0.0009334013756766,-0.0306848358594187,2020-08-26,2020-08-28,2020-09-01
2020-10-23,CVX,CVX:2020-10-22,2020-10-22,73.4000015258789,70.87000274658203,72.72500038146973,73.93000030517578,74.36000061035156,71.83000183105469,72.56999969482422,77.88080001831055,-0.06169062497669642,-0.024195688185169706,708,2020-10-26,71.7300033569336,-0.0110135351813137,-0.0676147480348167,-0.0310888505865103,2020-10-26,2020-10-28,2020-10-30
2020-11-06,CVX,CVX:2020-11-05,2020-11-05,72.13999938964844,71.7699966430664,71.58200035095214,72.5,73.2699966430664,70.83000183105469,71.1500015258789,74.61140029907227,-0.036676801184890584,-0.01716624128115618,718,2020-11-09,80.0,-0.0074999809265137,0.0307499885559081,0.0378749847412109,2020-11-09,2020-11-11,2020-11-13
2021-09-14,CVX,CVX:2021-09-13,2021-09-13,97.97000122070312,96.06999969482422,97.03599967956544,98.37999725341795,98.73999786376952,95.9800033569336,96.1999969482422,99.59859970092774,-0.01829731191253514,-0.006792357796948867,931,2021-09-15,96.98999786376952,0.0128879268742301,-0.002371334494327,-0.022064124515749,2021-09-15,2021-09-17,2021-09-21
2023-03-22,CVX,CVX:2023-03-21,2023-03-21,159.30999755859375,154.5800018310547,160.0365005493164,159.8699951171875,160.05999755859375,155.92999267578125,156.07000732421875,168.1466000366211,-0.05470164268113953,-0.028775231700476356,1313,2023-03-23,157.02000427246094,-0.0159215382242762,0.0040121615519146,0.0244554593899224,2023-03-23,2023-03-27,2023-03-29
2025-05-28,CVX,CVX:2025-05-27,2025-05-27,137.8300018310547,136.5399932861328,138.01199951171876,138.77999877929688,138.7899932861328,135.66000366210938,136.02000427246094,144.99359924316406,-0.052373482916933445,-0.026761710329086474,1860,2025-05-29,136.5,0.0103296971583104,0.0098168229882096,0.0063735906021062,2025-05-29,2025-06-02,2025-06-04
2018-12-14,DIS,DIS:2018-12-13,2018-12-13,113.38999938964844,112.20999908447266,113.84500045776367,112.37000274658205,113.91999816894533,112.0500030517578,112.1999969482422,114.84100021362305,-0.01344410549226649,-0.023341939018859836,240,2018-12-17,112.29000091552734,-0.0148721894677122,-0.0273399204719366,-0.0718674826701182,2018-12-17,2018-12-19,2018-12-21
2019-09-19,DIS,DIS:2019-09-18,2019-09-18,136.8000030517578,136.30999755859375,136.48150024414062,137.0,137.36000061035156,133.0,133.3000030517578,138.64920013427735,-0.014792493468750556,-0.007904825170174434,431,2019-09-20,133.02999877929688,-0.005712955828082,-0.0079681092108579,-0.013230057302758,2019-09-20,2019-09-24,2019-09-26
2020-01-17,DIS,DIS:2020-01-16,2020-01-16,145.1199951171875,144.32000732421875,145.3299987792969,145.5399932861328,145.63999938964844,144.00999450683594,144.3300018310547,145.72519958496093,-0.00238956558946668,-0.020782738829140168,514,2020-01-21,144.24000549316406,-0.0047144197772686,-0.0141431535443096,-0.0578203776973299,2020-01-21,2020-01-23,2020-01-27
2021-04-20,DIS,DIS:2021-04-19,2021-04-19,187.42999267578125,187.2599945068359,186.7,187.2899932861328,188.0800018310547,181.82000732421875,182.7899932861328,189.86699981689452,-0.012665814775001727,-0.0056764314282161665,829,2021-04-21,181.2899932861328,0.0100392045431112,0.0095427825605223,0.0184787149185241,2021-04-21,2021-04-23,2021-04-27
2021-05-03,DIS,DIS:2021-04-30,2021-04-30,186.02000427246097,185.3300018310547,185.6699996948242,187.69000244140625,189.22000122070312,185.25,185.5099945068359,189.31079956054688,-0.017189905426022722,-0.00662175729333192,838,2021-05-04,184.8699951171875,-0.0033536816874717,-0.0166603662703744,-0.0030832048492691,2021-05-04,2021-05-06,2021-05-10
2022-03-03,DIS,DIS:2022-03-02,2022-03-02,147.33999633789062,145.6999969482422,148.10449981689453,147.30999755859375,148.64999389648438,144.4499969482422,145.57000732421875,149.07000030517577,-0.01172464479413493,-0.047699100469144606,1049,2022-03-04,144.00999450683594,-0.0228455899703311,-0.0851329419796205,-0.0720088571123114,2022-03-04,2022-03-08,2022-03-10
2022-04-05,DIS,DIS:2022-04-04,2022-04-04,138.5800018310547,137.0,137.25350036621094,137.74000549316406,139.1999969482422,135.1300048828125,135.6199951171875,141.74740020751952,-0.022599123163703494,-0.00028851022609688304,1072,2022-04-06,133.75,-0.008822375146028,-0.0140561112733644,-0.0217570367260514,2022-04-06,2022-04-08,2022-04-12
2022-11-08,DIS,DIS:2022-11-07,2022-11-07,100.43000030517578,99.58000183105467,100.72750015258788,100.73999786376952,101.97000122070312,98.0500030517578,99.9000015258789,103.31240020751953,-0.0304580763890967,-0.012681880653229727,1222,2022-11-09,90.5500030517578,-0.0419657970589548,0.0492545437234646,0.0547763546914243,2022-11-09,2022-11-11,2022-11-15
2023-03-22,DIS,DIS:2023-03-21,2023-03-21,96.54000091552734,94.22000122070312,97.08150024414063,97.4499969482422,97.93000030517578,94.81999969482422,94.9000015258789,102.2752001953125,-0.056052150592192485,-0.025439094540415708,1313,2023-03-23,95.27999877929688,0.0057724922208681,0.0035684715747397,0.0166876992827023,2023-03-23,2023-03-27,2023-03-29
2023-09-13,DIS,DIS:2023-09-12,2023-09-12,83.68000030517578,82.5199966430664,83.68600044250488,83.3499984741211,84.05000305175781,83.12000274658203,83.4800033569336,86.08699981689453,-0.029542807181626607,-0.005703461692572409,1433,2023-09-14,84.0,0.0057143256777809,0.012142817179362,-0.0171428862072172,2023-09-14,2023-09-18,2023-09-20
2023-10-24,DIS,DIS:2023-10-23,2023-10-23,83.0999984741211,82.6500015258789,82.83749923706054,83.41000366210938,84.19999694824219,81.73999786376953,82.55999755859375,83.24300003051758,-0.0032146813681314113,-0.01889018337390036,1462,2023-10-25,82.12999725341797,-0.0187507727630327,-0.0340922381103179,-0.0065749535320345,2023-10-25,2023-10-27,2023-10-31
2024-09-05,DIS,DIS:2024-09-04,2024-09-04,89.25,89.12999725341797,88.96299934387207,89.66999816894531,89.66999816894531,88.33999633789062,88.6500015258789,92.51579986572266,-0.038117488508904285,-0.005460194734051349,1679,2024-09-06,88.44999694824219,-0.0057659075684803,-0.0005652393904833,0.009610018460634,2024-09-06,2024-09-10,2024-09-12
2025-02-20,DIS,DIS:2025-02-19,2025-02-19,111.3499984741211,109.55999755859376,111.40549964904785,111.23999786376952,111.5199966430664,109.37999725341795,110.5500030517578,111.30640014648438,-0.0006767003867187427,-0.017210984334624424,1793,2025-02-21,111.0,-0.0210810480891047,-0.0042342452315596,0.0027927707981418,2025-02-21,2025-02-25,2025-02-27
2020-09-03,DUK,DUK:2020-09-02,2020-09-02,81.47000122070312,79.20999908447266,81.77500038146972,81.81999969482422,82.69999694824219,80.33999633789062,81.13999938964844,81.97360000610351,-0.005980937354544635,-0.00232675034148222,673,2020-09-04,81.22000122070312,-0.0030780595449717,0.0168677061880946,0.0222851210464201,2020-09-04,2020-09-09,2020-09-11
2020-12-16,DUK,DUK:2020-12-15,2020-12-15,92.11000061035156,91.12999725341795,92.56800079345705,92.38999938964844,92.9800033569336,90.5999984741211,90.61000061035156,93.09160049438476,-0.010578461958100971,-0.012331133385554138,745,2020-12-17,91.30999755859376,0.0022998476627698,-0.0242032542280432,-0.0248603296874446,2020-12-17,2020-12-21,2020-12-23
2023-06-27,DUK,DUK:2023-06-26,2023-06-26,90.83999633789062,89.72000122070312,90.57750015258789,90.93000030517578,91.12000274658205,90.47000122070312,90.5199966430664,93.98400024414063,-0.03491479490068239,-0.0074300735371289894,1379,2023-06-28,90.44000244140624,-0.0148164963634682,-0.0077399884867344,0.0129367330535326,2023-06-28,2023-06-30,2023-07-05
2025-01-10,DUK,DUK:2025-01-08,2025-01-08,108.2300033569336,106.80999755859376,107.82649993896484,107.47000122070312,108.58999633789062,105.44000244140624,105.87000274658205,111.28079986572266,-0.02936736611780877,-0.003039740319467632,1766,2025-01-13,106.47000122070312,-0.0030994818002361,-0.0001878864678461,0.0262045729645847,2025-01-13,2025-01-15,2025-01-17
2025-01-15,DUK,DUK:2025-01-14,2025-01-14,106.8499984741211,106.13999938964844,107.41999969482421,108.0999984741211,108.0999984741211,106.3499984741211,106.4499969482422,110.79599975585937,-0.03714798711148748,-0.013752980562437234,1769,2025-01-16,106.0999984741211,0.0278982010088777,0.0440150634882843,0.0305372093342659,2025-01-16,2025-01-21,2025-01-23
2018-08-01,GE,GE:2018-07-31,2018-07-31,65.3209228515625,63.068477630615234,64.91835651397705,64.93753051757812,64.93753051757812,63.45186996459961,63.45186996459961,65.49057388305664,-0.005530485593366441,-0.004382730814927016,146,2018-08-02,63.11640167236328,0.0,-0.0053151335951473,-0.0091116144209095,2018-08-02,2018-08-06,2018-08-08
2019-09-26,GE,GE:2019-09-25,2019-09-25,45.6546745300293,44.70769119262695,44.974341011047365,45.754356384277344,45.90388107299805,44.6578483581543,44.9568977355957,45.986619033813476,-0.009279912534444379,-0.021367504943615057,436,2019-09-27,45.05657958984375,0.0,-0.0475663499533328,-0.0365044120416089,2019-09-27,2019-10-01,2019-10-03
2020-04-09,GE,GE:2020-04-08,2020-04-08,36.384185791015625,35.03846740722656,35.58921527862549,37.131805419921875,37.58037567138672,35.33751678466797,35.58672332763672,48.517562789916994,-0.2589133229510553,-0.034391545640328536,571,2020-04-13,35.53688049316406,-0.0154276936552817,-0.0883589994611293,-0.0406731374077103,2020-04-13,2020-04-15,2020-04-17
2020-04-29,GE,GE:2020-04-28,2020-04-28,33.89211654663086,32.04798889160156,33.62048206329346,33.29402160644531,34.39052963256836,32.496559143066406,32.79560852050781,40.487124557495115,-0.1754177658935525,-0.018759025930623396,584,2020-04-30,32.695926666259766,0.0365852875980876,-0.0533537291444528,-0.0884146978179196,2020-04-30,2020-05-04,2020-05-06
2020-08-31,GE,GE:2020-08-28,2020-08-28,32.945133209228516,32.29719543457031,32.30965442657471,32.44671630859375,33.3438606262207,31.20068359375,31.599414825439453,33.17440181732178,-0.009322213470958962,-0.007507501123056759,670,2020-09-01,31.250526428222656,-0.0127591844766287,0.0079744140052329,-0.0207336595159896,2020-09-01,2020-09-03,2020-09-08
2021-09-10,GE,GE:2021-09-09,2021-09-09,64.35140991210938,63.9090690612793,64.34549293518066,64.35140991210938,64.76260375976562,63.4106559753418,63.54772186279297,64.4656721496582,-0.0028671694109985157,-0.013467084469372392,929,2021-09-13,63.95268249511719,0.0176326462831792,-0.0047735101353955,-0.0212372199580883,2021-09-13,2021-09-15,2021-09-17
2022-03-15,GE,GE:2022-03-14,2022-03-14,57.59790802001953,57.49199676513672,58.12653865814209,58.09632110595703,58.28945541381836,56.85651779174805,57.535606384277344,59.89995582580566,-0.038855410006180535,-0.032038554992959045,1057,2022-03-16,58.2333869934082,0.0131593177912621,0.022681029217912,0.0152989744937173,2022-03-16,2022-03-18,2022-03-22
2022-04-20,GE,GE:2022-04-19,2022-04-19,57.2552490234375,56.32072448730469,57.10697135925293,57.629058837890625,58.00910186767578,56.85028839111328,56.94374084472656,58.13407699584961,-0.01690832762771599,-0.0013040367115810803,1082,2022-04-21,57.90941619873047,-0.0132329368142484,-0.0330285233672489,-0.1585798353504465,2022-04-21,2022-04-25,2022-04-27
2024-08-07,GE,GE:2024-08-06,2024-08-06,162.27000427246094,158.36000061035156,163.48999938964843,164.4199981689453,166.27000427246094,161.57000732421875,162.1300048828125,162.5829998779297,-0.0025631768051714854,-0.05656974260197134,1659,2024-08-08,164.47999572753906,0.0068701660515868,0.0145306386899928,0.0210967978528597,2024-08-08,2024-08-12,2024-08-14
2025-11-20,GE,GE:2025-11-19,2025-11-19,300.82000732421875,296.010009765625,305.9600006103516,305.3999938964844,307.0799865722656,290.4800109863281,290.6199951171875,301.27840087890627,-0.000920611691711315,-0.01406043142901614,1983,2025-11-21,290.6199951171875,-0.0109420987172578,0.0097034181116191,0.0269424582664603,2025-11-21,2025-11-25,2025-11-28
2018-05-02,GOOGL,GOOGL:2018-05-01,2018-05-01,52.037498474121094,50.92900085449219,52.111924934387204,51.70000076293945,52.19900131225586,51.15800094604492,51.3025016784668,53.591809844970705,-0.030405647809388592,-0.0357711993034473,83,2018-05-03,51.26850128173828,0.0009069378625909,0.0332465012317955,0.0620068260299873,2018-05-03,2018-05-07,2018-05-09
2018-11-27,GOOGL,GOOGL:2018-11-26,2018-11-26,52.797000885009766,51.505001068115234,53.08399982452393,52.56700134277344,53.3380012512207,52.275001525878906,52.61399841308594,55.569419860839844,-0.051726396557333354,-0.019572539422586743,228,2018-11-28,52.87300109863281,0.0324645715761662,0.0493540562497023,0.004737762565709,2018-11-28,2018-11-30,2018-12-04
2018-12-19,GOOGL,GOOGL:2018-12-18,2018-12-18,52.170501708984375,51.282501220703125,53.07509994506836,52.364498138427734,53.785499572753906,50.97150039672851,51.77299880981445,53.77171989440918,-0.03194671730873433,-0.0653462867287109,243,2018-12-20,51.29999923706055,-0.0023586429701337,-0.0402826088395237,0.0262183477720494,2018-12-20,2018-12-24,2018-12-27
2018-12-28,GOOGL,GOOGL:2018-12-27,2018-12-27,52.64500045776367,52.39250183105469,52.68245010375976,52.974998474121094,53.21149826049805,52.099998474121094,52.33399963378906,53.234519958496094,-0.012676440977244963,-0.01939966436434082,249,2018-12-31,52.89149856567383,-0.0121663685940379,-0.030590928115008,0.0171011011822486,2018-12-31,2019-01-03,2019-01-07
2021-01-14,GOOGL,GOOGL:2021-01-13,2021-01-13,87.36250305175781,86.87149810791016,87.23704986572265,87.44349670410156,88.37750244140625,86.30349731445312,86.5459976196289,87.86623977661132,-0.004525278833258928,-0.005979171600263067,764,2021-01-15,86.45099639892578,-0.0008097037366834,0.0873616939972934,0.0945853985926599,2021-01-15,2021-01-20,2021-01-22
2022-02-17,GOOGL,GOOGL:2022-02-16,2022-02-16,137.73800659179688,136.60850524902344,136.12580032348632,136.2429962158203,137.11349487304688,132.47850036621094,132.53900146484375,140.07309967041016,-0.018734387491353588,-0.06933779329866974,1040,2022-02-18,133.4669952392578,-0.022956951685587,-0.0440483266458158,0.0074363548290805,2022-02-18,2022-02-23,2022-02-25
2022-03-03,GOOGL,GOOGL:2022-03-02,2022-03-02,134.57150268554688,134.06149291992188,135.72167587280273,136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,137.76842987060547,-0.02429679733234802,-0.014911242603550257,1049,2022-03-04,132.92750549316406,-0.0076809637610446,-0.0438058748989989,-0.0037464112245634,2022-03-04,2022-03-08,2022-03-10
2018-04-20,GS,GS:2018-04-19,2018-04-19,254.1699981689453,254.0,252.69050064086915,254.1000061035156,255.67999267578125,251.47999572753903,251.9600067138672,258.8553991699219,-0.018490246705234914,-0.006411005845355144,75,2018-04-23,251.66000366210935,-0.019828361362753,-0.0493920676853339,-0.0471270779534572,2018-04-23,2018-04-25,2018-04-27
2018-06-12,GS,GS:2018-06-11,2018-06-11,234.08999633789065,233.38999938964844,233.8840003967285,234.1199951171875,235.22999572753903,231.86000061035156,232.6300048828125,241.34780059814454,-0.03125366457187817,-0.003914719333004801,111,2018-06-13,233.6499938964844,0.0007704170309119,-0.0074042190144696,-0.0228118412647038,2018-06-13,2018-06-15,2018-06-19
2018-10-04,GS,GS:2018-10-03,2018-10-03,227.77999877929688,226.07000732421875,229.9885009765625,229.2599945068359,231.3999938964844,225.38999938964844,227.47999572753903,233.5825994873047,-0.02561014161111197,-0.03310978432435685,191,2018-10-05,228.0,-0.0100438302023369,-0.0223245453416255,-0.0659210472776178,2018-10-05,2018-10-09,2018-10-11
2020-08-06,GS,GS:2020-08-05,2020-08-05,204.52000427246097,201.63999938964844,206.00800094604492,205.0,206.2899932861328,203.8300018310547,204.25,204.71040100097656,-0.0014578597851548913,-0.007184445279315721,653,2020-08-07,203.47999572753903,0.0235404395788159,0.037251828141398,0.0241301541439185,2020-08-07,2020-08-11,2020-08-13
2021-10-13,GS,GS:2021-10-12,2021-10-12,386.5299987792969,385.239990234375,386.6019973754883,388.0,388.3800048828125,378.6300048828125,386.30999755859375,398.0252001953125,-0.028590158115834763,-0.0076251635961569475,952,2021-10-14,392.0,-0.0020407851861448,0.0553316388811384,0.0405357516541773,2021-10-14,2021-10-18,2021-10-20
2022-04-14,GS,GS:2022-04-13,2022-04-13,321.9700012207031,319.7799987792969,329.78550109863284,328.4700012207031,333.0299987792969,319.0299987792969,321.6400146484375,339.2916015625,-0.05336351856656174,-0.040585223832101724,1079,2022-04-18,320.6499938964844,0.0287853147108054,0.0636519695949171,-0.0027444406660321,2022-04-18,2022-04-20,2022-04-22
2022-05-18,GS,GS:2022-05-17,2022-05-17,312.9700012207031,303.44000244140625,312.3,309.0,312.8599853515625,304.8800048828125,306.7300109863281,323.5452008056641,-0.0335599875591851,-0.005370884197983483,1102,2022-05-19,303.82000732421875,0.014416446505244,0.0420972211145234,0.0364689168098193,2022-05-19,2022-05-23,2022-05-25
2022-05-20,GS,GS:2022-05-19,2022-05-19,308.20001220703125,306.7300109863281,310.346501159668,311.260009765625,312.5899963378906,299.4100036621094,306.79998779296875,322.57540100097657,-0.045930870123500056,-0.015555610576723389,1104,2022-05-23,312.7200012207031,0.0124391919790061,0.0069710689027617,0.0507162486878134,2022-05-23,2022-05-25,2022-05-27
2022-06-27,GS,GS:2022-06-24,2022-06-24,302.75,286.1700134277344,302.395002746582,303.05999755859375,304.32000732421875,298.8800048828125,300.7799987792969,310.1304016113281,-0.025129918121978956,-0.004832033445548167,1128,2022-06-28,305.8999938964844,-0.0209545727035173,-0.0290291110166464,-0.0284406075941183,2022-06-28,2022-06-30,2022-07-05
2024-09-18,GS,GS:2024-09-17,2024-09-17,485.3900146484375,485.1600036621094,491.1540008544922,485.3999938964844,492.989990234375,481.7699890136719,484.5799865722656,490.48360107421877,-0.009910454441145244,-0.004246454771522301,1688,2024-09-19,494.739990234375,0.018373279939599,0.0053968013106631,-0.0072765000949934,2024-09-19,2024-09-23,2024-09-25
2025-11-20,GS,GS:2025-11-19,2025-11-19,785.989990234375,776.2999877929688,791.3175018310546,795.25,816.0,772.1900024414062,773.7000122070312,785.9684033203125,-0.0002531356334062318,-0.008952371585410956,1983,2025-11-21,776.8300170898438,-0.0036043764161663,0.0328128286415416,0.0633471414014743,2025-11-21,2025-11-25,2025-11-28
2018-03-27,HD,HD:2018-03-26,2018-03-26,176.3800048828125,171.8000030517578,178.3180030822754,177.3800048828125,178.72999572753906,173.60000610351562,174.67999267578125,187.28700103759766,-0.060418109113171914,-0.018529863149783776,58,2018-03-28,175.24000549316406,-0.0027391632691249,-0.0133531814844126,0.0125541935590045,2018-03-28,2018-04-02,2018-04-04
