Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
SCORE4,10000.0,11674.369996334608,0.16743699963346081,0.019634782384923,-0.15478380721336238,0.2928221044001818,929,0.40904198062432723,1.8023358410491055,-0.019999999999999917,1.0702524030787424,1.8023358410491055,1.8691670793050035
