Ticker,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Entry_Value,Exit_Value,PnL,PnL_Pct,Score,Signal_Drop,Exit_Reason,Holding_Days,Distance_SMA20,Distance_SMA50,Distance_SMA200,Return_3D,Return_5D,Return_10D,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Negative_Days_5,SPY_Return,SPY_Distance_SMA50,SPY_Volume_Ratio
COST,2025-02-20,2025-02-21,2025-02-28,1025.8488938519336,1039.730224609375,2.195435543795494,2252.185124125826,2282.6606910658948,30.475566940068802,0.013531555027874424,5,-0.0260790100918602,TIME,5,0.016055625301884646,0.0595906140013962,0.1570768871944943,-0.03453833112801852,-0.028437946667276948,-0.006622523600207875,0.01971015720072593,1.3231254234187286,1.050817988659255,3.0,-0.004160245253420958,0.01910435461523563,0.8987596015992482
PEP,2025-02-26,2025-02-27,2025-03-04,142.31930286444558,148.39311587838947,15.8729971837245,2259.033893556979,2355.4435104217796,96.40961686480068,0.04267736625810346,5,-0.031389833046931215,TP_GAP,2,0.024217964662281766,0.014333645226686231,-0.07170848593648249,-0.012964200231814882,0.03909190297088605,0.040305072729492464,0.020451260088778622,1.5348605861286007,1.237167783341273,1.0,0.0005050065539069504,-0.0063904257182803015,1.0172659966625421
MCD,2025-02-26,2025-02-27,2025-03-06,292.5001377859469,299.18218994140625,7.699172556775646,2252.0090336946573,2303.4553062729137,51.44627257825641,0.02284461199245431,5,-0.020758395120798023,TIME,5,0.012810270622702902,0.035866286560714,0.0804623033359324,-0.0017715988232798185,0.007716573247968261,-0.019148455703478673,0.020498724962083777,1.0126676248983562,1.2391281904730556,1.0,0.0005050065539069504,-0.0063904257182803015,1.0172659966625421
KO,2025-03-04,2025-03-05,2025-03-10,67.0005846082874,69.68060799261889,34.163245599344414,2288.9574272725777,2380.5157243634803,91.55829709090267,0.03999999999999981,5,-0.029452331603480375,TP,2,0.024522003955710137,0.08364395377661626,0.07364299744712488,-0.009595041019721307,-0.018184170450489257,0.016509761835872938,0.019772856542367625,1.489533469297791,1.3333434773894237,2.0,-0.011836867992038314,-0.0336235848188704,2.2158280214392208
NEE,2025-05-21,2025-05-22,2025-05-22,65.92780964472965,64.60925345183506,35.16146694916365,2318.1184998539143,2271.756129856836,-46.362369997078076,-0.01999999999999991,5,-0.038569953822952474,SL,0,0.030925034224228654,0.034472964104100834,-0.030939450175549332,-0.04613325120432088,-0.009003840769859273,0.06205479876886599,0.027706764042362875,1.3920771752334586,1.2423169031979855,2.0,-0.016850775346555102,0.04925586332849763,1.5022102512388997
BLK,2025-05-21,2025-05-22,2025-05-23,947.0359707811581,928.0952513655349,2.4423519534211073,2312.995153197416,2266.7352501334676,-46.259903063948514,-0.020000000000000084,5,-0.024937254550595145,SL,0,0.032344009468735946,0.05352851497998068,0.019581487004564968,-0.017055630353086215,0.005966426945505088,0.05701019704874066,0.018095962825950516,1.3780562432872527,1.0815094515535044,1.0,-0.016850775346555102,0.04925586332849763,1.5022102512388997
BAC,2025-05-21,2025-05-22,2025-05-30,42.011867244581815,42.9361686706543,55.02262589810281,2311.6032546793845,2362.4607462632534,50.85749158386898,0.022000960364161985,5,-0.03222194703467285,TIME,5,0.029026860916116837,0.06846579153237098,0.025848792409960186,-0.03222194703467285,-0.03330370705847896,0.05668210609322033,0.023121381155159677,1.3935995786083188,1.4268459789856667,3.0,-0.016850775346555102,0.04925586332849763,1.5022102512388997
MS,2025-05-21,2025-05-22,2025-05-30,121.0071110239282,124.32823181152344,19.106279812013288,2311.99572246653,2375.4499855238187,63.4542630572887,0.02744566628764916,5,-0.02966014582293064,TIME,5,0.022698695113426037,0.0765443183266119,0.06781066871594699,-0.05205012218137617,-0.04380357874848062,0.05205709122270541,0.024752030999500328,1.1982913977252774,1.03070553246352,4.0,-0.016850775346555102,0.04925586332849763,1.5022102512388997
V,2025-05-21,2025-05-22,2025-05-30,354.2980830440897,361.6561584472656,6.501033320332828,2303.3036431996748,2351.1387365692426,47.83509336956786,0.02076803616874278,5,-0.023279836946217602,TIME,5,0.02124532019597125,0.052108760427867384,0.1450328447099405,-0.018678770387217658,0.005161896918880915,0.025854035554559562,0.01573182098282324,1.4797928969339056,1.0871098814215219,2.0,-0.016850775346555102,0.04925586332849763,1.5022102512388997
ADBE,2025-06-02,2025-06-03,2025-06-05,403.4599914550781,419.59839111328125,5.76391270242777,2325.508169669324,2418.5284964560974,93.02032678677324,0.04000000000000012,5,-0.028162573284205017,TP,1,0.0006908482675356264,0.05700377276930402,-0.12185838006918881,-0.02142012190892284,-0.010522721968239668,-0.032915424029938634,0.019562277977401926,1.4396366985858209,1.482233502538071,2.0,0.005633026900562443,0.05969525454543456,0.9199270661826404
GE,2025-06-10,2025-06-11,2025-06-13,241.06197371507506,233.47163335723403,9.724106207631568,2344.112235026679,2270.302959234961,-73.80927579171839,-0.03148709122747202,5,-0.0374289575008655,SL_GAP,1,0.008997573450079566,0.13876564067882957,0.26293605436126244,-0.03937752001148609,-0.027604821859861683,0.0009099084545955982,0.022148757575964472,1.6898897092757426,1.8047651301680965,2.0,0.005669821601985259,0.07125937158381812,0.9365445046310512
