Ticker,Date,Entry_Date,Exit_Date,Signal_Drop,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Distance_SMA20,Distance_SMA50,Distance_SMA200,Return_3D,Return_5D,Return_10D,Negative_Days_5,SPY_Return,SPY_Distance_SMA50,SPY_Volume_Ratio,Entry_Price,Exit_Price,PnL_Pct,PnL_Dollars,Holding_Days,Days_Held,Exit,Exit_Reason,Score,Score_Level,Year
MSFT,2018-12-04,2018-12-06,2018-12-11,-0.0318492386013485,0.0296917106742267,1.0726643186980325,1.2891845779900764,0.0088017444510082,2.0690534872969124e-05,0.0650465572660874,-0.0151555794191174,0.0128803994637156,0.0372776465734492,2.0,-0.0324024594113887,-0.0223472885986851,1.7670735441879333,98.38595674793916,102.32139501785672,0.04,80.00000000000007,3,3,TP,TP,4,HIGH,2018
PLD,2018-12-04,2018-12-06,2018-12-06,-0.026074095918382,0.0183218677391464,1.4231134232386244,1.273690078037904,-0.0045112004716942,0.0150452254941455,0.0407023644214328,-0.0047631758138535,0.0030005450311305,-0.0124073537511351,2.0,-0.0324024594113887,-0.0223472885986851,1.7670735441879333,53.453193943545486,52.38413006467457,-0.0200000000000001,-40.00000000000026,0,0,SL,SL,3,MEDIUM,2018
UNH,2018-12-04,2018-12-06,2018-12-06,-0.0271719504564829,0.0236713970821224,1.1478811479616573,1.2358663861939154,0.0285906391808814,0.0462184834811443,0.1193934626089439,-0.0110067239229774,0.0305732287086095,0.0503289102826185,2.0,-0.0324024594113887,-0.0223472885986851,1.7670735441879333,240.21092803208444,235.40670947144275,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2018
PFE,2018-12-07,2018-12-10,2018-12-10,-0.0235660645872646,0.0222482554097773,1.0592320230604764,1.1312352667823076,-0.0056826031647992,0.0028043701904632,0.1304865432363231,-0.0450097341707868,-0.0349375515625116,0.0190252736856331,4.0,-0.023235786117976,-0.0432439375188475,1.4526896911105194,28.906004030074108,28.327883949472625,-0.02,-40.00000000000004,0,0,SL,SL,3,MEDIUM,2018
PLD,2018-12-07,2018-12-10,2018-12-10,-0.0239486769267409,0.0222706898540423,1.0753450873635153,1.1528591085085278,-0.0065326227922974,0.0138330730514928,0.0389281153768112,-0.0263658246106982,-0.0050612879556991,-0.0011956679161712,2.0,-0.023235786117976,-0.0432439375188475,1.4526896911105194,53.85644896721536,52.77931998787105,-0.02,-40.00000000000004,0,0,SL,SL,3,MEDIUM,2018
LLY,2018-12-14,2018-12-17,2018-12-17,-0.0255090590976387,0.0227820723496768,1.119698801149695,1.1880011015558356,-0.0239838587845565,0.0004565360807133,0.185554348781936,-0.0224452725835915,-0.0145272076886506,-0.0433331417575679,2.0,-0.0184647644671741,-0.0450040707948674,1.0109847612941,100.69063881581695,98.67682603950064,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2018
MRK,2018-12-14,2018-12-17,2018-12-18,-0.0252354826631969,0.0219207994171298,1.1512117867141696,1.0279290992757653,0.0009658216355779,0.0394362754144699,0.1930578146526116,-0.0012176931305393,0.0038597467285506,-0.0114734950794662,2.0,-0.0184647644671741,-0.0450040707948674,1.0109847612941,57.51438173942072,56.36409410463231,-0.02,-40.00000000000004,1,1,SL,SL,5,HIGH,2018
PEP,2018-12-14,2018-12-17,2018-12-18,-0.0371777697872418,0.0229116587547368,1.6226572761588274,1.5609708791081371,-0.0227431011804596,0.0102960900535249,0.0545328724133755,-0.0284763740257567,-0.0161458534865533,-0.0288763373053483,2.0,-0.0184647644671741,-0.0450040707948674,1.0109847612941,90.73164698426687,88.91701404458155,-0.02,-40.00000000000004,1,1,SL,SL,4,HIGH,2018
AMT,2018-12-17,2018-12-18,2018-12-21,-0.0339736811477043,0.0206776365013763,1.643015687283362,1.2103030610511734,-0.0177210529683935,0.0262239239454973,0.1063888774641645,-0.0225326097896582,-0.0315904874670596,-0.0215818997239296,3.0,-0.0196183457962583,-0.0613938985429257,1.4119320980073211,131.44138908060532,128.81256129899322,-0.02,-40.00000000000004,3,3,SL,SL,4,HIGH,2018
DUK,2018-12-17,2018-12-18,2018-12-20,-0.0293114011325007,0.0192984525615238,1.518847225654771,1.3622629046886707,-0.0072968612047351,0.0390018906860649,0.1181904112112317,-0.0168527957097048,-0.026737513785517,-0.0054194965554136,3.0,-0.0196183457962583,-0.0613938985429257,1.4119320980073211,65.0414789021928,63.74064932414893,-0.02,-40.00000000000004,2,2,SL,SL,4,HIGH,2018
KO,2018-12-17,2018-12-18,2018-12-19,-0.0204700645625811,0.0194062674071099,1.0548171955561865,1.2989617905905793,-0.0185954425510672,0.0109351438492417,0.0843463969964191,-0.0180818570317888,-0.0184809070611295,-0.0410712260945465,3.0,-0.0196183457962583,-0.0613938985429257,1.4119320980073211,38.67835131116927,37.90478428494588,-0.0199999999999999,-39.999999999999815,1,1,SL,SL,4,HIGH,2018
NEE,2018-12-17,2018-12-18,2018-12-20,-0.0308431777305427,0.0185657395423703,1.661295401680771,1.3619657322808545,-0.0224991940508364,0.003973942154424,0.060011695192216,-0.0312174008977075,-0.0381139417061681,-0.0333500900725697,3.0,-0.0196183457962583,-0.0613938985429257,1.4119320980073211,36.30133485252207,35.575308155471625,-0.02,-40.00000000000004,2,2,SL,SL,4,HIGH,2018
TSLA,2018-12-18,2018-12-19,2018-12-19,-0.0326904831780033,0.0411175786223791,0.7950488397731402,1.0415161541355893,-0.0452543431810253,0.0335413845296119,0.0770661468124709,-0.1055229914884585,-0.0810611995717982,-0.059862173849232,4.0,-0.0010966051196314,-0.0601611777678599,1.1438147782477144,22.50666618347168,22.05653285980225,-0.02,-40.00000000000004,0,0,SL,SL,3,MEDIUM,2018
AVGO,2018-12-19,2018-12-20,2018-12-20,-0.0231502103382487,0.0405347722942987,0.5711197825454366,1.4038073055422045,0.0260274161890166,0.0564135901834144,0.0555665397285973,-0.0328451960864354,-0.0334143318356164,0.0621443274735165,4.0,-0.0149755888498873,-0.0717349822973369,1.7450894885478725,20.174301867385815,19.770815830038103,-0.0199999999999999,-39.999999999999815,0,0,SL,SL,4,HIGH,2018
ABBV,2019-01-02,2019-01-03,2019-01-03,-0.032107119387266,0.0362065102692353,0.8867775200789648,1.0409970571083715,0.0156106261983479,0.030638809969262,-0.0364090315039661,-0.0075629195786129,0.0602426166465357,0.05063021752189,1.0,0.0010403966556611,-0.0527504206616391,0.7859861658602516,63.90615294023005,62.62802988142544,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2019
GE,2019-01-08,2019-01-09,2019-01-09,-0.020594570476908,0.0549010179258794,0.3751218329815354,1.052860493674297,0.1442896054661284,0.0493354677917767,-0.2798015434289848,0.0620350529707645,0.1307795102355873,0.1972032529768674,1.0,0.0093953954187531,-0.0221631278473496,0.6665838036858724,39.44731594766692,38.65836962871358,-0.0199999999999999,-39.999999999999815,0,0,SL,SL,2,LOW,2019
ABBV,2019-01-09,2019-01-10,2019-01-14,-0.0328230227446159,0.037556702327767,0.8739591260745129,1.428246098494397,0.0021743267365315,0.0077213210985951,-0.0480405280509561,-0.0141461675401428,-0.0159140732430311,0.0433698379898397,2.0,0.0046734022417478,-0.0168038681593059,0.6293242752261187,63.3582393093736,62.09107452318613,-0.02,-40.00000000000004,2,2,SL,SL,4,HIGH,2019
AMD,2019-01-09,2019-01-10,2019-01-10,-0.0269879260695123,0.0720653732154033,0.3744922820124099,1.5349368937535932,0.0731085433901415,0.030007483398512,0.0755867686540794,0.062631607055664,0.0722252053033407,0.2126126724704289,2.0,0.0046734022417478,-0.0168038681593059,0.6293242752261187,19.76000022888184,19.3648002243042,-0.0200000000000001,-40.000000000000256,0,0,SL,SL,3,MEDIUM,2019
AMD,2019-01-10,2019-01-11,2019-01-11,-0.0222882987140276,0.0721522679304473,0.3089064190679753,1.068777526328708,0.0498603861874562,0.0048869837669716,0.0490151430988146,-0.040350021196884,0.1577712993799158,0.102793306804493,2.0,0.0035273613495006,-0.0129663940448733,0.6466479031456364,19.46999931335449,20.248799285888676,0.04,80.00000000000007,0,0,TP,TP,4,HIGH,2019
LOW,2019-01-15,2019-01-16,2019-01-17,-0.0206373222737281,0.0265363901124181,0.777698932910643,1.046210092250138,0.0233713154294221,0.0198315674522087,-0.0151677192801201,-0.0111483585508318,-0.0278602920738173,0.0276095481377962,4.0,0.011460882858806,-0.0057790525943564,0.5850180084919588,82.05249013319923,80.41144033053524,-0.02,-40.00000000000004,1,1,SL,SL,4,HIGH,2019
LLY,2019-01-18,2019-01-22,2019-01-29,-0.021567716192324,0.0236665920444078,0.9113148252124552,1.7206711914878374,0.0202670109806948,0.0275747537499311,0.1816182969150173,-0.004270223379813,0.0035288396366717,0.0168321041758039,3.0,0.0133101963714183,0.0193940391329983,0.9475255084899642,104.74688164140632,104.7650146484375,0.0001731126191732,0.3462252383465979,5,5,TIME,TIME,4,HIGH,2019
NFLX,2019-01-18,2019-01-22,2019-01-22,-0.0398935526767144,0.043272097454017,0.9219232490199314,1.6758007596845936,0.1380454794662287,0.1789386068892497,0.0142189514462178,-0.0438191073690324,0.0044729103828042,0.1395637961551512,3.0,0.0133101963714183,0.0193940391329983,0.9475255084899642,33.48899841308594,32.819218444824216,-0.0200000000000001,-40.000000000000256,0,0,SL,SL,3,MEDIUM,2019
CAT,2019-01-22,2019-01-23,2019-01-23,-0.0319181438285082,0.0325669975411428,0.9800763422598314,1.0813249653795536,0.0358225852817988,0.0435888148894121,-0.0397063463258594,0.0108670765216145,0.0097930252589177,0.0379065422646349,2.0,-0.0135108630247474,0.0064422564013948,0.901479103271306,114.23589026696403,111.95117246162476,-0.02,-40.00000000000004,0,0,SL,SL,3,MEDIUM,2019
COP,2019-01-22,2019-01-23,2019-01-28,-0.0316641980261744,0.0280281622495601,1.1297279409273937,1.0649019675778888,0.0269826269402939,0.0149830660233163,-0.0405432439662135,0.0013702345886974,0.0021335968610305,0.0359225165047571,2.0,-0.0135108630247474,0.0064422564013948,0.901479103271306,50.88986430174507,49.872067015710165,-0.0200000000000001,-40.000000000000256,3,3,SL,SL,4,HIGH,2019
MS,2019-01-22,2019-01-23,2019-01-23,-0.0292971866587713,0.0351163864967315,0.8342881936755701,1.2836892659154588,0.0333442999708446,0.0049334494118795,-0.1040668229212282,-0.0467519702638487,-0.0016479539154,0.0167822592399984,2.0,-0.0135108630247474,0.0064422564013948,0.901479103271306,33.642661172717474,32.96980794926312,-0.0200000000000001,-40.000000000000256,0,0,SL,SL,4,HIGH,2019
LLY,2019-01-24,2019-01-25,2019-01-31,-0.0319893783712637,0.0237412285390682,1.3474188295952072,1.4805625805296494,-0.0047991206842246,0.0087110174461411,0.1582375070765433,-0.0137233598066635,-0.0154967364811712,-0.0189405028178758,2.0,0.0005313739195256,0.0115079964320574,0.513540037388677,104.42999853971116,108.60719848129962,0.04,80.00000000000007,4,4,TP,TP,4,HIGH,2019
BAC,2019-01-31,2019-02-01,2019-02-07,-0.0206399128280443,0.0264940421860615,0.779039781211752,1.2739432023929502,0.0322322311343501,0.076093433645604,-0.0080068902533775,-0.0391495272606812,-0.020976632604044,0.0007029395126691,3.0,0.0087824930729698,0.0381638380475921,1.0824634522456291,23.87551905445857,23.3980086733694,-0.02,-40.00000000000004,4,4,SL,SL,4,HIGH,2019
GS,2019-01-31,2019-02-01,2019-02-07,-0.0220761309950336,0.0286240721645637,0.771243548720635,1.3077942624595726,0.0486374369920992,0.080813688951784,-0.0904143935743415,-0.0085621476975952,0.0010616791943398,0.004718912413435,2.0,0.0087824930729698,0.0381638380475921,1.0824634522456291,165.7940606865679,162.47817947283653,-0.02,-40.00000000000003,4,4,SL,SL,4,HIGH,2019
AMD,2019-02-05,2019-02-06,2019-02-07,-0.0339825828157288,0.0609793469218025,0.55728020274318,1.1178130570014149,0.1007484491359165,0.1565138710192652,0.1779806811755486,-0.0450635144754556,0.2109090631658381,0.1796558297540784,2.0,0.0041920457313624,0.0493182829876426,0.9050694620629396,23.6299991607666,23.15739917755127,-0.02,-40.00000000000004,1,1,SL,SL,3,MEDIUM,2019
GOOGL,2019-02-06,2019-02-07,2019-02-14,-0.0251590184115819,0.0222633448402268,1.1300646238081429,1.3103536292961355,0.0247193496984488,0.0477924362550123,-0.004530736756391,0.0038172151476476,0.0226777493914511,0.0354848026258867,2.0,-0.0013185241747857,0.0471896850626847,0.6809279080802524,55.1023946988788,55.96376037597656,0.0156320915235157,31.26418304703149,5,5,TIME,TIME,4,HIGH,2019
COP,2019-02-07,2019-02-08,2019-02-08,-0.0235852529286201,0.0230120048140025,1.0249108289021736,1.0208644486737184,0.0073148573708827,0.0353698461347424,-0.0186722367109208,-0.0350345928655249,-0.0031020163803126,0.0205689379420686,3.0,-0.009532724635165,0.0365370483203124,1.113980784350648,51.56869065854326,50.5373168453724,-0.02,-40.00000000000003,0,0,SL,SL,5,HIGH,2019
ORCL,2019-02-07,2019-02-08,2019-02-15,-0.0202886681971556,0.0142089005632574,1.427884452201729,1.0614078376832896,0.0150878358310975,0.0548805721313023,0.0575880012137846,-0.0158728874409591,-0.0001992311085944,0.0207317819118217,1.0,-0.009532724635165,0.0365370483203124,1.113980784350648,44.88934829968033,46.3501091003418,0.0325413679634969,65.08273592699388,5,5,TIME,TIME,5,HIGH,2019
GE,2019-02-08,2019-02-11,2019-02-13,-0.0248511753393078,0.0524974766684298,0.4733784729552995,1.0419456988104612,0.0461767817483358,0.1831250726506035,-0.1437094627695323,-0.0771401899669674,-0.0372914764210829,0.0709605386314276,3.0,0.0012218434878539,0.0374434336388465,0.895207787133295,45.69777108498541,47.52568192838483,0.04,80.00000000000007,2,2,TP,TP,4,HIGH,2019
UNH,2019-02-08,2019-02-11,2019-02-19,-0.0263940276460046,0.0175748221584075,1.5018090884850337,1.2166130424021886,-0.0088068617022745,0.0071564301845745,0.0220389162150338,-0.016559923613366,-0.0253796744333886,-0.0229433583535699,4.0,0.0012218434878539,0.0374434336388465,0.895207787133295,229.78498335505355,238.97638268925567,0.04,80.00000000000006,5,5,TP,TP,4,HIGH,2019
WMT,2019-02-20,2019-02-21,2019-02-27,-0.0227005244794834,0.0187581755899778,1.210166968029233,2.0016427006816584,0.0284766797589912,0.0547703284346583,0.0868164503645301,0.0138042846195522,0.0300093699135319,0.0447700038887464,1.0,0.002015339762686,0.065705912932348,0.9773805925063976,29.73262691682359,29.13797437848712,-0.02,-40.00000000000004,4,4,SL,SL,4,HIGH,2019
CAT,2019-02-26,2019-02-27,2019-03-06,-0.0242557071910327,0.0217060424942441,1.1174633606040665,1.5501718897647023,0.0342981098298531,0.063392276656631,0.0127736979628074,-0.0064803847937598,0.0160531884998156,0.0701933481147492,3.0,-0.0007156686959202,0.063951334486842,0.7538262976092871,118.3746159917814,116.00712367194578,-0.02,-40.00000000000004,5,5,SL,SL,5,HIGH,2019
HD,2019-02-27,2019-02-28,2019-03-07,-0.0245887237649609,0.0168352778211693,1.46054754938716,1.89035704851396,-0.0187312663732007,0.0260260766448787,-0.0230664788551985,-0.0453247549300597,-0.0426376652557421,-0.0099723117384972,4.0,-0.0004296598939053,0.0622503432575889,0.7594945153681903,152.4198114928261,151.5149383544922,-0.0059367160310161,-11.873432062032396,5,5,TIME,TIME,4,HIGH,2019
LOW,2019-02-28,2019-03-01,2019-03-01,-0.0235087152167904,0.0210771497829603,1.1153650023304331,1.73940808055999,0.035726453866089,0.0933921134048823,0.0707602781762661,0.0007615029040024,-0.0040753323391417,0.0357775356196641,2.0,-0.0018622118411674,0.0586834240548859,0.9387675943622146,92.10602435841592,90.2639038712476,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2019
ADBE,2019-03-04,2019-03-05,2019-03-07,-0.0221582738802553,0.0192848066718241,1.1490016082260974,1.1179755567666845,-0.0021278629180099,0.0603490490074958,0.0375029980804635,-0.0180296323484943,-0.0017786384029189,-0.0049720889737037,2.0,-0.0036372963813834,0.0572140272404342,1.4476171523192716,259.0,253.82,-0.02,-40.00000000000004,2,2,SL,SL,4,HIGH,2019
CRM,2019-03-04,2019-03-05,2019-03-05,-0.0366498963230095,0.0231996289210706,1.5797621784253182,3.106881280946049,-0.0100895632624437,0.0614090475260538,0.1048556785540371,-0.0283225943361663,-0.0177243031754829,-0.0034579530920382,1.0,-0.0036372963813834,0.0572140272404342,1.4476171523192716,157.20035025748902,154.05634325233925,-0.0199999999999999,-39.999999999999815,0,0,SL,SL,4,HIGH,2019
MCD,2019-03-04,2019-03-05,2019-03-12,-0.024101816876403,0.0127097914370713,1.896318833848356,1.258133264860701,0.0132033037759007,0.0127959217229216,0.0749156182386736,-0.0088366679538977,-0.0047656425432265,0.0098331324412708,1.0,-0.0036372963813834,0.0572140272404342,1.4476171523192716,151.49495263083338,152.52671813964844,0.0068105602919279,13.621120583855896,5,5,TIME,TIME,5,HIGH,2019
AMZN,2019-03-07,2019-03-08,2019-03-11,-0.0257647199836966,0.0168323547003435,1.530666412535308,1.2410277722837966,-0.005791471208572,0.0041165171332524,-0.0586970413201513,-0.0413991698467617,-0.0084642949196922,0.0040199141405736,3.0,-0.0083651140504751,0.0331655050646464,1.2636999459946474,80.20050048828125,83.4085205078125,0.04,80.00000000000006,1,1,TP,TP,4,HIGH,2019
AVGO,2019-03-07,2019-03-08,2019-03-13,-0.0215218924809706,0.0207847790985071,1.0354640950943024,1.1950525548475086,-0.0393107147502325,0.0067166072628912,0.1116650938080872,-0.0341226062245223,-0.0357711671064295,-0.0549227940698713,3.0,-0.0083651140504751,0.0331655050646464,1.2636999459946474,21.590789164533653,22.454420731115,0.04,80.00000000000007,3,3,TP,TP,4,HIGH,2019
LLY,2019-03-11,2019-03-12,2019-03-13,-0.0252565937254878,0.0204338006158519,1.236020366465477,1.932679482739039,-0.0034313863086827,0.0361074793509399,0.1715978957983288,-0.0251026606455759,-0.0310686520307947,-0.0031477738113688,3.0,0.0145011912385299,0.040393161144141,0.8789269187595877,112.42417907714844,116.92114624023438,0.04,80.00000000000009,1,1,TP,TP,4,HIGH,2019
ADBE,2019-03-15,2019-03-18,2019-03-25,-0.0395980649514015,0.0259803180500684,1.524156281500841,3.69570723639038,-0.0106291488788784,0.0257611096415339,0.0296115802207042,-0.0243634518227393,0.0092250561123177,-0.0262111782575124,1.0,0.0049402977088408,0.0456958383150749,1.0829232254461187,257.1099853515625,262.2699890136719,0.0200692464551843,40.138492910368754,5,5,TIME,TIME,4,HIGH,2019
GE,2019-03-15,2019-03-18,2019-03-25,-0.0330096891937514,0.0520767839958566,0.6338657394123605,1.6676645352621666,-0.0009159499386015,0.0655634047357365,-0.0565077404211187,0.0204916590541592,0.0396659354181681,-0.0291576843806885,2.0,0.0049402977088408,0.0456958383150749,1.0829232254461187,48.15446093996613,47.62422180175781,-0.0110112153237341,-22.02243064746834,5,5,TIME,TIME,2,LOW,2019
META,2019-03-15,2019-03-18,2019-03-18,-0.0246223059798489,0.0233031678053025,1.0566076760708147,2.192117376039857,-0.002508959887141,0.0484731955577437,0.0040348717222327,-0.0345507709465274,-0.0213442384923274,0.0228002558381941,3.0,0.0049402977088408,0.0456958383150749,1.0829232254461187,162.1460942050335,158.90317232093284,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2019
META,2019-03-18,2019-03-19,2019-03-26,-0.0331969609500161,0.0259995549591815,1.276828045792869,2.0798922922619982,-0.0350340114913005,0.0100011007787239,-0.0284967960643586,-0.0744075105632833,-0.067414445781422,-0.0412262099089354,4.0,0.0036260668240422,0.0464386528592195,0.8481200309142108,160.0743004033197,166.4772724194525,0.04,80.00000000000007,5,5,TP,TP,4,HIGH,2019
BAC,2019-03-20,2019-03-21,2019-03-22,-0.0340640208521214,0.0192288496968043,1.7715059085298557,1.5594597989518066,-0.0163078354486941,0.0034736036450615,0.0068841335860538,-0.0225253182901798,-0.0221916822052886,-0.0069348180074325,3.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,23.87156329405776,23.394132028176603,-0.02,-40.00000000000004,1,1,SL,SL,4,HIGH,2019
GS,2019-03-20,2019-03-21,2019-03-22,-0.0338103278697844,0.0214704307525202,1.5747391498335768,1.8308496437236064,-0.0130911593447977,0.0003078563714984,-0.0757397255526325,-0.0198727864835318,-0.0148541138953111,-0.0021565300249204,2.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,162.17584742345736,158.9323304749882,-0.0200000000000001,-40.000000000000256,1,1,SL,SL,4,HIGH,2019
JPM,2019-03-20,2019-03-21,2019-03-22,-0.0213486313800475,0.014802388797644,1.4422423077716584,1.1943606727969502,-0.003142700269147,0.0082164870672314,-0.0227334956407923,-0.0190521110002995,0.0012451819430188,0.0077128556177776,2.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,84.54220216270731,82.85135811945317,-0.02,-40.00000000000004,1,1,SL,SL,4,HIGH,2019
MS,2019-03-20,2019-03-21,2019-03-22,-0.0209329564388899,0.0198034357148798,1.0570366041666892,1.4005893649580965,0.0163447035386941,0.021614784311621,-0.0441344358172398,-0.0069236643549116,0.0146194493434437,0.0338778778258355,2.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,33.93766816793252,33.25891480457387,-0.02,-40.00000000000004,1,1,SL,SL,5,HIGH,2019
ORCL,2019-03-20,2019-03-21,2019-03-28,-0.0259067177937136,0.0191190838561724,1.355018785868756,1.2794194548527824,-0.0006835033423671,0.0320904715697063,0.0875727132947186,-0.0056669541954437,-0.0079158720884663,0.0055394970194924,3.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,47.16562861467517,47.6675033569336,0.0106406880815381,21.28137616307635,5,5,TIME,TIME,4,HIGH,2019
UPS,2019-03-20,2019-03-21,2019-03-28,-0.0220210400892058,0.0190286796052326,1.1572552876002145,1.3388151497084264,-0.0173224826802533,0.020041243932549,-0.0145048778375919,-0.0146090456902621,-0.0265198893062946,-0.0085439359498082,3.0,-0.0030099985303,0.0389725016991477,1.1236919493105353,78.57594601092849,80.79546356201172,0.0282467811558326,56.49356231166536,5,5,TIME,TIME,4,HIGH,2019
AAPL,2019-03-22,2019-03-25,2019-03-25,-0.020708502097444,0.0198115956705876,1.045271791417988,1.4670462305487348,0.0604814429199584,0.1247736697715642,0.0086395078146641,0.024231770123098,0.0264881591639767,0.104909726611609,2.0,-0.0192463027782699,0.0265830611918571,1.566735209062183,45.59455455525224,44.68266346414719,-0.02,-40.00000000000004,0,0,SL,SL,4,HIGH,2019
AMZN,2019-03-22,2019-03-25,2019-04-01,-0.0299516837710109,0.0201855554884023,1.4838176629927151,1.380276771197921,0.0428616182164101,0.0620061665682836,0.0184655753031501,0.0016573910964918,0.0306069565096511,0.0888265240077856,1.0,-0.0192463027782699,0.0265830611918571,1.566735209062183,87.8895034790039,90.70950317382812,0.0320857392885134,64.17147857702687,5,5,TIME,TIME,4,HIGH,2019
GOOGL,2019-03-22,2019-03-25,2019-03-27,-0.0230396407825527,0.0168450031753615,1.367743332708405,1.0868309132069751,0.0301857044921105,0.0675263989186476,0.05920214803333,0.0043161215281251,0.0145762770610695,0.0501580077542738,2.0,-0.0192463027782699,0.0265830611918571,1.566735209062183,59.45083180443985,58.261815168351056,-0.0199999999999999,-39.999999999999815,2,2,SL,SL,4,HIGH,2019
