Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
BASE,10000.0,12414.762413998391,0.24147624139983903,0.027540226081600894,-0.2687992142292106,0.33082544495083943,1303,0.39217191097467385,1.853232858018706,-0.019999999999999934,1.0729885242964075,1.853232858018706,1.8691670793050035
