Strategy,Final,Return,CAGR,DD,Sharpe,Trades,WinRate,PF,Expectancy,SPY
BASE,12673.726700500429,0.26737267005004295,0.030208120462129173,-0.25303233263635805,0.3584096703328958,1301,0.3943120676402767,1.0801651514868282,2.0551319757881794,1.8691668937605468
SCORE5,11785.530102593631,0.1785530102593631,0.02084916348193455,-0.08236763987887952,0.4847725036694189,331,0.4622356495468278,1.2219410309088514,5.394350763122793,1.8691668937605468
SCORE5_SMA50_5,12003.829614025786,0.20038296140257872,0.023205136213203525,-0.045101008974900325,0.7811491596247447,162,0.5061728395061729,1.5878909868244382,12.369318605097384,1.8691668937605468
