Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
SCORE5,10000.0,11831.659304842351,0.18316593048423502,0.021350168674752146,-0.0823677506699867,0.49474204224927265,330,0.4636363636363636,5.550482741946508,-0.009672169601768789,1.2280512161127648,5.550482741946508,1.8691670793050035
