Date,Cash,Open_Positions,Equity,Daily_Return,Peak,Drawdown
2024-11-18,10398.650952911119,1,12998.3136911389,-0.0040000000000000036,13102.92746401157,-0.007984000000000102
2024-11-19,13102.30020066801,0,13102.30020066801,0.008000000000000007,13102.92746401157,-4.787200000011538e-05
2024-11-20,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-21,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-22,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-23,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-24,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-25,10481.840160534408,1,13102.30020066801,0.0,13102.92746401157,-4.787200000011538e-05
2024-11-26,5240.920080267202,3,13102.300200668009,-1.1102230246251565e-16,13102.92746401157,-4.78720000002264e-05
2024-11-27,10396.686354372629,1,13017.146394506231,-0.006499149375117863,13102.92746401157,-0.006546710247839149
2024-11-28,10396.686354372629,1,13017.146394506231,0.0,13102.92746401157,-0.006546710247839149
2024-11-29,7793.2570754713815,2,13017.146394506231,0.0,13102.92746401157,-0.006546710247839149
2024-11-30,7793.2570754713815,2,13017.146394506231,0.0,13102.92746401157,-0.006546710247839149
2024-12-01,7793.2570754713815,2,13017.146394506231,0.0,13102.92746401157,-0.006546710247839149
2024-12-02,10518.535517210328,1,13121.964796111575,0.00805233331704569,13121.964796111575,0.0
2024-12-03,10518.535517210328,1,13121.964796111575,0.0,13121.964796111575,0.0
2024-12-04,13226.101967267625,0,13226.101967267625,0.007936095910492602,13226.101967267625,0.0
2024-12-05,10580.8815738141,1,13226.101967267625,0.0,13226.101967267625,0.0
2024-12-06,13173.197559398555,0,13173.197559398555,-0.0039999999999998925,13226.101967267625,-0.0039999999999998925
2024-12-07,13173.197559398555,0,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-08,13173.197559398555,0,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-09,10538.558047518844,1,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-10,10538.558047518844,1,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-11,10538.558047518844,1,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-12,10538.558047518844,1,13173.197559398555,0.0,13226.101967267625,-0.0039999999999998925
2024-12-13,13120.504769160962,0,13120.504769160962,-0.0040000000000000036,13226.101967267625,-0.00798399999999988
2024-12-14,13120.504769160962,0,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-15,13120.504769160962,0,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-16,13120.504769160962,0,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-17,13120.504769160962,0,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-18,13120.504769160962,0,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-19,5248.201907664385,3,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-20,10391.439777175481,1,13015.540731007673,-0.008000000000000007,13226.101967267625,-0.015920127999999867
2024-12-21,10391.439777175481,1,13015.540731007673,0.0,13226.101967267625,-0.015920127999999867
2024-12-22,10391.439777175481,1,13015.540731007673,0.0,13226.101967267625,-0.015920127999999867
2024-12-23,10391.439777175481,1,13015.540731007673,0.0,13226.101967267625,-0.015920127999999867
2024-12-24,10496.40381532877,1,13120.504769160962,0.008064516129032251,13226.101967267625,-0.00798399999999988
2024-12-25,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-26,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-27,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-28,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-29,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-30,10496.40381532877,1,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2024-12-31,7872.302861496577,2,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2025-01-01,7872.302861496577,2,13120.504769160962,0.0,13226.101967267625,-0.00798399999999988
2025-01-02,13057.278592520383,0,13057.278592520383,-0.004818882943374958,13226.101967267625,-0.012764408981954856
2025-01-03,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-04,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-05,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-06,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-07,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-08,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-09,7834.36715551223,2,13057.278592520383,0.0,13226.101967267625,-0.012764408981954856
2025-01-10,12952.82036378022,0,12952.82036378022,-0.008000000000000007,13226.101967267625,-0.0206622937100992
2025-01-11,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-12,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-13,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-14,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-15,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-16,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-17,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-18,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-19,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-20,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-21,12952.82036378022,0,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-22,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-23,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-24,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-25,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-26,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-27,10362.256291024176,1,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-28,5181.128145512088,3,12952.82036378022,0.0,13226.101967267625,-0.0206622937100992
2025-01-29,7738.998294338973,2,12920.126439851061,-0.0025240776148320876,13226.101967267625,-0.023134218091906522
2025-01-30,10253.203101552655,1,12816.50387694082,-0.008020243717633102,13226.101967267625,-0.03096891974222571
2025-01-31,10335.228726365076,1,12919.035907956346,0.008000000000000007,13226.101967267625,-0.023216671100163566
2025-02-01,12867.35976432452,0,12867.35976432452,-0.004000000000000115,13226.101967267625,-0.02712380441576301
2025-02-02,12867.35976432452,0,12867.35976432452,0.0,13226.101967267625,-0.02712380441576301
2025-02-03,12867.35976432452,0,12867.35976432452,0.0,13226.101967267625,-0.02712380441576301
2025-02-04,12867.35976432452,0,12867.35976432452,0.0,13226.101967267625,-0.02712380441576301
2025-02-05,12867.35976432452,0,12867.35976432452,0.0,13226.101967267625,-0.02712380441576301
2025-02-06,10293.887811459615,1,12867.35976432452,0.0,13226.101967267625,-0.02712380441576301
2025-02-07,12815.89032526722,0,12815.89032526722,-0.0040000000000000036,13226.101967267625,-0.031015309198100027
2025-02-08,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-09,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-10,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-11,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-12,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-13,12815.89032526722,0,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-14,10252.712260213777,1,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-15,10252.712260213777,1,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-16,10252.712260213777,1,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-17,10252.712260213777,1,12815.89032526722,0.0,13226.101967267625,-0.031015309198100027
2025-02-18,12764.626763966153,0,12764.626763966153,-0.0039999999999998925,13226.101967267625,-0.03489124796130749
2025-02-19,10211.701411172922,1,12764.626763966153,0.0,13226.101967267625,-0.03489124796130749
2025-02-20,10211.701411172922,1,12764.626763966153,0.0,13226.101967267625,-0.03489124796130749
2025-02-21,5085.427302764115,3,12713.56825691029,-0.0039999999999998925,13226.101967267625,-0.03875168296946219
2025-02-22,10069.146059472947,1,12611.859710855006,-0.008000000000000118,13226.101967267625,-0.046441669505706606
2025-02-23,10069.146059472947,1,12611.859710855006,0.0,13226.101967267625,-0.046441669505706606
2025-02-24,7546.774117301946,2,12611.859710855006,0.0,13226.101967267625,-0.046441669505706606
2025-02-25,10018.698620629528,1,12561.412272011587,-0.0039999999999998925,13226.101967267625,-0.050255902827683774
2025-02-26,10018.698620629528,1,12561.412272011587,0.0,13226.101967267625,-0.050255902827683774
2025-02-27,4994.133711824894,3,12561.412272011587,0.0,13226.101967267625,-0.050255902827683774
2025-02-28,7571.254539439347,2,12595.819448243983,0.002739116867381153,13226.101967267625,-0.047654442751423276
