Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
SCORE4,10000.0,12052.362632719227,0.20523626327192268,0.023723828264492486,-0.15957813058404646,0.340813320454092,931,0.4103114930182599,2.204471141481462,-0.019999999999999893,1.085206282442548,2.204471141481462,1.8691670793050035
