Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
SCORE5,10000.0,11785.526267459825,0.1785526267459825,0.020849121757653633,-0.08236766213754643,0.4847717719212095,331,0.4622356495468278,5.394339176615729,-0.01029575024002265,1.2219405662809777,5.394339176615729,1.8691670793050035
