Ticker,Sector,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,PnL_$,PnL_%,Exit,Signal_Drop,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Distance_SMA50,Win,Drop_Abs,Drop_Group,ATR_Group,Volume_Group,SMA_Group,ATR_Pct_Group
AAPL,Technology,2025-01-03,2025-01-10,243.3600006103516,238.49280059814453,8.21461413770082,-39.98217003129352,-2.0000000000000018,SL,-2.623589215505562,1.918919054698308,1.367222452183134,1.1776303328749844,2.5655505277318635,False,2.623589215505562,> -4%,1 - 1.5 ATR,1 - 1.25x,> 20%,> 6%
AAPL,Technology,2025-09-11,2025-09-15,226.8800048828125,235.955205078125,8.77605793682374,79.64448270233666,4.000000000000004,TP,-3.225949486019408,1.9350826371107528,1.667086161672161,1.709741395897029,2.9698175015462347,True,3.225949486019408,> -4%,1.5 - 2 ATR,1.5 - 2x,> 20%,> 6%
AAPL,Technology,2025-10-13,2025-10-20,249.3800048828125,259.355205078125,8.04812304435563,80.28163856395517,4.000000000000004,TP,-3.452208016630665,1.8108334654231868,1.9064193823168012,1.1254517529074743,3.481244885862389,True,3.452208016630665,> -4%,1.5 - 2 ATR,1 - 1.25x,> 20%,> 6%
AAPL,Technology,2026-04-22,2026-04-29,267.82000732421875,270.1700134277344,7.553943829754825,17.751814105538035,0.8774572620598775,TIME,-2.5196757637106715,2.3078693102337144,1.0917757572050333,1.193027426671647,2.267589347074739,True,2.5196757637106715,> -4%,1 - 1.5 ATR,1 - 1.25x,> 20%,> 6%
AAPL,Technology,2026-06-10,2026-06-17,290.739990234375,295.95001220703125,6.970653238995555,36.3172565389343,1.7919867055289809,TIME,-3.644631040831148,2.464539303464253,1.4788285322567636,1.3891882016649937,2.6513725425394874,True,3.644631040831148,> -4%,1 - 1.5 ATR,1.25 - 1.5x,> 20%,> 6%
MSFT,Technology,2021-11-29,2021-12-02,334.94000244140625,328.24120239257815,5.971218682217201,-39.99999999999988,-1.999999999999991,SL,-2.4355629892974906,1.6097872066156296,1.5129720122561716,1.0235457534951768,5.05699722783326,False,2.4355629892974906,> -4%,1.5 - 2 ATR,1 - 1.25x,> 20%,> 6%
MSFT,Technology,2021-12-15,2021-12-17,328.6099853515625,322.03778564453125,6.061897351867942,-39.83999999999997,-2.0000000000000018,SL,-3.258691148346637,2.5942192293620323,1.256135607763578,1.5102367069623472,1.4803873215614605,False,3.258691148346637,> -4%,1 - 1.5 ATR,1.5 - 2x,> 20%,> 6%
MSFT,Technology,2022-04-07,2022-04-11,296.6600036621094,290.7268035888672,6.687898521904484,-39.680639999999926,-1.999999999999991,SL,-3.66057794135144,2.23038443909492,1.6412318330363198,1.3376411329050435,0.3104092068672459,False,3.66057794135144,> -4%,1.5 - 2 ATR,1.25 - 1.5x,> 20%,> 6%
MSFT,Technology,2022-08-23,2022-08-26,276.44000244140625,270.9112023925781,7.1483716341626415,-39.52191744000015,-2.000000000000013,SL,-2.9355212565627675,1.9151344019725631,1.5328016945125205,1.043305693468094,3.913974819818234,False,2.9355212565627675,> -4%,1.5 - 2 ATR,1 - 1.25x,> 20%,> 6%
MSFT,Technology,2022-12-16,2022-12-19,248.5500030517578,243.57900299072264,7.9186942842328,-39.3638297702401,-2.0000000000000018,SL,-3.191822826725954,2.978079182548309,1.071772317348106,1.3760680999000272,3.930326513880811,False,3.191822826725954,> -4%,1 - 1.5 ATR,1.25 - 1.5x,> 20%,> 6%
MSFT,Technology,2023-03-21,2023-03-28,274.8800048828125,275.2300109863281,7.131543538038278,2.496083765800812,0.1273305068751229,TIME,-2.576667458101811,2.572928434559815,1.001453217078164,1.3786350984118607,7.89770517728563,True,2.576667458101811,> -4%,1 - 1.5 ATR,1.25 - 1.5x,> 20%,> 6%
MSFT,Technology,2023-04-26,2023-04-28,296.70001220703125,308.5680126953125,6.608755843066475,78.4327175724446,4.000000000000004,TP,-2.253602524585896,2.1318077109330766,1.0571321761471209,1.7993150588002207,1.611728383843758,True,2.253602524585896,> -4%,1 - 1.5 ATR,1.5 - 2x,> 20%,> 6%
MSFT,Technology,2023-06-08,2023-06-13,323.94000244140625,336.8976025390625,6.101452330460818,79.06017931302416,4.000000000000004,TP,-3.086786148121468,2.064355734604522,1.4952782102319284,1.4224580267264384,6.427655638884633,True,3.086786148121468,> -4%,1 - 1.5 ATR,1.25 - 1.5x,> 20%,> 6%
MSFT,Technology,2023-07-21,2023-07-26,349.1499938964844,342.1669940185547,5.706190902236951,-39.84633037376403,-1.999999999999991,SL,-2.3121526882809107,2.5371774035711683,0.9113090338209984,1.265716821978501,4.742411210477826,False,2.3121526882809107,> -4%,0.5 - 1 ATR,1.25 - 1.5x,> 20%,> 6%
