Strategy,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Sharpe,Trades,Win_Rate,Avg_PnL,Median_PnL_Pct,Profit_Factor,Expectancy,SPY_BuyHold
BASE,10000.0,12373.981082806016,0.2373981082806016,0.027115663036319182,-0.2705870027867362,0.3271863389904255,1300,0.3930769230769231,1.8261392944661607,-0.019999999999999938,1.0720653735519827,1.8261392944661607,1.8691674503939892
