Ticker,Signal_Date,Entry_Date,exit_date,allocated_capital,pnl_pct,Score,Score_Level,Exit,exit_date_actual,pnl_dollars
MSFT,2019-05-07,2019-05-08,2019-05-15,1997.725256960837,0.0083421501184379,5,HIGH,TIME,2019-05-15,16.66532398896223
AMT,2019-05-20,2019-05-21,2019-05-29,1969.0947176472562,0.0082716611987105,5,HIGH,TIME,2019-05-29,16.28768437254862
MA,2019-05-23,2019-05-24,2019-06-03,1969.0947176472562,-0.02,5,HIGH,SL,2019-06-03,-39.381894352945125
UNH,2019-05-28,2019-05-29,2019-06-04,1972.3522545217656,-0.02,5,HIGH,SL,2019-06-04,-39.44704509043532
MCD,2019-06-10,2019-06-11,2019-06-18,1956.5864666330895,0.0109244707590097,4,HIGH,TIME,2019-06-18,21.374671642207293
NFLX,2019-06-25,2019-06-26,2019-07-01,1960.8614009615312,0.04,5,HIGH,TP,2019-07-01,78.43445603846125
AMT,2019-06-26,2019-06-27,2019-07-01,1960.8614009615303,-0.02,4,HIGH,SL,2019-07-01,-39.21722801923061
ADBE,2019-06-25,2019-06-26,2019-07-03,1960.8614009615312,0.04,5,HIGH,TP,2019-07-03,78.43445603846125
MSFT,2019-06-25,2019-06-26,2019-07-03,1960.8614009615312,0.0231481290016613,5,HIGH,TIME,2019-07-03,45.39027266383583
DUK,2019-06-26,2019-06-27,2019-07-05,1960.8614009615312,0.0182808458944463,5,HIGH,TIME,2019-07-05,35.84620509134582
AVGO,2019-07-03,2019-07-05,2019-07-08,2000.6390333241056,-0.02,5,HIGH,SL,2019-07-08,-40.012780666482115
PFE,2019-07-11,2019-07-12,2019-07-12,1992.6364771908093,-0.02,4,HIGH,SL,2019-07-13,-39.85272954381619
AAPL,2019-07-08,2019-07-09,2019-07-16,1992.6364771908093,0.0266065053441424,5,HIGH,TIME,2019-07-16,53.01709307931036
GE,2019-07-08,2019-07-09,2019-07-16,1992.6364771908093,0.0256917355469736,4,HIGH,TIME,2019-07-16,51.19428941323936
PLD,2019-07-11,2019-07-12,2019-07-16,1992.6364771908093,-0.02,5,HIGH,SL,2019-07-16,-39.85272954381619
UNH,2019-07-18,2019-07-19,2019-07-22,1997.5376618717928,-0.02,5,HIGH,SL,2019-07-22,-39.950753237435855
UPS,2019-07-17,2019-07-18,2019-07-24,1997.5376618717928,0.04,4,HIGH,TP,2019-07-24,79.90150647487171
BA,2019-07-18,2019-07-19,2019-07-24,1997.5376618717928,-0.02,4,HIGH,SL,2019-07-24,-39.950753237435855
BA,2019-07-24,2019-07-25,2019-07-25,1997.5376618717928,-0.0199999999999999,4,HIGH,SL,2019-07-26,-39.950753237435656
CRM,2019-07-29,2019-07-30,2019-08-01,1989.5475112243057,-0.0200000000000001,4,HIGH,SL,2019-08-01,-39.790950224486316
LOW,2019-07-31,2019-08-01,2019-08-01,1981.5893211794087,-0.02,4,HIGH,SL,2019-08-02,-39.631786423588174
MA,2019-07-31,2019-08-01,2019-08-02,1981.5893211794087,-0.0200000000000001,4,HIGH,SL,2019-08-02,-39.63178642358837
ORCL,2019-07-31,2019-08-01,2019-08-02,1981.5893211794087,-0.02,4,HIGH,SL,2019-08-02,-39.631786423588174
GS,2019-08-01,2019-08-02,2019-08-02,1910.252105616949,-0.02,4,HIGH,SL,2019-08-03,-38.20504211233898
KO,2019-07-31,2019-08-01,2019-08-05,1981.5893211794087,-0.02,5,HIGH,SL,2019-08-05,-39.631786423588174
MSFT,2019-07-31,2019-08-01,2019-08-05,1981.5893211794091,-0.02,4,HIGH,SL,2019-08-05,-39.63178642358818
AAPL,2019-08-01,2019-08-02,2019-08-05,1957.8102493252559,-0.0200000000000001,5,HIGH,SL,2019-08-05,-39.156204986505315
BAC,2019-08-01,2019-08-02,2019-08-05,1957.8102493252559,-0.02,4,HIGH,SL,2019-08-05,-39.15620498650512
MRK,2019-08-14,2019-08-15,2019-08-21,1918.6540443387505,0.04,4,HIGH,TP,2019-08-21,76.74616177355003
MRK,2019-08-23,2019-08-26,2019-09-03,1934.0032766934605,0.0148745775376912,4,HIGH,TIME,2019-09-03,28.767481697325728
AMT,2019-09-05,2019-09-06,2019-09-09,1939.7567730329258,-0.02,4,HIGH,SL,2019-09-09,-38.795135460658514
BA,2019-09-03,2019-09-04,2019-09-11,1939.7567730329258,0.04,5,HIGH,TP,2019-09-11,77.59027092131703
MA,2019-09-09,2019-09-10,2019-09-10,1931.9977459407944,-0.02,5,HIGH,SL,2019-09-11,-38.63995491881589
V,2019-09-09,2019-09-10,2019-09-10,1931.9977459407944,-0.0199999999999999,5,HIGH,SL,2019-09-11,-38.6399549188157
AMT,2019-09-09,2019-09-10,2019-09-10,1931.9977459407944,-0.02,4,HIGH,SL,2019-09-11,-38.63995491881589
