Ticker,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Entry_Value,Exit_Value,PnL,PnL_Pct,Score,Signal_Drop,Exit_Reason,Holding_Days,Distance_SMA20,Distance_SMA50,Distance_SMA200,Return_3D,Return_5D,Return_10D,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Negative_Days_5,SPY_Return,SPY_Distance_SMA50,SPY_Volume_Ratio
ABBV,2018-03-15,2018-03-16,2018-03-19,80.29450624226276,78.6886161174175,24.908304361018743,2000.0,1960.0,-40.0,-0.02,4,-0.033714642616050616,SL,0,-0.019105151288785316,0.030640554649176366,,-0.028487191246805987,-0.01777645504620029,0.009574637021853016,0.028769040022112363,1.17190711230326,1.0293646253756692,3.0,-0.001089827700273549,0.001947735139643747,0.801885473189126
NVDA,2018-03-19,2018-03-20,2018-03-20,5.9576503786214134,6.19595639376627,334.3600032570129,1992.0,2071.6800000000003,79.68000000000029,0.04000000000000015,4,-0.03784713677505991,TP,0,-0.011270892079504491,0.020523445033522325,,-0.03111681660262855,-0.035073711920002526,0.022703357336674834,0.03213692454634416,1.1776838421635878,1.1964653772450111,2.0,-0.013530190515280038,-0.010882306379688456,1.0818859804652377
CRM,2018-03-21,2018-03-22,2018-03-22,118.35245103388294,115.98540201320529,16.96573228910275,2007.936,1967.77728,-40.1587199999999,-0.019999999999999952,4,-0.02733382834506659,SL,0,-0.007037314743612022,0.05329289564169537,,-0.03389699763640286,-0.049144458469936314,-0.02896372398893754,0.021111633270154393,1.2947282664154904,1.994993674804188,4.0,-0.0019197046443102384,-0.010828818489337477,0.7982451701155205
AMZN,2018-03-27,2018-03-28,2018-03-28,72.3499984741211,70.90299850463867,27.64207737634365,1999.9042560000003,1959.9061708800004,-39.998085119999814,-0.019999999999999903,4,-0.037799009933227934,SL,0,-0.03358174131886438,0.022639829995664273,,-0.03098543890499239,-0.056387914922953475,-0.057380093725236114,0.025066437727925005,1.5079529984876288,1.2887202000944502,4.0,-0.017011801476503607,-0.043223781316893195,1.188081442407129
AAPL,2018-04-19,2018-04-20,2018-04-20,40.00712620479609,39.20698368070016,49.78874585441254,1991.9046389760006,1952.0665461964802,-39.838092779520366,-0.020000000000000177,5,-0.028339921364383236,SL,0,0.008659434803182098,0.0025932602249656433,,-0.017176623604678087,-0.007695102151271338,0.0,0.02063907400635416,1.3731198093314754,1.0927644943835746,2.0,-0.005547406298644697,0.004008241030206472,0.6837311167747354
ADBE,2018-04-24,2018-04-25,2018-04-25,218.16000366210938,213.7968035888672,9.09395391967841,1983.937020420096,1944.258280011694,-39.678740408401836,-0.01999999999999996,4,-0.032889496501280924,SL,0,-0.01873673371365525,0.007260557144006086,,-0.042746665215108615,-0.05740614320052506,-0.029572883025645313,0.0271401719009043,1.2118381792631556,1.1222424034485505,4.0,-0.013467415214303502,-0.01897478576518863,1.0877106583947
MSFT,2018-04-24,2018-04-25,2018-04-25,85.66995313632209,83.95655407359565,23.140076190630072,1982.409242822201,1942.7610579657571,-39.64818485644378,-0.01999999999999988,4,-0.023387595445523934,SL,0,0.005762210177943761,0.003564394245627156,,-0.03110998838864054,-0.03070667205890032,0.0025840949074740216,0.023479688666258755,0.9960777494947298,1.050961502166774,3.0,-0.013467415214303502,-0.01897478576518863,1.0877106583947
NFLX,2018-04-24,2018-04-25,2018-04-25,30.636999130249023,30.02425914764404,64.56905812097705,1978.2021774933723,1938.638133943505,-39.56404354986739,-0.019999999999999973,4,-0.03661865248022356,SL,0,0.007508230875486355,0.01592010855903303,,-0.07718667743083185,-0.08641312312200844,0.030026519998269663,0.04076515997122035,0.8982830560722889,1.0109902584526316,5.0,-0.013467415214303502,-0.01897478576518863,1.0877106583947
XOM,2018-04-27,2018-04-30,2018-05-01,53.51200858829543,52.44176841652952,36.63026072779288,1960.1588266571534,1920.9556501240104,-39.20317653314305,-0.01999999999999999,5,-0.03796655772372226,SL,0,0.004383506810468063,0.023119206257526725,,-0.007147549317990998,-0.015316395324443621,-0.0006420867111739392,0.02077927306827323,1.8271359926296642,1.2073058146662825,2.0,0.0009386781214866247,-0.0055281815692179714,0.595460735938855
LLY,2018-04-30,2018-05-01,2018-05-01,71.78807329412021,70.3523118282378,27.237507562457818,1955.3281892428754,1916.2216254580178,-39.1065637848576,-0.020000000000000046,5,-0.020065210197117822,SL,0,0.01830108819988263,0.03216040712687929,,-0.0008627234161987518,0.010847787570503531,0.01185721851988486,0.017603788187786802,1.1398234279505084,1.3668019302478613,2.0,-0.0076906566046068825,-0.012628868171507546,0.9069992046044869
