Window,Feature,Train_Start,Train_End,Test_Start,Test_End,Bucket,Train_Trades,Train_Avg,Test_Trades,Test_Avg,Test_Win_Rate
4,Return_10D,2021-01-01,2024-01-01,2024-01-01,2025-01-01,1,153,-0.0013650619700070435,48,0.85236447263436,50.0
4,Return_10D,2021-01-01,2024-01-01,2024-01-01,2025-01-01,2,153,-0.19733871189413854,55,0.5132539959543312,45.45454545454545
4,Return_10D,2021-01-01,2024-01-01,2024-01-01,2025-01-01,3,152,0.28486381512973147,45,0.4698377803246336,53.333333333333336
4,Return_10D,2021-01-01,2024-01-01,2024-01-01,2025-01-01,4,153,0.13130717315452672,47,0.06057704491027786,40.42553191489361
4,SPY_Return,2021-01-01,2024-01-01,2024-01-01,2025-01-01,1,154,-0.45787955770819344,39,0.6193180255702974,51.28205128205128
4,SPY_Return,2021-01-01,2024-01-01,2024-01-01,2025-01-01,2,153,0.39606088923138044,46,-0.1448397725197359,34.78260869565217
4,SPY_Return,2021-01-01,2024-01-01,2024-01-01,2025-01-01,3,151,0.17355339928858843,60,0.868812617290161,56.666666666666664
4,SPY_Return,2021-01-01,2024-01-01,2024-01-01,2025-01-01,4,153,0.10913197734138066,52,0.3752452921266477,42.30769230769231
4,SPY_Distance_SMA50,2021-01-01,2024-01-01,2024-01-01,2025-01-01,1,153,-0.2159599352182508,34,0.692688081916939,52.94117647058824
4,SPY_Distance_SMA50,2021-01-01,2024-01-01,2024-01-01,2025-01-01,2,154,0.2950832800572905,35,0.07500631503501726,40.0
4,SPY_Distance_SMA50,2021-01-01,2024-01-01,2024-01-01,2025-01-01,3,151,0.056645657622324534,77,0.7568890756048807,51.94805194805194
4,SPY_Distance_SMA50,2021-01-01,2024-01-01,2024-01-01,2025-01-01,4,153,0.07864817418134727,51,0.0916708050265044,39.21568627450981
4,SPY_Volume_Ratio,2021-01-01,2024-01-01,2024-01-01,2025-01-01,1,153,0.19516072116525568,50,0.4523944474489171,46.0
4,SPY_Volume_Ratio,2021-01-01,2024-01-01,2024-01-01,2025-01-01,2,153,0.2850429756099777,50,0.6102213337517548,48.0
4,SPY_Volume_Ratio,2021-01-01,2024-01-01,2024-01-01,2025-01-01,3,155,-0.1509251077042112,52,-0.2199290658462786,36.53846153846153
4,SPY_Volume_Ratio,2021-01-01,2024-01-01,2024-01-01,2025-01-01,4,150,-0.11393435947540324,28,1.713240259058061,60.71428571428571
5,Signal_Drop,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.4035883725194006,59,-0.0963771047406122,33.89830508474576
5,Signal_Drop,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,-0.0027636024109336976,57,0.41103881638235396,45.614035087719294
5,Signal_Drop,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,-0.034716388310418234,39,0.17094261521956539,41.02564102564102
5,Signal_Drop,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.3212251445564036,40,-0.05675668844056899,40.0
5,ATR_Pct,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.3026033981015875,48,-0.19774206294415025,35.41666666666667
5,ATR_Pct,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,-0.04066500598708725,48,0.17188771746400494,39.58333333333333
5,ATR_Pct,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.052512988698210236,60,0.12876111075423635,41.66666666666667
5,ATR_Pct,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.3736192621433318,41,0.30226246196134404,41.46341463414634
5,Drop_ATR_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.30813580571768795,45,0.23866532211332825,42.22222222222222
5,Drop_ATR_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,-0.1405717573302032,48,0.2712215381324498,41.66666666666667
5,Drop_ATR_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.28379168659339404,46,-0.1562601600567582,36.95652173913043
5,Drop_ATR_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.23667452543781964,58,0.03977263861682452,37.93103448275862
5,Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,-0.21806243368535835,48,0.3365937002432004,45.83333333333333
5,Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,0.06382433726468102,41,0.3318188493990873,46.34146341463415
5,Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.19715052528550703,66,0.022663884424247483,37.878787878787875
5,Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.648958694615205,42,-0.2947492334860531,28.57142857142857
5,Distance_SMA20,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.04607613321256707,39,-0.15229039307847522,33.33333333333333
5,Distance_SMA20,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,0.09887290168848353,48,0.3232401854255114,43.75
5,Distance_SMA20,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.3559970301599095,66,0.17840423436804573,43.93939393939394
5,Distance_SMA20,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.18899703968259318,44,-0.056215091728016524,34.090909090909086
5,Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.08152793608345428,41,0.37829263265241464,43.90243902439025
5,Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,0.22313602300819707,60,-0.2451621809866823,33.33333333333333
5,Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.028033067652134418,41,-0.5825562271695062,31.70731707317073
5,Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.3569873057160384,54,0.7029992080930368,48.148148148148145
5,Distance_SMA200,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.18459645260100582,55,0.5261168991058174,49.09090909090909
5,Distance_SMA200,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,-0.04524228453000376,47,-0.2551376720441322,31.914893617021278
5,Distance_SMA200,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.6213936368249173,47,-0.22606949541366528,38.297872340425535
5,Distance_SMA200,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,-0.07181579737417937,48,0.26161930046497534,37.5
5,Return_3D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.18416432093805024,54,0.5048196254553099,48.148148148148145
5,Return_3D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,0.0750369247495908,43,-0.03973722092432628,37.2093023255814
5,Return_3D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.12315400983903053,54,-0.24867361612025846,33.33333333333333
5,Return_3D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.3065799062407834,46,0.14683119561468608,39.130434782608695
5,Return_5D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.03845851208560561,51,0.4560779998499525,45.09803921568628
5,Return_5D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,0.19218105817330894,39,0.28787759412059716,46.15384615384615
5,Return_5D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,-0.019468321439592703,56,-0.18770585937562956,35.714285714285715
5,Return_5D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.47882745899815105,51,-0.09996582422339831,33.33333333333333
5,Return_10D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.1950205264426246,32,0.30637523972134917,40.625
5,Return_10D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,137,-0.09638461997125448,55,-0.14168632448579166,34.54545454545455
5,Return_10D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,137,0.4153484411561618,59,0.35228824118206936,47.45762711864407
5,Return_10D,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.17487157176397725,51,-0.07684013826440032,35.294117647058826
5,SPY_Return,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,-0.4059282721351888,38,-0.027200995658152663,39.473684210526315
5,SPY_Return,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,138,0.1876181350115949,26,-0.387701750404515,30.76923076923077
5,SPY_Return,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,136,0.583490177341727,46,0.6233620409023964,50.0
5,SPY_Return,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.3309519437055507,84,-0.055754184920961486,35.714285714285715
5,SPY_Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,140,-0.050614533391740234,26,-0.3832542389424193,30.76923076923077
5,SPY_Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,139,-0.08832643704768367,71,0.004113947587444203,38.028169014084504
5,SPY_Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,133,0.6135136616810375,42,0.09705718585329426,40.476190476190474
5,SPY_Distance_SMA50,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,137,0.2360173277662266,55,0.4449734023741507,45.45454545454545
5,SPY_Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,1,138,0.49005268257379725,40,0.33437490203229403,42.5
5,SPY_Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,2,138,0.5782701002437701,61,-0.37301443905917203,32.78688524590164
5,SPY_Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,3,139,-0.35532939926671575,45,0.2840333374388137,40.0
5,SPY_Volume_Ratio,2022-01-01,2025-01-01,2025-01-01,2025-12-20,4,134,-0.025891612296055508,47,0.3718043301956045,46.808510638297875
