Ticker,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Entry_Value,Exit_Value,PnL,PnL_Pct,Score,Signal_Drop,Exit_Reason,Holding_Days,Distance_SMA20,Distance_SMA50,Distance_SMA200,Return_3D,Return_5D,Return_10D,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Negative_Days_5,SPY_Return,SPY_Distance_SMA50,SPY_Volume_Ratio
ABBV,2018-03-15,2018-03-16,2018-03-19,80.294490825129,78.68860100862642,24.908309143596675,2000.0,1960.0,-40.0,-0.02,4,-0.03371418679925409,SL,0,-0.019104810595620747,0.0306409260502003,,-0.02848655318160176,-0.017776173499409076,0.009575117410285161,0.028769070721520105,1.171890017776448,1.0293646253756692,3.0,-0.001089764496974066,0.001947923973448118,0.801885473189126
NVDA,2018-03-19,2018-03-20,2018-03-20,5.957651760642879,6.195957831068594,334.35992569412065,1992.0,2071.6800000000003,79.68000000000029,0.04000000000000015,4,-0.03784736208374262,TP,0,-0.011270967340441196,0.020523354972608265,,-0.031116894188485733,-0.03507364007121416,0.02270319168608559,0.0321369556113908,1.1776897146513714,1.1964653772450111,2.0,-0.013530190515280038,-0.010882255034990962,1.0818859804652377
CRM,2018-03-21,2018-03-22,2018-03-22,118.35244325195218,115.98539438691313,16.96573340463658,2007.9360000000004,1967.7772800000002,-40.15872000000013,-0.020000000000000063,4,-0.027333766313521024,SL,0,-0.007037257705692412,0.053292964230257756,,-0.03389699554790793,-0.049144455489788186,-0.02896360192738523,0.021111627650446083,1.2947256727949854,1.994993674804188,4.0,-0.0019195771052286092,-0.01082877714946473,0.7982451701155205
AMZN,2018-03-22,2018-03-23,2018-03-23,76.95050048828125,75.41149047851562,25.989489909874784,1999.9042560000003,1959.90617088,-39.99808512000027,-0.020000000000000132,3,-0.023352257063312565,SL,0,-0.0022110480659538467,0.0657103701154147,,-6.419846293126419e-06,-0.02363611887182626,-0.004472054330907582,0.01862831949807598,1.2535890350025667,1.2371464949701654,4.0,-0.024996991291388992,-0.03486492917056894,1.480206038738514
CRM,2018-03-22,2018-03-23,2018-03-23,116.0030899271465,113.68302812860357,17.142748703595085,1988.611819461615,1948.8395830723825,-39.772236389232376,-0.02000000000000004,3,-0.03007393980696782,SL,0,-0.038875722701707915,0.020046620206713328,,-0.0555289383649159,-0.07215844894273826,-0.06584360092490482,0.021506017939982854,1.398396480970842,1.414801507243905,4.0,-0.024996991291388992,-0.03486492917056894,1.480206038738514
MA,2018-03-22,2018-03-23,2018-03-23,167.9278098824742,164.56925368482473,11.77021450665365,1976.5463439492742,1937.0154170702885,-39.53092687898561,-0.020000000000000063,3,-0.028935095489800666,SL,0,-0.018926075825281163,0.018098705910612134,,-0.028020689413674305,-0.03000819762196416,-0.02080889617173609,0.019016971096343184,1.5215406987374904,1.208218185923995,3.0,-0.024996991291388992,-0.03486492917056894,1.480206038738514
AMZN,2018-03-23,2018-03-26,2018-03-26,76.5,74.97,25.830640605521005,1976.0440063223568,1936.5231261959098,-39.52088012644708,-0.019999999999999973,3,-0.03194990354365934,SL,0,-0.03395179770058043,0.028238959089070592,,-0.05732709636068878,-0.04843224795881851,-0.05277763120331325,0.019686356830085287,1.6229464811301464,1.513876571597134,4.0,-0.021314591177344577,-0.054399636648583494,1.7470280453825142
ADBE,2018-03-23,2018-03-26,2018-03-26,218.8300018310547,227.58320190429689,9.060566602425473,1982.723806199159,2062.0327584471256,79.30895224796654,0.04000000000000009,2,-0.02494104794776142,TP,0,-0.009430247555641036,0.04933261160897384,,-0.06411314788917977,-0.04668587291874482,-0.027542835335714444,0.026914461012843796,0.9266783360758869,1.2412711388284299,4.0,-0.021314591177344577,-0.054399636648583494,1.7470280453825142
AMZN,2018-03-27,2018-03-28,2018-03-28,72.3499984741211,70.90299850463867,27.42227591692789,1984.0016207466606,1944.3215883317273,-39.680032414933294,-0.020000000000000042,4,-0.037799009933227934,SL,0,-0.03358174131886438,0.022639829995664273,,-0.03098543890499239,-0.056387914922953475,-0.057380093725236114,0.025066437727925005,1.5079529984876288,1.2887202000944502,4.0,-0.01701173950942836,-0.043223871947000614,1.188081442407129
COP,2018-04-02,2018-04-03,2018-04-05,44.4327068639434,46.21001513850114,44.47322150132669,1976.0656142636738,2055.1082388342206,79.04262457054688,0.039999999999999966,3,-0.020239384609594402,TP,1,0.04080641821056874,0.03501842632041874,,-0.017754587429621882,0.006061926474540957,0.05752796746854649,0.0270638999651331,0.7478369575585617,1.0185234862397943,2.0,-0.021584400234908818,-0.05109662470686238,1.6982129347341446
