Ticker,Signal_Date,Entry_Date,exit_date,allocated_capital,pnl_pct,Score,Score_Level,Exit,exit_date_actual,pnl_dollars
AMT,2018-10-26,2018-10-29,2018-10-30,2000.0,0.04,5,HIGH,TP,2018-10-30,80.0
AMT,2018-10-31,2018-11-01,2018-11-01,2016.0,-0.02,4,HIGH,SL,2018-11-02,-40.32
DUK,2018-10-26,2018-10-29,2018-11-05,2000.0,0.0181507922724326,5,HIGH,TIME,2018-11-05,36.3015845448652
WMT,2018-10-31,2018-11-01,2018-11-07,2016.0,0.04,4,HIGH,TP,2018-11-07,80.64
ORCL,2018-11-19,2018-11-20,2018-11-27,2031.3243169089733,-0.0200000000000001,4,HIGH,SL,2018-11-27,-40.626486338179674
AMT,2018-11-20,2018-11-21,2018-11-29,2031.3243169089733,0.013326849446648,5,HIGH,TIME,2018-11-29,27.071153348760976
KO,2018-11-20,2018-11-21,2018-11-29,2031.3243169089737,0.0027891384250613,5,HIGH,TIME,2018-11-29,5.665644706052216
JNJ,2018-11-21,2018-11-23,2018-11-29,2031.3243169089737,0.04,4,HIGH,TP,2018-11-29,81.25297267635895
PEP,2018-12-03,2018-12-04,2018-12-06,2045.996973787572,-0.0200000000000001,4,HIGH,SL,2018-12-06,-40.91993947575165
UNH,2018-12-04,2018-12-06,2018-12-06,2037.812985892422,-0.02,4,HIGH,SL,2018-12-07,-40.75625971784844
PLD,2018-12-04,2018-12-06,2018-12-06,2037.812985892422,-0.0200000000000001,3,MEDIUM,SL,2018-12-07,-40.75625971784864
MSFT,2018-12-04,2018-12-06,2018-12-11,2037.812985892422,0.04,4,HIGH,TP,2018-12-11,81.51251943569687
PFE,2018-12-07,2018-12-10,2018-12-10,2021.5104820052825,-0.02,3,MEDIUM,SL,2018-12-11,-40.43020964010565
PLD,2018-12-07,2018-12-10,2018-12-10,2021.5104820052825,-0.02,3,MEDIUM,SL,2018-12-11,-40.43020964010565
MRK,2018-12-14,2018-12-17,2018-12-18,2021.6409020363799,-0.02,5,HIGH,SL,2018-12-18,-40.4328180407276
LLY,2018-12-14,2018-12-17,2018-12-17,2021.6409020363799,-0.02,4,HIGH,SL,2018-12-18,-40.4328180407276
PEP,2018-12-14,2018-12-17,2018-12-18,2021.6409020363799,-0.02,4,HIGH,SL,2018-12-18,-40.4328180407276
KO,2018-12-17,2018-12-18,2018-12-19,1997.381211211943,-0.0199999999999999,4,HIGH,SL,2018-12-19,-39.94762422423866
DUK,2018-12-17,2018-12-18,2018-12-20,1997.381211211943,-0.02,4,HIGH,SL,2018-12-20,-39.947624224238865
NEE,2018-12-17,2018-12-18,2018-12-20,1997.381211211943,-0.02,4,HIGH,SL,2018-12-20,-39.947624224238865
TSLA,2018-12-18,2018-12-19,2018-12-19,1989.3916863670956,-0.02,3,MEDIUM,SL,2018-12-20,-39.78783372734191
AMT,2018-12-17,2018-12-18,2018-12-21,1997.381211211943,-0.02,4,HIGH,SL,2018-12-21,-39.947624224238865
AVGO,2018-12-19,2018-12-20,2018-12-20,1965.4550699319316,-0.0199999999999999,4,HIGH,SL,2018-12-21,-39.30910139863843
ABBV,2019-01-02,2019-01-03,2019-01-03,1949.6037248073562,-0.02,4,HIGH,SL,2019-01-04,-38.992074496147126
AMD,2019-01-09,2019-01-10,2019-01-10,1941.8053099081267,-0.0200000000000001,3,MEDIUM,SL,2019-01-11,-38.83610619816273
AMD,2019-01-10,2019-01-11,2019-01-11,1934.0380886684943,0.04,4,HIGH,TP,2019-01-12,77.36152354673978
ABBV,2019-01-09,2019-01-10,2019-01-14,1941.8053099081267,-0.02,4,HIGH,SL,2019-01-14,-38.83610619816253
LOW,2019-01-15,2019-01-16,2019-01-17,1941.74317213821,-0.02,4,HIGH,SL,2019-01-17,-38.8348634427642
NFLX,2019-01-18,2019-01-22,2019-01-22,1933.976199449657,-0.0200000000000001,3,MEDIUM,SL,2019-01-23,-38.67952398899334
MS,2019-01-22,2019-01-23,2019-01-23,1926.2402946518587,-0.0200000000000001,4,HIGH,SL,2019-01-24,-38.52480589303737
CAT,2019-01-22,2019-01-23,2019-01-23,1926.2402946518587,-0.02,3,MEDIUM,SL,2019-01-24,-38.524805893037176
COP,2019-01-22,2019-01-23,2019-01-28,1926.2402946518587,-0.0200000000000001,4,HIGH,SL,2019-01-28,-38.52480589303737
LLY,2019-01-18,2019-01-22,2019-01-29,1933.976199449657,0.0001731126191732,4,HIGH,TIME,2019-01-29,0.3347956853053612
BAC,2019-01-31,2019-02-01,2019-02-07,1903.1923702530971,-0.02,4,HIGH,SL,2019-02-07,-38.06384740506194
GS,2019-01-31,2019-02-01,2019-02-07,1903.1923702530971,-0.02,4,HIGH,SL,2019-02-07,-38.06384740506194
AMD,2019-02-05,2019-02-06,2019-02-07,1903.1923702530971,-0.02,3,MEDIUM,SL,2019-02-07,-38.06384740506194
COP,2019-02-07,2019-02-08,2019-02-08,1880.35406181006,-0.02,5,HIGH,SL,2019-02-09,-37.6070812362012
GE,2019-02-08,2019-02-11,2019-02-13,1872.8326455628203,0.04,4,HIGH,TP,2019-02-13,74.91330582251281
GOOGL,2019-02-06,2019-02-07,2019-02-14,1880.35406181006,0.0156320915235157,4,HIGH,TIME,2019-02-14,29.393866790829357
ORCL,2019-02-07,2019-02-08,2019-02-15,1880.3540618100606,0.0325413679634969,5,HIGH,TIME,2019-02-15,61.189293427017176
UNH,2019-02-08,2019-02-11,2019-02-19,1872.8326455628203,0.04,4,HIGH,TP,2019-02-19,74.91330582251281
WMT,2019-02-20,2019-02-21,2019-02-27,1920.9145999353943,-0.02,4,HIGH,SL,2019-02-27,-38.418291998707886
LOW,2019-02-28,2019-03-01,2019-03-01,1913.230941535653,-0.02,4,HIGH,SL,2019-03-02,-38.26461883071306
CAT,2019-02-26,2019-02-27,2019-03-06,1913.230941535653,-0.02,5,HIGH,SL,2019-03-06,-38.26461883071306
CRM,2019-03-04,2019-03-05,2019-03-05,1890.272170237224,-0.0199999999999999,4,HIGH,SL,2019-03-06,-37.80544340474429
HD,2019-02-27,2019-02-28,2019-03-07,1913.230941535653,-0.0059367160310161,4,HIGH,TIME,2019-03-07,-11.358308801650738
ADBE,2019-03-04,2019-03-05,2019-03-07,1905.5780177695103,-0.02,4,HIGH,SL,2019-03-07,-38.11156035539021
AMZN,2019-03-07,2019-03-08,2019-03-11,1880.4700314910108,0.04,4,HIGH,TP,2019-03-11,75.21880125964043
MCD,2019-03-04,2019-03-05,2019-03-12,1905.5780177695103,0.0068105602919279,5,HIGH,TIME,2019-03-12,12.978053980991705
AVGO,2019-03-07,2019-03-08,2019-03-13,1880.4700314910108,0.04,4,HIGH,TP,2019-03-13,75.21880125964043
LLY,2019-03-11,2019-03-12,2019-03-13,1898.1094025391374,0.04,4,HIGH,TP,2019-03-13,75.9243761015655
META,2019-03-15,2019-03-18,2019-03-18,1928.3380380113786,-0.02,4,HIGH,SL,2019-03-19,-38.566760760227574
MS,2019-03-20,2019-03-21,2019-03-22,1920.624685859333,-0.02,5,HIGH,SL,2019-03-22,-38.41249371718666
BAC,2019-03-20,2019-03-21,2019-03-22,1920.624685859333,-0.02,4,HIGH,SL,2019-03-22,-38.41249371718666
GS,2019-03-20,2019-03-21,2019-03-22,1912.9113337072868,-0.0200000000000001,4,HIGH,SL,2019-03-22,-38.25822667414593
ADBE,2019-03-15,2019-03-18,2019-03-25,1928.3380380113786,0.0200692464551843,4,HIGH,TIME,2019-03-25,38.70029133375691
META,2019-03-18,2019-03-19,2019-03-26,1920.624685859333,0.04,4,HIGH,TP,2019-03-26,76.82498743437333
AAPL,2019-03-22,2019-03-25,2019-03-25,1905.3481013043806,-0.02,4,HIGH,SL,2019-03-26,-38.106962026087615
MA,2019-03-22,2019-03-25,2019-04-01,1905.3481013043806,0.04,5,HIGH,TP,2019-04-01,76.21392405217523
MSFT,2019-03-22,2019-03-25,2019-04-01,1905.3481013043806,0.0211048646598326,5,HIGH,TIME,2019-04-01,40.212113807897964
AMZN,2019-03-22,2019-03-25,2019-04-01,1890.0715167494282,0.0320857392885134,4,HIGH,TIME,2019-04-01,60.644341923067245
AMD,2019-03-27,2019-03-28,2019-04-01,1913.0917063860377,0.04,4,HIGH,TP,2019-04-01,76.5236682554415
AMT,2019-04-01,2019-04-02,2019-04-09,1963.810515993754,0.0192746713977212,5,HIGH,TIME,2019-04-09,37.85180238316892
CRM,2019-04-04,2019-04-05,2019-04-12,1963.810515993754,0.0067654828267267,4,HIGH,TIME,2019-04-12,13.286126320901042
GS,2019-04-15,2019-04-16,2019-04-17,1974.0381017345678,0.04,5,HIGH,TP,2019-04-17,78.96152406938272
CAT,2019-04-24,2019-04-25,2019-04-25,1989.8304065484442,-0.02,4,HIGH,SL,2019-04-26,-39.796608130968885
NVDA,2019-04-25,2019-04-26,2019-04-26,1981.8710849222502,-0.02,3,MEDIUM,SL,2019-04-27,-39.637421698445
LOW,2019-04-18,2019-04-22,2019-04-29,1989.8304065484442,-0.0200000000000001,5,HIGH,SL,2019-04-29,-39.796608130969084
