ticker,cik,fiscal_quarter,fiscal_period_end,sec_filing_date,sec_acceptance_utc,accession_number,filing_url,primary_document,item_2_02_confirmed,filter_decision,filter_reason,filter_evidence,ambiguous,note
CAT,0000018230,,,2024-10-11,2024-10-11T12:34:44.000Z,0000018230-24-000047,https://www.sec.gov/Archives/edgar/data/18230/000001823024000047/cat-20241009.htm,cat-20241009.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
COP,0001163165,Q4,,2018-01-08,2018-01-08T21:05:08.000Z,0001104659-18-001245,https://www.sec.gov/Archives/edgar/data/1163165/000110465918001245/a18-2394_18k.htm,a18-2394_18k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
CRM,0001108524,Q1,,2018-04-02,2018-04-02T12:02:24.000Z,0001108524-18-000017,https://www.sec.gov/Archives/edgar/data/1108524/000110852418000017/revisedguidance.htm,revisedguidance.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
CVX,0000093410,Q2,2023-06-30,2023-07-24,2023-07-24T10:01:10.000Z,0000950142-23-002083,https://www.sec.gov/Archives/edgar/data/93410/000095014223002083/eh230384172_8k.htm,eh230384172_8k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
CVX,0000093410,Q4,,2024-01-02,2024-01-02T13:00:35.000Z,0000093410-24-000002,https://www.sec.gov/Archives/edgar/data/93410/000009341024000002/cvx-20240102.htm,cvx-20240102.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
DUK,0001326160,Q4,2017-12-31,2018-03-12,2018-03-12T12:22:34.000Z,0001326160-18-000094,https://www.sec.gov/Archives/edgar/data/1326160/000132616018000094/a4q2017statisticalsupplement.htm,a4q2017statisticalsupplement.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GE,0000040545,,2018-12-31,2019-03-14,2019-03-14T11:36:27.000Z,0000040545-19-000019,https://www.sec.gov/Archives/edgar/data/40545/000004054519000019/a8-kx31419.htm,a8-kx31419.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GE,0000040545,Q1,2019-12-31,2020-04-09,2020-04-09T13:00:03.000Z,0000040545-20-000016,https://www.sec.gov/Archives/edgar/data/40545/000004054520000016/a49208-k.htm,a49208-k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GE,0000040545,Q1,2019-12-31,2020-04-13,2020-04-13T12:51:27.000Z,0000930413-20-001065,https://www.sec.gov/Archives/edgar/data/40545/000093041320001065/c95741_8k-ixbrl.htm,c95741_8k-ixbrl.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GE,0000040545,Q4,2022-12-31,2023-01-10,2023-01-10T11:45:30.000Z,0000040545-23-000017,https://www.sec.gov/Archives/edgar/data/40545/000004054523000017/ge-20230110.htm,ge-20230110.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GOOGL,0001652044,Q1,2022-12-31,2023-04-20,2023-04-20T20:24:04.000Z,0001652044-23-000034,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000034/goog-20230420.htm,goog-20230420.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GS,0000886982,Q2,2020-03-31,2020-07-24,2020-07-24T11:04:33.000Z,0001193125-20-198162,https://www.sec.gov/Archives/edgar/data/886982/000119312520198162/d87255d8k.htm,d87255d8k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
GS,0000886982,Q3,2020-06-30,2020-10-22,2020-10-22T16:50:56.000Z,0001193125-20-274226,https://www.sec.gov/Archives/edgar/data/886982/000119312520274226/d73654d8k.htm,d73654d8k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q3,,2018-10-19,2018-10-19T13:55:23.000Z,0000930413-18-003112,https://www.sec.gov/Archives/edgar/data/773840/000093041318003112/c92180_8k.htm,c92180_8k.htm,YES,EXCLUDE,DUPLICATE_OR_AMENDMENT,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.,NO,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.
HON,0000773840,Q2,2019-06-30,2019-07-18,2019-07-18T19:09:33.000Z,0000773840-19-000015,https://www.sec.gov/Archives/edgar/data/773840/000077384019000015/a8kaq22019earningsrele.htm,a8kaq22019earningsrele.htm,YES,EXCLUDE,DUPLICATE_OR_AMENDMENT,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.,NO,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.
HON,0000773840,Q3,2020-06-30,2020-10-23,2020-10-23T21:22:59.000Z,0000773840-20-000041,https://www.sec.gov/Archives/edgar/data/773840/000077384020000041/hon-20201023.htm,hon-20201023.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q1,2023-09-30,2023-10-10,2023-10-10T10:07:08.000Z,0000773840-23-000076,https://www.sec.gov/Archives/edgar/data/773840/000077384023000076/hon-20231010.htm,hon-20231010.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q1,,2023-12-11,2023-12-11T12:00:05.000Z,0000773840-23-000092,https://www.sec.gov/Archives/edgar/data/773840/000077384023000092/hon-20231208.htm,hon-20231208.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q2,2023-12-31,2024-06-03,2024-06-03T11:07:13.000Z,0000773840-24-000066,https://www.sec.gov/Archives/edgar/data/773840/000077384024000066/hon-20240603.htm,hon-20240603.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q4,2024-03-31,2024-07-10,2024-07-10T11:01:48.000Z,0000773840-24-000075,https://www.sec.gov/Archives/edgar/data/773840/000077384024000075/hon-20240710.htm,hon-20240710.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
HON,0000773840,Q1,2025-09-30,2025-12-22,2025-12-22T11:05:39.000Z,0000773840-25-000125,https://www.sec.gov/Archives/edgar/data/773840/000077384025000125/hon-20251222.htm,hon-20251222.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
JNJ,0000200406,Q3,2019-09-29,2019-10-23,2019-10-23T21:25:51.000Z,0000200406-19-000063,https://www.sec.gov/Archives/edgar/data/200406/000020040619000063/a2019q3coverupdated.htm,a2019q3coverupdated.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
JNJ,0000200406,Q3,,2023-08-30,2023-08-30T11:46:49.000Z,0000200406-23-000091,https://www.sec.gov/Archives/edgar/data/200406/000020040623000091/jnj-20230830.htm,jnj-20230830.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
JNJ,0000200406,Q1,2024-03-31,2024-05-01,2024-05-01T11:00:25.000Z,0000200406-24-000048,https://www.sec.gov/Archives/edgar/data/200406/000020040624000048/jnj-20240501.htm,jnj-20240501.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,,2018-12-19,2018-12-19T18:04:52.000Z,0000059478-18-000295,https://www.sec.gov/Archives/edgar/data/59478/000005947818000295/a8-k2019guidancedecember20.htm,a8-k2019guidancedecember20.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,,2019-12-17,2019-12-17T13:46:42.000Z,0000059478-19-000322,https://www.sec.gov/Archives/edgar/data/59478/000005947819000322/a8-k2020guidancedecemb.htm,a8-k2020guidancedecemb.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,,2020-12-15,2020-12-15T12:27:19.000Z,0000059478-20-000190,https://www.sec.gov/Archives/edgar/data/59478/000005947820000190/lly-20201215.htm,lly-20201215.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,Q1,,2021-12-15,2021-12-15T12:05:57.000Z,0001193125-21-357380,https://www.sec.gov/Archives/edgar/data/59478/000119312521357380/d212746d8k.htm,d212746d8k.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,2022-03-31,2022-04-14,2022-04-14T20:57:23.000Z,0000059478-22-000117,https://www.sec.gov/Archives/edgar/data/59478/000005947822000117/lly-20220414.htm,lly-20220414.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,,2022-12-13,2022-12-13T12:03:51.000Z,0000059478-22-000277,https://www.sec.gov/Archives/edgar/data/59478/000005947822000277/lly-20221213.htm,lly-20221213.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LLY,0000059478,,,2025-01-14,2025-01-14T14:05:19.000Z,0000059478-25-000005,https://www.sec.gov/Archives/edgar/data/59478/000005947825000005/lly-20250114.htm,lly-20250114.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
LOW,0000060667,Q3,2019-11-01,2019-11-20,2019-11-20T22:08:18.000Z,0000060667-19-000181,https://www.sec.gov/Archives/edgar/data/60667/000006066719000181/form8ka11012019.htm,form8ka11012019.htm,YES,EXCLUDE,DUPLICATE_OR_AMENDMENT,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.,NO,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.
LOW,0000060667,Q1,2025-05-02,2025-05-21,2025-05-21T19:43:06.000Z,0000060667-25-000094,https://www.sec.gov/Archives/edgar/data/60667/000006066725000094/low-20250521.htm,low-20250521.htm,YES,EXCLUDE,DUPLICATE_OR_AMENDMENT,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.,NO,Duplicate/amended filing for the same quarterly release; earliest accepted filing retained.
MCD,0000063908,Q1,2020-03-31,2020-04-08,2020-04-08T12:59:47.000Z,0000063908-20-000035,https://www.sec.gov/Archives/edgar/data/63908/000006390820000035/a8-kcoverexhibitlistin.htm,a8-kcoverexhibitlistin.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
MCD,0000063908,Q3,2020-09-30,2020-10-08,2020-10-08T11:59:18.000Z,0000063908-20-000066,https://www.sec.gov/Archives/edgar/data/63908/000006390820000066/a8-kcoverexhibitlistin.htm,a8-kcoverexhibitlistin.htm,YES,EXCLUDE,NON_QUARTERLY_ITEM_202,Curated exclusion after filed-document review and secondary event-date cross-check.,NO,Curated exclusion after filed-document review and secondary event-date cross-check.
