Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Margin,PnL,Return,Hold_Days
PFE,2022-01-05,2022-01-11,55.8120801525116,56.71834362602233,26.87590206100746,1500.0,-25.86882667972068,-0.01724588445314712,5
ADBE,2022-01-05,2022-01-11,534.7325000000001,530.1549596557617,2.8051408882011097,1500.0,11.347065909806826,0.007564710606537884,5
AMD,2022-01-06,2022-01-12,136.12190744018557,137.53873622131346,11.086031398900792,1509.0517399601645,-17.22391359858752,-0.011413732970509143,5
NVDA,2022-01-06,2022-01-12,27.62617938995362,28.013000049591064,54.62397527574652,1509.0517399601645,-22.64929872921793,-0.015008961011380445,5
CRM,2022-01-06,2022-01-12,227.92597328948975,237.9489168319702,6.620797613282587,1509.0517399601645,-67.90211236442289,-0.044996543568622344,5
TSLA,2022-01-14,2022-01-21,339.7900114593506,314.7906479644775,4.358841786367142,1481.0909005391875,107.54166346861193,0.07260976583507579,5
NVDA,2022-01-14,2022-01-21,26.286849237442016,23.38568754959106,56.34341670851813,1481.0909005391875,162.06200169779365,0.10942069905283691,5
NFLX,2022-01-18,2022-01-24,51.98199542045594,38.73435765266418,28.254805473249196,1468.741168716313,373.0278416543635,0.2539779299441791,5
AMD,2022-01-19,2022-01-25,133.48322805023193,111.18556225204466,11.127972373960404,1485.3976741300373,246.76647523640267,0.16612822245122205,5
CRM,2022-01-19,2022-01-25,227.35626622009278,215.49769438934325,6.533348294399304,1485.3976741300373,76.02952046033123,0.05118462333991464,5
TSLA,2022-01-24,2022-01-28,301.4358765869141,282.25772703552246,5.3273767161430925,1605.862470339309,100.61444952214401,0.06265446224724636,5
NVDA,2022-01-24,2022-01-28,22.3188349237442,22.851420152664183,71.95099904748568,1605.862470339309,-39.945061788715414,-0.024874522274796834,5
NFLX,2022-01-25,2022-01-31,37.89504446411133,42.73535770225525,41.98484437225088,1591.0175443052415,-204.91242545973168,-0.12879331607195565,5
AMD,2022-01-26,2022-02-01,114.49272805023193,116.83838877868652,14.22860260488911,1629.0715285763906,-35.02123361682699,-0.021497664775610725,5
CRM,2022-01-26,2022-02-01,219.50019561004643,232.23605511474608,7.421731557226132,1629.0715285763906,-96.19846298820136,-0.05905109831013194,5
TSLA,2022-01-31,2022-02-04,290.75786865234375,307.92723262023924,5.665398854001118,1647.259295854796,-98.96718989097184,-0.06007990978713268,5
BA,2022-01-31,2022-02-04,190.63463072967528,206.5532219467163,8.640923685007952,1647.259295854796,-139.26736684108366,-0.08454489659978821,5
CAT,2022-02-01,2022-02-07,200.69960305023196,199.91991732788085,7.7631311271838825,1558.057335652705,4.497771566202303,0.00288678180403296,5
NFLX,2022-02-04,2022-02-10,40.710633493423465,40.64731240081787,38.255955722954546,1557.4241923778384,0.8661959271285492,0.0005561721279069525,5
META,2022-02-04,2022-02-10,234.85251622009278,228.18404232788086,6.631498854874066,1557.4241923778384,42.686663776073104,0.0274085017973813,5
CRM,2022-02-07,2022-02-11,218.8905,208.00394389343265,7.06186714563025,1545.7756304405784,75.37207697403682,0.04876003702591313,5
ADBE,2022-02-07,2022-02-11,515.7420000000001,474.20698622131346,2.9971878001802805,1545.7756304405784,123.00470506564771,0.07957474722938206,5
NVDA,2022-02-08,2022-02-14,24.34681975269318,24.279133698463436,64.32948921435742,1566.2184786847802,2.790167921497626,0.0017814678855281084,5
UPS,2022-02-11,2022-02-17,220.14986450958256,210.8153617172241,7.042050789937814,1550.3065272744086,64.21660325671145,0.04142187504661453,5
BLK,2022-02-11,2022-02-17,782.7884026794434,762.8812499999999,1.9804924574352292,1550.3065272744086,37.895372186240216,0.02444379322382394,5
AMD,2022-02-14,2022-02-18,115.45224713516238,113.8869168319702,13.836096213611656,1597.4083994397774,20.071481311949704,0.012565028028517264,5
TSLA,2022-02-14,2022-02-18,287.0464074401856,285.8028336639404,5.564983076029765,1597.4083994397774,5.3265188526683245,0.003334475300453142,5
META,2022-02-15,2022-02-22,220.35976622009278,202.1810418319702,7.239180894987969,1595.224209644511,130.06964961324726,0.08153690799504149,5
NFLX,2022-02-18,2022-02-25,39.23337185287476,39.099541831970214,41.15761753254248,1614.752113232637,3.896126763936259,0.0024128327388508236,5
CRM,2022-02-18,2022-02-25,200.29979389953618,208.1940413360596,8.061676359200568,1614.752113232637,-65.28744047989949,-0.0404318656373813,5
AMD,2022-02-22,2022-02-28,115.21236164474487,123.40166633605956,14.08413344838138,1622.6662763077632,-117.01959602830048,-0.07211562706200345,5
