Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Margin,PnL,Return,Hold_Days
TSLA,2023-05-26,2023-05-31,184.52768511962893,204.03195767211912,5.16102220430862,952.3514802120742,-101.66466619436227,-0.10675120300303738,3
AMD,2023-06-02,2023-06-06,120.689625,124.29211835861206,7.763967730630565,937.030353921904,-28.92065736108983,-0.03086416276702622,3
AVGO,2023-06-02,2023-06-06,79.0244709892273,79.03949999999999,11.857470758009136,937.030353921904,-1.1153255127087967,-0.0011902768229872652,3
NVDA,2023-06-07,2023-06-09,38.89554341506958,38.78938545799255,23.97149699100246,932.384401937746,1.613653129279582,0.0017306736641303478,3
AVGO,2023-06-08,2023-06-12,79.4512518157959,85.57877111434937,11.798711033497638,937.4223614242303,-73.27040033201462,-0.07816156659704016,3
CRM,2023-06-15,2023-06-20,207.84602194976807,217.07848622131345,4.43354963306822,921.4956543500836,-41.87455053206728,-0.04544194032211769,3
AMD,2023-06-16,2023-06-21,125.75708969497681,112.16605561065673,7.3054904342856695,918.717215810258,98.42009686398815,0.1071277376436089,3
AMD,2023-06-22,2023-06-26,112.18387786483764,107.5637571372986,8.288530295368352,929.8394703346098,37.38331815344127,0.040204056018388425,3
ADBE,2023-06-22,2023-06-26,473.88293511962894,479.7497647705078,1.9621712482638298,929.8394703346098,-12.447319791980531,-0.013386525512302965,3
TSLA,2023-06-26,2023-06-28,249.94497232055664,256.3681102294922,3.717670710014183,929.2131027114391,-24.82026432897802,-0.026711057190812973,3
AMD,2023-06-27,2023-06-29,108.51571469497681,111.29561786270139,8.646959482602698,938.3309881931386,-24.98805990009494,-0.026630325774716496,3
NVDA,2023-06-27,2023-06-29,40.778600286483766,40.8424095954895,23.010377541186774,938.3309881931386,-2.407341417202757,-0.002565556767807874,3
AMD,2023-07-10,2023-07-12,112.9435,114.63729183197019,8.193456052720208,925.3976036904048,-14.810345545863443,-0.016004305054174637,3
TSLA,2023-07-11,2023-07-13,268.51566889953614,278.0389438934326,3.443173093742284,924.5459264030947,-33.73122529180772,-0.03648409919779493,3
TSLA,2023-07-21,2023-07-25,267.86600000000004,265.4126387786865,3.427003137016258,917.977622299997,7.493902817676292,0.008163491827720469,3
AMD,2023-07-21,2023-07-25,110.91451622009278,113.0565,8.276442557603657,917.977622299997,-18.65484733887773,-0.020321679838053053,3
NFLX,2023-07-21,2023-07-25,43.715131011962896,42.791385457992554,20.999082035206236,917.977622299997,18.48952994951398,0.020141591145967565,3
NFLX,2023-07-26,2023-07-28,42.39878816986084,42.59928811454773,21.672090283995548,918.8703651492266,-5.2662958947912015,-0.005731271890497789,3
TSLA,2023-07-28,2023-08-01,259.7300553588867,261.20054232788084,3.5510643381841653,922.3181371395417,-6.146722869416777,-0.006664428055681629,3
AMD,2023-08-03,2023-08-07,108.89552194976808,116.86840255737306,8.421102234304291,917.0203231969239,-68.09103324308984,-0.07425248003851247,3
TSLA,2023-08-03,2023-08-07,251.91397328948975,251.5757219467163,3.640212216982183,917.0203231969239,0.3149020005127918,0.00034339697010746484,3
NVDA,2023-08-03,2023-08-07,43.77809923744202,45.43970831680298,20.94701092944267,917.0203231969239,-35.74016674080498,-0.03897423627014864,3
META,2023-08-03,2023-08-07,309.7750276794434,316.71827755737297,2.96027839967094,917.0203231969239,-21.48124993666835,-0.023425053287565358,3
TSLA,2023-08-09,2023-08-11,250.74456011962891,242.77131889343264,3.5813163184219357,897.9955849119572,27.670980678636344,0.030814161164666874,3
AMD,2023-08-10,2023-08-14,111.24435305023192,112.03599335861206,8.112984587964148,902.5237217945739,-7.328300625704372,-0.008119787268452971,3
NVDA,2023-08-10,2023-08-14,42.1389198474884,43.774874851226805,21.417818137271663,902.5237217945739,-35.95862976599869,-0.039842309844774736,3
TSLA,2023-08-14,2023-08-16,235.5821469497681,225.71280610656734,3.8650628969025154,910.5398153481847,37.254156106146574,0.04091436253328562,3
TSLA,2023-08-17,2023-08-21,225.94696755981442,231.3956387786865,3.9875299362852425,900.9702971576306,-22.638573265184956,-0.02512688080462234,3
AMD,2023-08-18,2023-08-22,102.34880152511597,105.71283366394043,8.841591770978548,904.9263213339821,-30.66319689670962,-0.03388474417619766,3
AMD,2023-08-25,2023-08-29,101.11941316986086,105.97295816802979,8.82955667362471,892.8395893869595,-43.76891754402191,-0.04902215141924259,3
TSLA,2023-09-05,2023-09-07,244.87750000000003,251.61575049591065,3.6189820983395866,886.2072887861522,-25.284008011573945,-0.028530580070274224,3
NVDA,2023-09-07,2023-09-11,45.50223902511597,45.20059040451049,19.390646282973634,882.3178220193428,4.969768462740317,0.005632628446024256,3
AMD,2023-09-08,2023-09-12,106.96648664474488,105.36265255737305,8.228121859580174,880.133287004116,12.323007297596517,0.01400129671216365,3
TSLA,2023-09-11,2023-09-13,264.13785401916505,271.43563778686524,3.3433107093517904,883.0949160874744,-25.29405292048574,-0.02864250768484806,3
NVDA,2023-09-12,2023-09-14,44.715629962921135,45.60379178237915,19.68421777669668,880.192198212323,-18.371704258708583,-0.020872377982924243,3
ORCL,2023-09-13,2023-09-15,108.26583969497682,113.96695866394042,8.151655547899024,882.5458327975042,-47.37934068441828,-0.05368485003689235,3
AMD,2023-09-18,2023-09-20,100.76958969497682,100.39016633605956,8.64303164331999,870.9547524180566,2.4100530289671664,0.002767139190958046,3
NVDA,2023-09-18,2023-09-20,42.7266270980835,42.26011791229248,20.384355414217175,870.9547524180566,8.643289039266715,0.009923924308662539,3
TSLA,2023-09-19,2023-09-21,264.21783110046385,255.8278469467163,3.273661247842672,864.9596746626288,26.614739302471882,0.030769919202132477,3
NVDA,2023-09-21,2023-09-25,41.56220868301392,42.243111122131346,21.00986961825548,873.2165854768483,-15.186040889820386,-0.017390921270153792,3
TSLA,2023-09-22,2023-09-26,257.27129389953615,244.24205511474608,3.4129815447724643,878.0621780788496,43.612723612600725,0.04966928846431229,3
AMD,2023-09-22,2023-09-26,96.87153816986086,96.00797908401489,9.064191553758528,878.0621780788496,6.953316526503618,0.00791893410295508,3
ORCL,2023-09-22,2023-09-26,109.93500286483764,104.93243725204466,7.987102880766786,878.0621780788496,39.09792204219339,0.04452750957538956,3
TSLA,2023-09-27,2023-09-29,244.13786450958256,250.34511122131346,3.6344959606219356,887.3180823949432,-23.458811289314887,-0.026437882597859,3
ORCL,2023-09-27,2023-09-29,104.9475,105.97295816802979,8.454875841682204,887.3180823949432,-9.561774634671439,-0.010776039420794217,3
NEE,2023-10-03,2023-10-05,52.04396469497681,49.47472576332092,16.951665807258095,882.2318967939859,42.69242429150768,0.04839138603654112,3
AMD,2023-10-04,2023-10-06,100.59967652511597,107.2936178627014,8.750467290110304,880.2941788287046,-59.484696452645444,-0.06757365649264449,3
NEE,2023-10-06,2023-10-10,49.03547137260437,51.605791831970215,18.05776675312001,885.4711046757832,-47.32292556434451,-0.0534437829924127,3
TSLA,2023-10-16,2023-10-18,249.92497805023194,242.80133267211912,3.490711589344607,872.4160173466412,24.006608758152826,0.0275173865229645,3
AMD,2023-10-16,2023-10-18,105.36728816986086,102.22108316802979,8.279761513271879,872.4160173466412,25.19043598322119,0.02887433917116191,3
NVDA,2023-10-18,2023-10-20,42.56970410346986,41.40769453811645,20.436803119141945,869.9886616027426,22.889645928439403,0.026310280741211955,3
NEE,2023-10-19,2023-10-23,53.25335877990724,51.54576045799255,16.538770189937996,880.7450627032027,27.374951948279016,0.031081584339807927,3
TSLA,2023-10-19,2023-10-23,225.8370219497681,212.18604183197021,3.899914438736723,880.7450627032027,52.3835282288368,0.05947638022296723,3
